更新日,名称,業界(小分類),求人有無,事業内容,所在地,従業員数,資本金,設立,平均年齢,企業URL,代表者,上場市場名
2024-08-01,トリコ株式会社,化粧品メーカー,7,■企業概要：tricot（トリコ）という社名には、二つの想いが込められています。一つめは「虜」。お客様に夢中になっていただけるような永く愛されるプロダクトを創りたいという想い。二つめは、フランス語で編み物を意味する「tricot」。「私らしい美しさで、私をもっと好きになる」というミッションのもと、お客様からいただいた声をひとつひとつ丁寧に編み上げていき、人に寄り添ったプロダクトを創り続けます。■事業内容：パーソナライズビューティケア「FUJIMI」というブランド名で、美容商品の開発・販売までを行い現在は「サプリメント」「プロテイン」「フェイスマスク」を取り扱っております。,東京都新宿区新宿2-3-15,40,186百万円,2018,29.0,https://tricot-inc.com/,,
2024-08-01,株式会社飯塚メタル,金属・製綱・鉱業・非鉄金属メーカー,1,■事業内容：製鋼原料・非鐵金属原料・鋳物原料の仕入加工及び販売■スローガン：「環境を創造していく」をスローガンに捉え鉄スクラップ、非鉄スクラップの再資源化を通して循環型社会に貢献しております。,埼玉県加須市芋茎1180-1,6,7百万円,2018,45.0,"Failed to retrieve page, status code: 410",,
2024-08-01,ＢＯＮＡＶＥＮＴＵＲＡ株式会社,ファッション・アパレル・アクセサリーメーカー,5,■事業内容： 革製品の企画、デザイン、マーケティング、製造、販売「BONAVENTURA（ボナベンチュラ）」はミラノ発のレザーブランドでトップクラスの職人の手によって丁寧に作られる逸品はメンズ・レディース問わずお使いいただけるデザインが特徴となります。素材やデザインはもちろんのこと機能美も兼ね備えた上質なアイテムが魅力です。,東京都港区六本木7-18-8第Ⅲ大栄ビル10F・11F,45,30百万円,2018,,https://jp.bonaventura.shop/,,
2024-06-01,名古屋菅公学生服株式会社,ファッション・アパレル・アクセサリーメーカー,1,■創業160年以上の歴史を持つ「菅公学生服株式会社」のグループ企業です。（従業員数：グループ総数約2500名）,愛知県名古屋市中区錦1-10-1MIテラス名古屋伏見2F,33,10百万円,,,なし,,
2024-06-01,株式会社ＲｉｃｅＷｉｎｅ,食品・飲料メーカー（原料含む）,2,■事業内容： 日本酒の製造・販売■ビジョン： 世界が日常で楽しむお酒の選択肢の中に、日本酒を根付かせたい。わたしたちの作る日本酒が世界中で流れる時間を、より素敵な瞬間になるように変えていきたい。そんな想いで事業を創造しています。,神奈川県小田原市鬼柳138-25,14,,2018,,"Failed to retrieve page, status code: 410",,
2024-08-01,エルガーホールディングス合同会社,スポーツ・アウトドア用品メーカー,1,学生向けスポーツサプリメント「X-PLOSION」の設計製造販売、日本代表アスリートが指導するトレーニングGYM「ESQUATIR」、食品会社の管理親会社,神奈川県横浜市中区扇町3-8-11 ヤマザキ・シー・エービル2F,,900万円,2018,,https://elgar-hd.jp/,代表社員 大谷 憲弘,
2024-08-01,シーバイエス株式会社,機能性化学（有機・高分子）メーカー,21,私たちは、清潔や美観の追求にとどまらず、安全・安心・環境に配慮した製品とサービスを通じて、信頼をお届けします。■事業内容： ・業務用清掃洗浄剤、清掃用ワックス、衛生管理用除菌剤、業務用洗浄剤、飲料・食品工業用洗浄剤、清掃用機器、清掃用具等関連製品の製造／輸入／販売・清掃・衛生管理および害虫防駆除に関するサービスとコンサルティング業務,神奈川県横浜市中区山下町22,422,"7,000百万円",1962,,https://cxs.co.jp/,,
2024-08-01,株式会社ＨｉＯＬＩ,食品・飲料メーカー（原料含む）,9,"■事業内容： 素材にこだわったクラフトスイーツブランドを複数展開しています。＊HiO ICE CREAM（ヒオアイスクリーム）：小ロットのスモール・バッチで製造を行うクラフトアイスクリームブランド＊Pint Club（パイントクラブ）：アイスクリームのサブスクリプションサービス＊Butters（バターズ）：世界各地のこだわりのバターを使ったクラフトバタースイーツ専門店。1番人気の「Craft Butter Cake」は、発売初日に5,000個超が即日完売し、販売開始3年半で累計500万食を突破しています。＊山ノチーズ：北海道素材のサスティナブルなチーズスイーツブランド",東京都世田谷区奥沢7-4-12,25,10百万円,2018,,https://hioli.co.jp/,,
2024-08-01,アンテス株式会社,食品・飲料メーカー（原料含む）,2,■ANTESグループについて：アンテスグループは「健康貢献」の理念のもと、食品、水、生活、家電製品、スポーツ、アンチエイジングなどの幅広い分野で、事業を行っています。,東京都文京区小石川1-28-1,10,,2018,,https://www.nikkenseil.co.jp,,
2024-08-01,中井工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,1,■事業内容： 【真空蒸着、コーティング総合メーカー】様々な機能を持たせたフィルム材料を提供する、薄膜コーティング総合メーカー,京都府京都市下京区烏丸通五条下る大坂町394京都近江屋ビル,260,100百万円,1916,,https://www.nakai-group.com/,,
2024-08-01,株式会社ＫＩＮＳ,化粧品メーカー,4,"■事業内容:【菌を適切なバランスに保ち、もっと生きやすく。】私たちを取り巻く常在細菌はおよそ1,000兆匹と言われています。それらを上手にコントロールできれば、人間が本来持ち合わせている素晴らしい免疫力や抵抗力を取り戻すことができます。しかし、菌の状態は日々の食生活、生活習慣などによって大きく変化していきます。「KINS」は、SNSでのOne to Oneコミュニケーションやコスメ・サプリメントを通じて、菌を最適なバランスに保ち、“体が生きる”ライフスタイルを送っていただくためのサービスを提供しています。",東京都渋谷区恵比寿西1-33-61F,60,437百万円,2018,,https://yourkins.com/,,
2024-07-01,株式会社Ｒａｉｎｍａｋｅｒｓ,化粧品メーカー,1,化粧品メーカー、商社（輸入代理業）、国内卸売業,東京都中央区新富1-8-9 ＋SHIFT GINZA EAST4階,80,500万円,2019,28.0,https://rainmakers.jp/,代表取締役 宇佐美 眞,
2024-08-01,株式会社水素パワー,総合化学メーカー,4,■事業内容：水素を使った燃料電池の開発・製造ををう会社です。■事業詳細： 具体的には以下の事業になります。・燃料電池発電試験評価/燃料電池セル製造技術開発・燃料電池スタッキング製造技術開発/燃料電池スタック製造・燃料電池に係る技術開発受託/燃料電池スタック販,神奈川県横浜市西区高島1-2-13LG YOKOHAMA INNOVATION CENTER 12F,35,614百万円,2019,,https://www.suisopower.jp/,,
2024-08-01,株式会社東京ばな奈フレンド・ファクトリー,食品・飲料メーカー（原料含む）,求人なし,,愛知県小牧市大字大草5447-6,,10 百万円,2018,,"Failed to retrieve page, status code: 410",代表取締役 岩月 顕司,
2024-07-01,株式会社ＡＣＴＬＡＮＤ,化粧品メーカー,1,■化粧品・健康食品の製造販売■サロン運営,福岡県福岡市博多区神屋町4-5 KS神屋町ビル601,10,"1,000万円",2019,,https://actland.co.jp/,代表取締役 中澤 日香里,
2024-07-01,日本出版販売株式会社,文房具・事務・オフィス用品メーカー,2,■事業内容： 1.書籍、雑誌、教科書及び教材品の取次販売2.映像及び音声ソフトの製作、販売、ならびにこれに関する著作権の取得、賃貸3.コンピュータ機器及びソフトウェアの販売、ならびに情報提供サービス業,東京都千代田区神田駿河台4-3,938,100百万円,1949,42.9,https://www.nippan.co.jp/,,
2024-08-01,ｍｓｈ株式会社,化粧品メーカー,2,■事業内容： (1)化粧品の企画・製造・販売,東京都渋谷区渋谷3-3-2,34,18百万円,2012,35.0,http://www.msh-labo.com/,,
2024-06-01,株式会社ＥＬＬＩＥ,化粧品メーカー,2,■事業内容：同社は愛媛県松山市に本拠を置く株式会社ブルーム・クラシックを中核とするグループの新規事業として、一般流通向けの化粧品販売を行っている会社です。グループ自社工場が愛媛県にあり、日本各地のオーガニック原料を用いたスキンケア、ヘアケア、ボディケア商品を企画開発・販売しています。当社の高品質なコスメ製品は、今や日本国内に留まることなく海外からの引き合いも大きくなっており、今後の事業展望も明るいと言えます。,東京都港区赤坂4-3-28,4,100百万円,2019,,http://www.ecottcosme-organic.jp/,,
2024-06-01,株式会社ピュール,化粧品メーカー,2,■事業内容： 化粧品製造販売、 海外への輸出、その他。,福岡県糸島市泊723-1,178,"5,442百万円",1998,41.0,https://www.pyuru.co.jp/,,
2024-08-01,株式会社アイリスプロダクト,その他メーカー,1,人工芝、脱酸素剤、建材用平板波板などの製造,宮城県仙台市青葉区中央2-1-7,,1000万円,2019,,https://www.irisohyama.co.jp/company/sdgs/project/project311/minamisouma/,代表取締役会長 大山 健太郎,
2024-06-01,Ｅｍｐｏｗｅｒｍｅｎｔ　Ｈｏｌｄｉｎｇｓ株式会社,食品・飲料メーカー（原料含む）,2,■概要：・当社は全国の生産農家から野菜を仕入、量販店を中心に販売しています。野菜をそのままの形、もしくはカットして納品しています。・「健康の土台は食べ物であるからこそ、本物の食べ物を出来るだけ多くの人に食べてもらいたい」そんな想いで多くの人に野菜を中心とした愛と健康をお届けすべく事業展開しています。・新事業として、福祉事業を開始しｸﾞﾙｰﾌﾟﾎｰﾑを運営。入所者を農業生産法人で雇用してもらう農福連携を目指しています。,東京都千代田区大手町1-5-1大手町ファーストスクエアイーストタワー4F,3,3百万円,2019,48.0,http://karada-choice.com/index.php,,
2024-07-01,ＩＣＥＢＥＲＧ株式会社,食品・飲料メーカー（原料含む）,2,■事業内容： 水産物（蟹、鮭、魚卵、鱈など）の輸入輸出、加工、販売,東京都中央区築地2-7-10築地シティプラザ6F,4,10百万円,2019,,https://www.icebergfisheries.com/,,
2024-07-01,ＳＨＩＲＯＲＵ株式会社,化粧品メーカー,8,■化粧品及び美容用品の企画、開発、販売,東京都中央区日本橋三丁目3番25Bizflex東京八重洲4階,15,1500万円,2019,29.0,https://shiroru.jp,代表取締役CEO 佐藤 淳吾,
2024-08-01,株式会社ＡＴＣ,住宅設備・建材メーカー,6,■事業内容：「開発事業」「建築資材」「建築設計施工」「不動産」の４事業を展開しており、建築に関わる皆さまの豊かな明日を支えるために、建物づくりの新たな進化に挑んでいます。建物づくりにおけるコスト増の解消を叶え、建築会社を支えるべく、建築のオートメーション化を至上命題に日々取り組んでいます。・建築資材の開発・製造・販売・土木・建築工事の調査・設計・施工・管理及びその請負・不動産の売買・賃貸・仲介及び管理,東京都中央区銀座1-9-13プライム銀座柳通りビル4F,80,100百万円,2019,,https://m-atc.co.jp/,,
2024-06-01,株式会社ＦＡＣＴＡＳ,総合化学メーカー,1,■事業内容： プラスチック製品の金型部品製造・販売・配送業,大阪府東大阪市若江東町2-6-18,17,5百万円,2019,,https://www.kk-factas.jp/,,
2024-08-01,株式会社グラニフ,ファッション・アパレル・アクセサリーメーカー,8,【事業内容】デザインプロダクトの企画、製造、販売等【ブランドメッセージ】「GRAPHIC IS MY LIFE.」当社がグラフィックを通して提案するのは、 ファッションではなく、その先にある豊かな暮らしです。新しい絆やコミュニケーションを創り出し、より良いカルチャーや習慣を創り、暮らしを彩っていく、そんな力を持ったグラフィックを世界中の人々に届けていきます。 グラフィックの先にある多様なライフストーリーを、ともにつくりあげていきます。当社はTシャツや雑貨をはじめとした様々なグラフィックアイテムを通じて、あらゆる人が自分らしく、豊かになる暮らしを提案します,東京都渋谷区神宮前2-34-17住友不動産原宿ビル6F,610,50百万円,2001,32.0,https://graniph.co.jp/,,
2024-05-01,名水美人ファクトリー株式会社,食品・飲料メーカー（原料含む）,8,■事業内容：水耕栽培及び野菜の加工等を行います。,大分県竹田市大字門田241,459,30百万円,1990,35.3,http://www.meisuibijin.co.jp/,,
2024-07-01,株式会社フードニア,食品・飲料メーカー（原料含む）,1,■事業内容： ⇒事業概要とその詳細について詳しく記載。また、ビジネスモデルに 関する記載も同項目にて記載。 ■ビジョン： ⇒設立背景や社長の思いは同項目にて記載。 ■特徴（TOPICS）： ⇒マーケット環境、製品・サービスに関する優位性を記載。または、 教育体制や福利厚生など企業マネジメントに関する特徴も記載。 ■組織風土： ⇒風土の説明は、企業を取り巻く競合他社、マーケット要因、社内制度 や対面した社員の方の印象など社風を裏付ける根拠も記載。,埼玉県さいたま市中央区本町西2-7-21-3,,,,,なし,,
2024-07-01,株式会社月架世交易,化粧品メーカー,2,■化粧品、衣料品、日用雑貨品の製造・販売及び輸出入,東京都中央区八丁堀3-26-8 高橋ビル4F,,,2020,,https://gekkasei.co.jp/,代表取締役 文 賢宇,
2024-08-01,グリコマニュファクチャリングジャパン株式会社,食品・飲料メーカー（原料含む）,7,■江崎グリコ株式会社が販売を行う菓子・冷菓・飲料・加工食品・牛乳・乳製品の製造,大阪府大阪市西淀川区歌島4-6-5,3177,1億円,2020,39.4,https://glico-recruit-gmj.com/,代表取締役社長 白石 浩荘,
2024-08-01,Ｄｒ．ルルルン株式会社,化粧品メーカー,2,■事業内容： 「ルルルン」ブランドでの、フェイスマスクをはじめとするエイジングケア製品・化粧品の販売,東京都渋谷区渋谷2-12-4,32,100百万円,2009,,https://dr-lululun.com/,,
2024-08-01,ピルボックスジャパン株式会社,化粧品メーカー,3,自社企画・開発の健康食品、機能性表示食品、化粧品のメーカー事業海外化粧品ブランドの日本総代理店事業ピルボックスジャパンは、今までのメーカー発想とは一味違った視点で商品開発とマーケティングを行う会社です。ヘルス＆ビューティの世界でスパイスの効いた存在感のある企業であり続けたいと考えます。,東京都港区北青山3-11-7AOビル13F,19,100百万円,2002,35.0,https://www.pillboxjapan.com/,,
2024-07-01,ＲＩＴＡグループホールディングス株式会社,食品・飲料メーカー（原料含む）,1,■事業内容： RITAグループ会社の経営管理、ならびにそれに付随する業務を行う。◇株式会社利他フーズ：馬刺しを中心とした九州の特産品のEコマース、馬肉ペットフード事業◇株式会社RITA-STYLE：ダイエット専門のパーソナルトレーニングジムの運営◇株式会社RITAマーケティングパートナーズ：地域企業のEC展開やWeb集客の代行 など,熊本県熊本市中央区坪井2-1-42SDK熊本ビル5F,60,56百万円,2007,,https://ritagroup.co.jp/,,
2024-08-01,ライフスタイルカンパニー株式会社,化粧品メーカー,2,■化粧品の企画、開発、輸出入、製造販売、卸■海外化粧品、美容雑貨類の輸入総代理■ECサイト、ECモールの運営■化粧品容器OEM、什器OEM,東京都中央区八丁堀4丁目3番5号京橋宝町PREX3階,50,,2020,28.0,https://lifestyle-co.fun/,代表 鄭 錫江,
2024-07-01,株式会社ミラクション,玩具メーカー,1,・キャラクターライセンス商品の企画・製造・OEM・アミューズメント施設専用のプライズ商品企画・製造・OEM・カプセルトイ、自社オリジナルグッズ、ノベルティ等の企画・製造・OEM・映像、音楽等のコンテンツ企画・制作・販売・WEB通販など配信・輸出入事業,東京都台東区浅草2-28-25 TAIビル201号,3,,2020,40.0,https://www.miraction.co.jp/,代表取締役 松野 重久,
2024-08-01,株式会社ファイントゥデイ,化粧品メーカー,15,■事業内容： 「TSUBAKI」、「SENKA」、「fino」、「uno」などのマーケティングおよび製造販売,東京都港区港南2-16-3品川グランドセントラルタワー18F,441,,2021,,https://www.finetoday.com/jp/,,
2024-08-01,シンイー・ジャパン株式会社,その他メーカー,3,■事業内容： １．化粧品容器及びパッケージの輸出入販売２．化粧品容器製造のための関連設備及び原材料の輸出入販売３．化粧品容器及び金型の製造、委託生産並びに加工４．前各号に附帯する一切の事業,東京都墨田区両国1-8-4両国坂本ビル7F,3,44百万円,2020,,https://xytechpackaging.com/,,
2024-08-01,株式会社Ｈ２Ｏ,化粧品メーカー,5,■事業内容： ・化粧品および医薬部外品の製造および販売。2020年9月に設立したばかりの新しい会社です。大手ドラッグストアの「ウエルシア薬局様」、上場企業の化粧品商社「あらた様」・「東京堂様」、&honeyで有名な「ヴィークレア様」などの企業よりバックアップを受け、流通戦略・製品開発などの共同プロジェクトを行い、水をテーマにしたヘアケアブランド「ululis（ウルリス）」を発売致しました。2022年7月には髪のツヤを追求したブランド「&Prism（アンドプリズム）」を追加発売。そして2024年7月には、カラー光沢ケアに着目した「∭（アンドティント）」を新発売。,東京都港区南青山4-18-11表参道フォレストヒルズイーストウィング2F,31,1百万円,2020,,http://www.h2o.tokyo.jp,,
2024-08-01,ストラデザイン株式会社,家具・インテリア・生活雑貨メーカー,1,■事業内容：1966年創業の株式会社東馬のデザイン部門が独立し2020年に創業したインテリア家具のデザインを行う企業です。＜株式会社東馬について＞■事業内容：1966年創業のインテリア家具メーカーです。佐賀県神埼市のおだやかな田園の真ん中に、サンタフェ調の家具ショールームと工場があります。自社工場にて日本製家具の生産と、海外協力工場にて生産・輸入した商品を小売店へ販売しています。「質素におしゃれに＝Simply Elegant」というコンセプトで常に新しい商品の開発を行っており、日本全国の主要家具店、通販事業者と取引しています。,佐賀県神埼市千代田町直鳥1738,,,,,なし,,
2024-07-01,プレミアムウォーター中部株式会社,食品・飲料メーカー（原料含む）,6,■事業内容： ミネラルウォーター等の飲料水の製造及び販売,岐阜県本巣郡北方町柱本池之頭2-1-1,33,90百万円,2020,,https://pw-chubu.co.jp/,,
2024-08-01,株式会社ダイヤコーポレーション,化粧品メーカー,1,■事業内容： ・化粧品DtoC販売事業・化粧品OEM事業・Webデザイン事業・キュレーションメディア事業・スポーツ事業■特徴（TOPICS）： ・当社は化粧品のコンセプト提案から処方開発、製造、販売まで一貫対応。有名人やインフルエンサーと共同で多数のコスメブランドを創出しており、その独自性の高いビジネスモデルで2020年の設立より急成長を遂げています。既に年間30億円の売上を見込めるなど、今なお発展を続けています。・業界への新規参入を検討中のお客様やアウトソーシングをお考えのお客様からのODM・OEM依頼が急増。さらなる拡大を目指しています。,東京都新宿区西新宿6-22-1新宿スクエアタワー17F,60,5百万円,2020,30.0,https://daiya-corp.com/,,
2024-07-01,中京油脂ホールディングス株式会社,石油化学メーカー,3,2021年12月1日付で中京油脂株式会社より株式移転により100％親会社「中京油脂ホールディングス株式会社」として新設された企業となります。2社合わせて110名（2022年3月現在）の社員が在籍しております。■概要：・グループ会社の経営管理・油脂や界面活性剤の持つ「離型、防撥水、滑り」の機能を応用した、自動車ウレタンシート用離型剤や感熱記録紙用塗工剤、合板用防水剤などの機能性油化学品の研究開発,愛知県あま市小橋方大屋敷5,43,10百万円,2021,,なし,,
2024-08-01,株式会社４－ｓｍｉｌｅ,その他,無,■化粧品企画・開発・販売事業 2024年6月doda掲載求人より引用,東京都港区西新橋2-19-5カザマビル5Ｆ,,5 百万円,2020,,"Failed to retrieve page, status code: 410",代表取締役 長谷川 慎,
2024-08-01,株式会社ＨＩＴＯホールディングス,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,3,【HITOホールディングスについて】■人と人との繋がりを大切にすることを原点にスタートした当社は、建設業・飲食業・環境関連事業といった様々な角度から世の中の為に貢献し、また関わる全ての人に感謝し感謝されるよう行動し、人の喜びを創り出せる企業を目指しています。■業務内容グループ会社の経理、労務、事務代行グループ会社の資産管理グループ会社の営業支援、グループ会社の各種手続き代行業務を行っております。,広島県呉市広多賀谷2-3-9,10,9百万円,2021,34.0,https://hitohd.com/,,
2024-06-01,サンライズファーム株式会社,食品・飲料メーカー（原料含む）,4,■企業概要：当社は水産業界で食品の輸出入、食品加工、物流事業を行っている株式会社松岡のグループ企業です。サンライズファームの「ひの出ぶり」「日の出まぐろ」は、ブランド魚として知られています。2023年からは高度加工品の為の加工場の建設を予定しています。,山口県下関市東大和町1-10-12,24,5百万円,2021,48.0,https://sunrisefarm.co.jp/,,
2024-05-01,株式会社グーテンベルク,その他メーカー,1,■3Dプリンター事業（開発、製造、販売、出力サービス）■金属加工事業■設計・製造コンサルティング事業【提携企業】・大塚化学株式会社・株式会社極東精機製作所・有限会社安久工機・株式会社久宝金属製作所【主要取引先】・ソニー・セイコーエプソン・住友化学・NTTコミュニケーションズ・東京大学・東京工業大学 など,東京都大田区東蒲田2-1-15,,1000万円,2021,34.0,https://gutenberg.co.jp/,代表取締役 李 丞株,
2024-08-01,リプトン・ティーアンドインフュージョン・ジャパン株式会社,食品・飲料メーカー（原料含む）,2,■事業内容：世界最大のティーブランドカンパニーとして、紅茶やハーブティーをはじめとする３０以上のブランドを展開しております。静岡工場においては「リプトン」をはじめとした各種紅茶製品の製造を行っております。,神奈川県川崎市中原区中丸子13-2,62,10百万円,2021,44.0,https://www.lipton.jp/ja/,,
2024-06-01,株式会社ヤマウ,その他メーカー,1,■事業内容■コンクリート製品の製造・販売並びに施工、土木建築用資材の販売、一般土木工事の施工並びに管理、建築工事の施工並びに管理、樹脂コンクリート製品の製造・販売並びに施工、コンクリート製品関連技術研究・開発、コンクリート製品関連技術ノウハウの販売および管理■事業の特徴■同社は1953年の創業以来コンクリート製品の製造／販売／施工、一般土木工事の施工／管理、樹脂コンクリート製品の製造／販売／施工を中心に行っています。生活の基盤に欠かせない道路や水路、ビル等に使われるコンクリート部品の製造、販売、施工を行っており、社会のインフラと人々の生活環境を支えている企業です。,福岡県福岡市早良区東入部5-15-7,553,100百万円,2021,46.9,https://www.yamau.co.jp/,,
2024-07-01,株式会社ファーマインド農園,食品・飲料メーカー（原料含む）,1,■当社について：主に果樹生産事業の開発、農園の運営業務を実施。,東京都千代田区神田和泉町1,,,,,なし,,
2024-07-01,株式会社宮武製作所,家具・インテリア・生活雑貨メーカー,2,■企業概要：大阪府大阪市内にある宮武製作所は、高品質で長く愛されている日本製座椅子をはじめ、収納家具、ベッドやソファなど、あらゆる家具の企画・販売を行い、卸問屋様やショッピングサイトを運営されているネット店舗様に商品を卸しております。OEM家具やコントラクト家具などお客様のご要望に沿った商品の提案も行っており、様々な会社様にご好評いただいております。■事業概要：スチール家具の製造・輸入販売,大阪府大阪市東住吉区桑津1-23-13,35,,,,なし,,
2024-07-01,ＲＯＣＫＷＯＯＬ　Ｊａｐａｎ合同会社,住宅設備・建材メーカー,3,■事業内容：・保温・断熱材の製造・加工・保温・断熱材の販売 ■当社について：デンマーク生まれのROCKWOOL A/Sは建築物に欠かせない断熱材の製造・販売を世界39カ国以上で展開している、グローバルトップクラスのメーカーです。当社はその日本法人として2021年8月から運営を行っております。国際的にみると、日本市場には質がまだ高くない断熱材が多くのシェアを占めています。世界基準の質を日本市場にスピーディーに広めることで、耐火、エネルギー効率、音響および温熱的快適性を日本にもたらすことがROCKWOOLLJapanの挑戦です。,福島県双葉郡富岡町大字本岡字赤木100-22,69,95百万円,2021,,https://www.rockwool.com/jp,,
2024-08-01,わらべや日洋食品株式会社,食品・飲料メーカー（原料含む）,13,"■事業内容：調理済食品の製造、販売／おにぎり・お弁当・サンドイッチ等の調理済食品の開発、製造、販売堅調に拡大する「中食」市場のリーディングカンパニーとして、業界最大手のセブン-イレブン向けにお弁当、おにぎり、お惣菜、調理パン、調理麺、和菓子などを提供することを主力事業としています。セブン-イレブンの店舗約21,000店舗のうち約18,000店舗以上に商品を納めています。1日あたりの最大生産食数は約600万食で、これは1日あたり約20人に1人が当社の商品を食べていることになります。",東京都新宿区富久町13-15,1463,,2021,,https://www.warabeya.co.jp/ja/business/group.html,,
2024-05-01,株式会社イクスラボ,その他メーカー,1,■包装資材の企画・設計・製造・販売・輸入（デジタル印刷軟包装・ラミネート加工袋）■パッケージデザイン・パッケージ企画,千葉県船橋市湊町2-2-6 ミナトビル4F,,100万円,2021,,https://ix-lab.co.jp,代表取締役 桜木 笑語,
2024-07-01,株式会社Ａ‐ＷＯＲＬＤ,食品・飲料メーカー（原料含む）,1,■会社概要：・株式会社A-WORLDは、2021年10月に誕生した新しい会社です。道の駅「奥入瀬ろまんパーク」内にあった2つの施設をリニューアルし、青森りんご専門店「あら、りんご。ファクトリーショップ」と、家族で食事を楽しめる石釜レストラン「OIRASE BEER Brewery＆Restaurant」を新規オープンしました。・あら、りんご。は、青森りんご専門店として、青森と関西にまたがるブランドで、現在8店舗を展開しております。りんごを五感で楽しむことをミッションとし、スイーツ販売以外にも、ワークショップ等を通した体験機会の提供も行っております。,青森県十和田市大字奥瀬字堰道39-1,20,3百万円,2021,,https://aomori-shigoto.com/company/a-world/,,
2024-06-01,Ｃｉ　ＦＬＡＶＯＲＳ株式会社,化粧品メーカー,1,■事業内容：化粧品の企画、製造、販売,東京都港区北青山3-5-17はる木ビル7F,,10百万円,2021,,"Failed to retrieve page, status code: 410",,
2024-07-01,ユーロフィン・フード・テスティング株式会社,試薬メーカー・受託合成・受託分析,2,■会社概要：同社は、欧州最大の分析検査会社であるユーロフィン社の日本法人です。2021年8月にユーロフィン・フードアンドプロダクト・テスティング株式会社から分社化し、ユーロフィン・フード・テスティング株式会社として設立しました。食品検査分析会社として日本市場においても成長をしていきます。,神奈川県横浜市金沢区幸浦2-1-13,13,,2021,,なし,,
2024-07-01,堺アルミ株式会社,金属・製綱・鉱業・非鉄金属メーカー,2,■事業内容：■2021年8月に昭和電工株式会社のアルミ圧延品事業を分割し新たに発足しました。アルミニウム板製品、アルミニウム箔製品、アルミニウム鋳塊の開発、設計、製造、販売当社は1933年に堺でアルミニウム板から器物までの一貫生産工場の操業を開始して以来、素材から加工の一貫生産を続けながら常にナンバーワン・オンリーワンを目指し技術開発・製品開発を行ってきました。溶解鋳造から圧延、板・箔製品仕上げまでの各プロセスにおける高度な生産技術と徹底した品質管理の下で生み出される製品は、さまざまな分野で利用され産業の発展に貢献しています。,大阪府堺市堺区海山町6-224,305,100百万円,2021,,https://www.sakaial.co.jp,,
2024-08-01,株式会社コメックス,食品・飲料メーカー（原料含む）,5,【事業内容】米飯加工総菜（太巻き寿司、稲荷寿司、おにぎり等）の製造・販売,群馬県前橋市総社町桜が丘1250,50,40百万円,1994,,http://comex-hirai.com/,,
2024-07-01,山村ＪＲ貨物きらベジステーション株式会社,食品・飲料メーカー（原料含む）,1,■事業内容： 農産物の生産、加工、仕入れ及び検査、包装、出荷、販売業務食品の生産、加工、仕入れ及び検査、包装、出荷、販売業務機器及びプラント類の設計、製作、販売並びに設置工事,兵庫県尼崎市西向島町15-1,7,100百万円,2021,,https://yj-kiravege.co.jp/,,
2024-07-01,株式会社コアプロダクト,金属・製綱・鉱業・非鉄金属メーカー,3,■業務内容：・板金・製缶フレームの溶接ほか■溶接関連業務のエキスパートコアプロダクトでは、部材調達などの段取りも含め、板金・製缶フレームをはじめ、鉄・ステンレス・アルミなどの「溶接」関連業務を承ります。コアプロダクトでは、豊富な経験を基に、熟練の確かな技術を活かして、条件や仕様などに応じた最適な部材および工法を追求し、細かい部分まで丁寧に、一切妥協することのないサービス品質を徹底いたします。また、どの局面にも迅速な判断と、的確な対応を常に心がけ、スタッフ一人ひとりが仕事に誇りと責任を持って行動することで、ずっと変わらない信頼をいただけるように尽力いたします。,滋賀県近江八幡市西庄町1302-4,2,5百万円,2021,,https://coreproduct.co.jp/,,
2024-07-01,日本ペイントコーポレートソリューションズ株式会社,機能性化学（有機・高分子）メーカー,4,■事業紹介：日本国内にある日本ペイントグループ各社の事業支援を担う会社です。,大阪府大阪市北区大淀北2-1-206-6455-9634,355,10百万円,2021,,https://www.nipponpaint-cs.co.jp/,,
2024-08-01,マフテック株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,13,■事業内容： 三菱ケミカル（株）のアルミナ繊維事業が独立して設立された素材メーカーとなります。結晶質アルミナ繊維MAFTECC及びMAFTECC OBMMの製造・販売を手掛けています。,東京都千代田区丸の内1-6-5丸の内北口ビル6F,150,100百万円,2022,,https://www.maftec.co.jp/,,
2024-08-01,株式会社あいやホールディングス,食品・飲料メーカー（原料含む）,7,～世界に抹茶を提供する創業130年以上の歴史を誇る総合抹茶メーカー「株式会社あいや」の親会社～1888年5月設立の老舗企業「株式会社あいや」。あいやは老舗企業でありながらも、「海外現地法人の設立」や「抹茶の魅力を広げるための体験型の抹茶ミュージアムや抹茶カフェのオープン」など、持続的な成長を続けています。そんな中、2021年12月にさらなる企業価値向上やグループ経営基盤強化を目的として、あいやの親会社として「株式会社あいやホールディングス」を設立。海外現地法人や抹茶製造メーカーである株式会社あいやの管理の役割を担っています。,愛知県西尾市上町横町屋敷15,,"1,000百万円",2021,,"Failed to retrieve page, status code: 410",,
