更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名,事業内容
2024-08-01,ミヤハラフーズ株式会社,食品・飲料メーカー（原料含む）,求人なし,静岡県静岡市清水区中河内760-1,1984,代表取締役社長 宮原 規代美,15 百万円,,,,,
2024-08-01,株式会社エクセル東海,その他メーカー,求人なし,静岡県御殿場市東田中335-1,1971,取締役社長 関 正人,50 百万円,,,,,
2024-08-01,株式会社サンコー分析センター,試薬メーカー・受託合成・受託分析,求人なし,静岡県浜松市中央区下江町604-1,1976,代表取締役 髙橋 洋祐,10 百万円,,,,,
2024-08-01,ショーワ株式会社,その他メーカー,求人なし,岐阜県岐阜市早田東町2-1,1948,代表取締役 志津 好之,160 百万円,,,,,
2024-08-01,カネマタ食品工業株式会社,食品・飲料メーカー（原料含む）,求人なし,岐阜県揖斐郡揖斐川町清水828-1,1969,代表取締役 中村 至宏,10 百万円,,,,,
2024-08-01,株式会社ツーワン,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,三重県鈴鹿市池田町1228,1984,代表取締役 加藤巳千彦,50 百万円,,,,,
2024-08-01,佐藤ライト工業株式会社,石油化学メーカー,求人なし,三重県津市芸濃町椋本2768-2,1958,代表取締役 佐藤 伸夫,47 百万円,,,,,
2024-08-01,サンレイズ工業株式会社,その他メーカー,求人なし,大阪府大阪市淀川区十八条2-13-33,1972,代表取締役 西澤 祐司,30 百万円,,,,,
2024-08-01,株式会社薬材開発センター,その他メーカー,求人なし,大阪府大阪市西区南堀江4-31-19,1990,代表取締役 出張 誠治,10 百万円,,,,,
2024-08-01,泉洋化工株式会社,家具・インテリア・生活雑貨メーカー,求人なし,富山県小矢部市松永38-1,1966,代表取締役 廣谷 成信,50 百万円,,,,,
2024-08-01,株式会社氷見村田製作所,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,富山県氷見市大浦12-5,1969,代表取締役 西田 吉宏,25 百万円,,,,,
2024-08-01,小嶋織物株式会社,製紙・パルプメーカー,求人なし,京都府木津川市山城町上狛北野田芝1-3,1961,代表取締役 小嶋 一,20 百万円,,,,,
2024-08-01,勝山織物株式会社,繊維メーカー,求人なし,京都府京都市北区衣笠北高橋町30,1973,代表取締役 勝山 嘉夫,10 百万円,,,,,
2024-08-01,浜縮緬工業協同組合,繊維メーカー,求人なし,滋賀県長浜市祇園町871,1950,,255 百万円,,,,,
2024-08-01,キミセ醤油株式会社,食品・飲料メーカー（原料含む）,求人なし,岡山県岡山市南区妹尾217,1955,代表取締役 永原 國夫,15 百万円,,,,,
2024-08-01,満榮工業株式会社,その他メーカー,求人なし,岡山県加賀郡吉備中央町下加茂1597,1956,代表取締役 前田 貴広,98 百万円,,,,,
2024-08-01,株式会社門井商店,食品・飲料メーカー（原料含む）,求人なし,広島県福山市明神町1-4-15,1975,代表取締役 門井 俊,10 百万円,,,,,
2024-08-01,株式会社小倉秋一商店,食品・飲料メーカー（原料含む）,求人なし,広島県尾道市東尾道15-1,1986,代表取締役 小倉 広康,30 百万円,,,,,
2024-08-01,タカノブ食品株式会社,食品・飲料メーカー（原料含む）,求人なし,広島県府中市府川町209,1970,代表取締役 岡崎 浩二,91 百万円,,,,,
2024-08-01,松岡家具製造株式会社,家具・インテリア・生活雑貨メーカー,求人なし,広島県府中市鵜飼町693-2,1960,代表取締役 守次 拓,25 百万円,,,,,
2024-08-01,三洋製紙株式会社,製紙・パルプメーカー,求人なし,鳥取県鳥取市古市185,1961,代表取締役社長 井川 智永,91 百万円,,,,,
2024-08-01,光工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,広島県東広島市志和町冠1165-2,1949,代表取締役 吉田 龍一,30 百万円,,,,,
2024-08-01,寿マナック株式会社,食品・飲料メーカー（原料含む）,求人なし,広島県広島市佐伯区湯来町大字白砂20-10,1988,代表取締役 原田 雅司,20 百万円,,,,,
2024-08-01,株式会社石飛製作所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,徳島県板野郡松茂町満穂字満穂開拓115-2,1962,代表取締役 石飛 博樹,10 百万円,,,,,
2024-08-01,大光炉材株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,福岡県北九州市戸畑区牧山新町1-1,1954,代表取締役 小林 聡子,50 百万円,,,,,
2024-08-01,株式会社キミシマ,文房具・事務・オフィス用品メーカー,求人なし,北海道苫小牧市春日町1-3-3,1972,代表取締役 津野 孝浩,10 百万円,,,,,
2024-08-01,株式会社セイコーアドバンス,その他メーカー,求人なし,東京都豊島区南池袋2-27-5,1950,代表取締役 平栗 俊夫,96 百万円,,,,,
2024-08-01,マジェスティゴルフ株式会社,スポーツ・アウトドア用品メーカー,求人なし,東京都千代田区丸の内2-1-1明治生命館 7Ｆ,1978,代表取締役社長 金 在昱,"1,558 百万円",,,,,
2024-08-01,三州製菓株式会社,食品・飲料メーカー（原料含む）,無,埼玉県春日部市銚子口979,1950,代表取締役 斉之平 一隆,86 百万円,,,,,
2024-08-01,株式会社藤沢商事,食品・飲料メーカー（原料含む）,無,埼玉県熊谷市問屋町2-5-5,1970,代表取締役 藤澤 貞彦,90 百万円,,,,,乾物食品・チルド食品を中心とした総合食品加工・販売 2024年4月doda掲載求人より引用
2024-08-01,株式会社丸善,食品・飲料メーカー（原料含む）,求人なし,千葉県印西市将監307,1983,代表取締役 小林 靖,10 百万円,,,,,
2024-08-01,株式会社棚橋製作所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,愛知県名古屋市守山区瀬古2-526,1974,代表取締役 松田 弘樹,10 百万円,,,,,
2024-08-01,株式会社加藤鉄工バーナー製作所,その他メーカー,求人なし,岐阜県羽島郡岐南町みやまち1-177,1963,代表取締役 加藤 雅彦,10 百万円,,,,,
2024-08-01,共和産業株式会社,その他メーカー,求人なし,兵庫県神戸市中央区港島南町5-3-5,1950,代表取締役 鈴木 教永,10 百万円,,,,,
2024-08-01,トライオン株式会社,スポーツ・アウトドア用品メーカー,求人なし,大阪府大阪市中央区安土町2-5-10,1968,代表取締役 青木 幹,20 百万円,,,,,
2024-08-01,旭紙工株式会社,メーカー（素材・化学・食品・化粧品・その他）業界,求人なし,大阪府大阪市東淀川区小松4-4-34,1943,代表取締役 林 英昭,20 百万円,,,,,
2024-08-01,株式会社川勝總本家,食品・飲料メーカー（原料含む）,求人なし,京都府京都市下京区大宮通五条上る上五条町394,1973,代表取締役 川勝 康行,12 百万円,,,,,
2024-08-01,綜合器材株式会社,住宅設備・建材メーカー,求人なし,北海道札幌市東区北二十条東13-2-1,1977,代表取締役 土門 渡,10 百万円,,,,,
2024-08-01,オンヨネ株式会社,繊維メーカー,求人なし,新潟県長岡市高見町4327,1979,代表取締役 恩田 浩典,99 百万円,,,,,
2024-08-01,ＭＧＣウッドケム株式会社,総合化学メーカー,求人なし,東京都千代田区神田駿河台3-6-1菱和ビル 8Ｆ,1958,代表取締役社長 田代 靖,80 百万円,,,,,
2024-08-01,メタルアンドライフ株式会社,金属・製綱・鉱業・非鉄金属メーカー,無,東京都品川区西五反田5-21-2,1954,代表取締役 齋藤 育男,27 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■磨帯鋼、磨特殊帯鋼、ステンレス帯鋼、磨棒鋼等の販売■鋼板（冷延薄板、表面処理鋼板、酸洗鋼板等）およびステンレス板、アルミ板の切断加工、販売■チタン、ステンレス、アルミ各種加工品（パイプ、線材、金網等）の販売 2022年2月doda掲載求人より引用
2024-08-01,株式会社平和堂,文房具・事務・オフィス用品メーカー,求人なし,東京都中央区新富1-12-7ＨＪビル,1959,代表取締役 堀口 敦史,24 百万円,,,,,
2024-08-01,株式会社タカコー,繊維メーカー,無,東京都中央区東日本橋2-18-2タカコービル 1Ｆ,1958,代表取締役 加藤 裕一,49 百万円,,,,,
2024-08-01,株式会社森永乳業ビジネスサービス,食品・飲料メーカー（原料含む）,求人なし,東京都目黒区目黒4-4-22森永乳業ビル,1971,代表取締役 冨澤 俊久,100 百万円,,,,,
2024-08-01,株式会社東玉,ファッション・アパレル・アクセサリーメーカー,求人なし,埼玉県さいたま市岩槻区本町3-2-32,1948,代表取締役 戸塚 大介,50 百万円,,,,,
2024-08-01,戸松冶金株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,愛知県名古屋市瑞穂区二野町9-16,1937,代表取締役 戸松 利徳,100 百万円,,,,,
2024-08-01,株式会社司ケース,石油化学メーカー,求人なし,愛知県名古屋市天白区道明町192,1960,代表取締役 桑山 卓也,30 百万円,,,,,
2024-08-01,株式会社豊明事務機,文房具・事務・オフィス用品メーカー,求人なし,愛知県豊明市三崎町中ノ坪22-6,1983,代表取締役 山下 悟,10 百万円,,,,,
2024-08-01,上高地みそ株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県東筑摩郡山形村8207,1950,代表取締役 赤羽 総一郎,10 百万円,,,,,
2024-08-01,株式会社駒ヶ根電化,金属・製綱・鉱業・非鉄金属メーカー,求人なし,長野県駒ヶ根市飯坂2-5-10,1989,代表取締役 山下 政隆,16 百万円,,,,,
2024-08-01,株式会社幸伸技研,その他メーカー,求人なし,静岡県三島市松本108-1,1970,代表取締役 植松 隆,16 百万円,,,,,
2024-08-01,松菱製紙株式会社,製紙・パルプメーカー,求人なし,静岡県富士市久沢145,1975,代表取締役 植田 貴也,20 百万円,,,,,
2024-08-01,後藤化学株式会社,農薬メーカー,求人なし,三重県四日市市三栄町2-15後藤化学ビル,1954,代表取締役 田中 尚,50 百万円,,,,,
2024-08-01,株式会社スウイング,繊維メーカー,求人なし,大阪府大阪市中央区備後町3-4-1備後町山口玄ビル 5Ｆ,1985,代表取締役 竹田 節子,10 百万円,,,,,
2024-08-01,中川食品株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉南区長野本町4-11-1,1974,代表取締役 安達 由紀子,30 百万円,,,,,
2024-08-01,共和紙業株式会社,製紙・パルプメーカー,求人なし,北海道小樽市銭函3-503-8,1949,代表取締役 吉村 成俊,77 百万円,,,,,
2024-08-01,株式会社コダマ飲料,食品・飲料メーカー（原料含む）,求人なし,東京都大田区大森南5-3-21,1975,代表取締役 池澤 友博,10 百万円,,,,,
2024-08-01,株式会社ボンマックスアパレル,繊維メーカー,求人なし,岩手県陸前高田市竹駒町字細根沢27-1,1967,代表取締役 小林厚仁,40 百万円,,,,,
2024-08-01,株式会社蔵王ミート,食品・飲料メーカー（原料含む）,求人なし,山形県上山市高野147,1974,代表取締役 山口 和志,27 百万円,,,,,
2024-08-01,株式会社バンダイナムコクラフト,玩具メーカー,求人なし,栃木県下都賀郡壬生町おもちゃのまち4-2-20,1994,代表取締役 山崎 正二,100 百万円,,,,,
2024-08-01,冨岡産業株式会社,その他メーカー,求人なし,茨城県日立市大久保町1981,1973,代表取締役 冨岡 光則,10 百万円,,,,,
2024-08-01,岩田機械産業株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,東京都江戸川区中葛西7-9-32,1956,代表取締役 受川 真祐,98 百万円,,,,,
2024-08-01,ＪＮＣファイバーズ株式会社,繊維メーカー,求人なし,滋賀県守山市川田町230,1963,代表取締役 柴田 浩之,844 百万円,,,,,
2024-08-01,株式会社ジョイマーク・デザイン,ファッション・アパレル・アクセサリーメーカー,無,東京都江東区亀戸3-35-6,1976,代表取締役 下山 好誼,44 百万円,,,,,
2024-08-01,株式会社東立製作所,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,埼玉県朝霞市三原2-30-3松川コーポ 1Ｆ,1964,代表取締役 松川 晃代,10 百万円,,,,,
2024-08-01,立山製紙株式会社,製紙・パルプメーカー,求人なし,富山県中新川郡立山町五百石141,1918,代表取締役 杉木 智一,85 百万円,,,,,
2024-08-01,とやまアルペン乳業株式会社,食品・飲料メーカー（原料含む）,求人なし,富山県富山市林崎1223-1,1951,代表取締役 樋口 俊幸,25 百万円,,,,,
2024-08-01,株式会社堀口産業,その他メーカー,求人なし,和歌山県岩出市清水359-2,1989,代表取締役 作倉ハイエン,30 百万円,,,,,
2024-08-01,株式会社ユー,繊維メーカー,求人なし,京都府京都市南区上鳥羽高畠町105-3,1978,代表取締役社長 土屋 義弘,21 百万円,,,,,
2024-08-01,日本綿布株式会社,繊維メーカー,求人なし,岡山県井原市東江原町1076,1920,代表取締役 川井 眞治,20 百万円,,,,,
2024-08-01,アトム株式会社,繊維メーカー,求人なし,広島県竹原市忠海東町4-2-1,1942,代表取締役 平 雄一郎,73 百万円,,,,,
2024-08-01,八幡食品株式会社,食品・飲料メーカー（原料含む）,求人なし,香川県観音寺市出作町959-1,1967,代表取締役 村山 壯徳,50 百万円,,,,,
