更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,上場市場名
2024-08-01,株式会社西武建設運輸,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容： （1）運輸部門…設立時より長年積み重ねてきた経験から、独自のネットワークを生かして、今同社にできる最良のサービスを提供していきます。徹底した温度管理や安全輸送に取組むことはもちろんのこと、顧客のニーズに合わせた荷台（箱）の改良を実施したり、経年劣化による車両の修理で迷惑を掛けないために早めの車両入替を実施し、車両は常に清潔に保っています。また、まとまった荷物を管理の行き届いた自車便で対応できるよう、常に管内トップクラスの車両台数を維持しています。,北海道函館市亀田中野町219-14,1977,,110,70百万円,45.0,https://www.seibukensetsu.com/,
2024-07-01,トクラ運輸株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容： 昭和50年先代（父親）創業、平成元年10月法人成の一般貨物自動車運送業者。土倉社長（46歳）は32歳で2代目社長に就任。運送業界の社会的規制（行政処分）、安全運行管理体制、ドライバー不足・労働時間削減など事業リスクが年々高まっており、異業種参入を検討しコメダ珈琲FC参入。平成30年2月福山駅家町店、平成30年7月東岡山店、平成31年2月倉敷中島店、令和4年11月広島西条店と現在4店舗営業。飲食業未経験者のみのスタートであったが、コメダ珈琲店長経験者1名採用、FC本部支援、土倉社長のバイタリティーで店長育成し業況は順調に推移。,岡山県倉敷市水江1544-1,1989,,45,"2,500百万円",,https://tokura-unyu.com/,
2024-07-01,株式会社丸文,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容：車両輸送、一般貨物輸送、倉庫業■取扱業務：（1）本社部門・自動車営業部（自動車販売、車検整備、板金塗装、保険取扱、石油類販売）…クルマと過ごす毎日のあらゆる手伝いをする総合サービスセンターです。新車、中古車の販売から車検、点検整備や修理、塗装、自動車保険の見直し等プロスタッフに何でも相談できます。フルサービスのガソリンスタンドもあるため、出かける前の点検と給油もスタッフが行います。,岡山県倉敷市連島町連島133-1,1954,,230,50百万円,,https://marubun-car.jp,
2024-08-01,株式会社日之出運輸,道路貨物運送業（宅配便・トラック運送など）,3,"【グループ年商223億／従業員1752名を誇るHINODE＆SONSグループの一員です】■事業内容：一般貨物自動車運送事業、貨物自動車利用運送事業、一般貨物倉庫業■事業の特徴：（1）貸切運輸サービス…全国に張り巡らせた長距離ネットワーク、400台に及ぶ多種多様な自社車両、約2,500社（7,500店舗）の協力運送会社から提供される車両運行情報、そしてそれらを管理する「日の出ナビゲーションシステム」が顧客のあらゆるニーズに応えます。",岡山県岡山市北区大内田822-1,2011,,140,11百万円,,http://www.hinode-unyu.jp/,
2024-06-01,都ユニリース株式会社,倉庫業・梱包業,1,■事業内容： ・ユニフォームの企画、製造、販売、リース、レンタル、管理業務・クリーニング業（一般家庭用、企業用）・カーテン、寝具類、タオル、テーブルクロス、玄関マットの販売、リース、レンタル・手袋、マスク、ユニラックス（抗菌剤）の販売・靴の販売、リース、レンタル、倉庫業,岡山県倉敷市連島町連島142-289,1990,,550,157百万円,,http://www.unilease.co.jp/,
2024-07-01,株式会社キョーワ,倉庫業・梱包業,1,■企業概要： ・物流センターの「施設(ハードウエア)」×「運営(ソフトウエア、ヒューマンウエア)」をキーワードに、物流センター事業を展開しています。・物流アウトソーシング・ニーズに総合物流サービスでお応えいたします。包括的アウトソーシングにより、貴社の物流コストの低減と品質の高い物流サービスの提供を実現し、コア事業への集中を強力にサポートいたします。■事業詳細：・倉庫業・第一種貨物利用運送事業、第二種貨物利用運送事業 ・通関業 ・乾海苔加工業・包装資材の加工及び販売 ・家庭用電気機械器具製造,福岡県柳川市下宮永町568,1965,,504,68百万円,44.5,https://www.kyowa-logis.co.jp/,
2024-08-01,株式会社　元木物流　松戸工場,道路貨物運送業（宅配便・トラック運送など）,1,1. 貨物自動車運送事業2. 貨物運送取扱事業3. 倉庫事業4. 構内作業請負事業【拠点】本社事業所埼玉物流センター茨城営業所大阪営業所滋賀営業所／守山倉庫松戸工場,埼玉県川口市長蔵1-19-1,1968,代表取締役 元木 恵介,125,1000万円,,https://www.motokibutsuryu.co.jp/,
2024-06-01,有限会社神誠商事,倉庫業・梱包業,1,【事業内容】貨物自動車運送事業／貨物運送取扱事業／冷凍冷蔵常温保管事業／全国地方発送事業／首都圏小口共同配送事業／流通加工事業／加工食品梱包事業【免許番号】関自貨２第１０００号指令川保衛食第１９１０１４９号 営業施設番号 ２７１８７指令川保衛食第１８１０２２９号 営業施設番号 １００３５１指令川保衛食第１８１０７３３号 営業施設番号 １０５３０２,埼玉県川口市安行出羽1-4-25（本社）,1991,代表取締役 遠藤 誠,,"2,800万円",,https://www.shinsei-shoji.com/,
2024-08-01,株式会社赤田運輸産業,道路貨物運送業（宅配便・トラック運送など）,1,■企業概要：1961年の創業以来、「誠心誠意」の言葉を大切にしながら、中国・四国エリアに密着した輸送業務を行っています。遠距離輸送から集配送等のニーズに対応し、その特質にマッチした物流システムを提供するため、グローバルな世界と日本全国と中四国エリアを結ぶ物流拠点としてサービスの提供を目指しています。,岡山県笠岡市港町1-14,1961,,40,10百万円,,http://www.akadatransport.co.jp,
2024-07-01,株式会社生興運送,道路貨物運送業（宅配便・トラック運送など）,2,■企業概要：岡山県西部や福山市東部を中心に、工業製品メーカーから食品メーカーなど、特定の業界に特化することなく輸送業務や物流センターの運営などを行っています。会社設立は古く、50年弱の実績から、シーピー化成社、リョービ社、石井表記社、早川ゴム社など、上場や地場大手企業との直接取引で約80社、ほか物流会社との取引で100社超など、しっかりとした顧客基盤のもと、無借金経営で事業運営を行っています。下記の事業運営です。・各種輸送業務・物流センターの運営・物流設計,岡山県井原市木之子町3395,1969,,120,10百万円,48.0,http://www.seikounet.co.jp/,
2024-08-01,大和輸送株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■会社概要・埼玉県行田市に本社を構え、昭和47年1月創業より50年以上運送業務を展開し、様々な業界の大手企業を取引先に持ち安定した経営を続けています。・延床面積で2万2千坪の自社保有倉庫を管理しております。・事業所：行田第一倉庫、行田第二倉庫、羽生支店・羽生第一倉庫、羽生第二倉庫、大宮支店・大宮倉庫、伊奈倉庫、北本倉庫、多治見営業所・多治見倉庫、本社倉庫、栃木営業所、成田営業所、成田営業所、川崎営業所■事業内容・一般区域貨物自動車運送事業 ・自動車運送取扱事業 ・倉庫業 ・荷役取扱業 ・特定旅客自動車運送事業 ・貨物軽自動車運送事業,埼玉県行田市真名板131-2,1981,,320,90百万円,47.0,https://www.daiwayuso.co.jp/index.html,
2024-07-01,ジーエフ株式会社,倉庫業・梱包業,1,■物流倉庫の運営■アパレル商品の企画・生産、検品・検反、出荷納品（アソート）代行業務■国内海外での縫製技術指導■ネット通販物流、商品撮影業務■国際物流,東京本社／東京都港区高輪3-12-8岐阜本社／岐阜県揖斐郡大野町南方54-1,1990,代表取締役社長 児玉 芳彦,,"2,000万円",,https://www.g-f.co.jp/,
2024-07-01,山口興産株式会社,道路貨物運送業（宅配便・トラック運送など）,1,【事業内容】北海道帯広市に本社を構え、運送業・土木業を運営しています。,北海道帯広市西二条南32-19,,,,,,なし,
