更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,上場市場名
2024-07-01,高南運送事業協同組合,倉庫業・梱包業,2,キリンビバレッジ(株)湘南工場内構内での荷役作業,神奈川県高座郡寒川町倉見1620,1970,代表理事 大角 由美子,76,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010785903/: 'NoneType' object has no attribute 'get',
2024-06-01,有限会社山海興産,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容： ・運送事業部…ダンプトラック各種チャーター、産廃残土収集運搬処理、重機作業、回送業（重機・資材 等）・工事部…土木工事一式、コンクリート構造物の補修・補強、橋梁補修・補強工事、トンネル補修工事、耐震補強工事、外壁改修・塗装工事,愛媛県松山市桑原1-7-32,1973,,50,30百万円,,https://yamanami-kousan.com/,
2024-05-01,三栄急送株式会社,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容： 野菜、果物を中心に全国各地へ輸送しております。トラックのほか大型ダンプ、ホイールローダー等の車両を所有しており、砕石、砂等の運搬も行っております。,青森県黒石市大字浅瀬石字稲村34-5,2008,,48,8百万円,,なし,
2024-08-01,株式会社スコア・ジャパン,航空運輸業,4,"■事業内容：国際宅配便事業／航空運送代理店業／通関業／保税業務■会社の特色：スコア・ジャパンは、中国、香港、台湾、韓国、ベトナムへのドアtoドアの国際宅配便業をメインとしている会社です。IATA（国際航空運送協会）とWCA（WORLD CARGO ALLIANCE※世界187ヶ国 6,000社が加盟をしている世界で一番大きいフォワーダーネットワーク）にも加盟しておりフォワーダーとしても欧米やインドや他ASEANをはじめ全世界で事業展開をしております。",東京都江東区亀戸1-1-13,1998,,600,50百万円,38.0,http://www.scorejp.com/,
2024-06-01,株式会社マルノウチ,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容： 『工場で生産されたばかりの新車を安全に確実にお届けする。』を使命とし、国内８拠点（関東、中部、関西、東北）にてトランスポートサービス事業を展開。車両数１４５両ドライバー２２０余名、自走及び構内作業員１４０余名を擁する業界でもトップクラスの規模を誇ります。,東京都千代田区麹町4-5,1984,,410,30百万円,48.0,https://www.marunouchi-corp.co.jp/,
2024-08-01,東洋海運通商株式会社,海運業,1,■東洋海運通商の”船舶総代理店業務”中国・韓国・ロシア・ベトナム・マレーシア・台湾等、海外の船主から代理依頼を受けると、入港に必要な書類を揃え、官庁関係の申請書類を作成し、現地代理店経由で入港手続きを行います。毎朝、本船の動静を船主・船長と確認し、現地代理店へ報告し、入港先の岸壁状況を確認して船社へフィードバックします。本船の入港前日までに接岸計画及び入港注意点等を船主・船長に通知し、入港後にも荷役の進捗確認や船員のサポート等も行います。,東京都中央区日本橋茅場町2-13-11サンアイ茅場町ビル8F,1997,,31,96百万円,43.0,https://emc-tokyo.com/,
2024-08-01,有限会社SANYO Logistics,道路貨物運送業（宅配便・トラック運送など）,1,■一般貨物自動車運送事業■輸出入貨物事業＜加盟団体＞一般社団法人 東京都トラック協会東京都中央卸市場輸送協会港陸運事業協同組合公益社団法人 麻布法人会JIFFAFIATANVOCC CLUBFMCIATATIACAJAFA,東京都港区南麻布5-1-10,1958,代表取締役社長 藤井 将,80,5000万円,,https://www.sanyologi.com/,
2024-08-01,株式会社豊アルミ工業,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容：アルミ・非鉄金属の回収・買取・加工販売,愛知県愛西市石田町村前17,2014,,12,1百万円,,https://www.yutaka-alumi-kogyo.com/,
2024-08-01,ファースト物流株式会社,倉庫業・梱包業,2,■企業概要：当社は、主に食品を中心に3PLサービスを手掛けている物流会社です。物流以外に、ファブレスメーカーとして独自の食品の商品開発と効果的な販売戦略を展開。農産事業として、鈴かぼちゃを中心に、日本全国の優れた農家から厳選された新鮮なこだわり野菜をお客様に提供しています。その地域独自の風味や美味しさをお楽しみいただきながら、新鮮で栄養価の高い野菜を提供できるように心掛けております。■事業内容： ・食品卸業・農業支援業務・倉庫業・引越作業、梱包作業請負業・物流調査、企画、立案、設計・貨物運送取扱事業・前各号に附帯する一切の業務,東京都足立区入谷5-15-20,1990,,29,10百万円,,https://www.first-log.net/index.html,
2024-07-01,上野輸送株式会社,道路貨物運送業（宅配便・トラック運送など）,3,安心・安全な陸上輸送を通じて、ライフラインを支えています。上野輸送株式会社は、全国24カ所の自社事業所、約90社の協力会社ネットワークで、多種多様な製品をお客様のニーズに応じて配送しています。配送網が全国に張り巡らされ、隣接する事業所間の応援配送等、突発的に発生する需要にも即座に対応できる体制を整えています。さらに、災害などの非常時にも対応可能なBCP体制を構築し、常に安心・安全な陸上輸送を提供します。,神奈川県川崎市川崎区小島町6-3,1981,,909,100百万円,,https://www.uyeno-group.co.jp/group/higashinihon/index.html,プライム市場
2024-07-01,株式会社サンクス,倉庫業・梱包業,7,■企業概要：同社は『サン インテルネット株式会社』から２００９年に独立し設立されて以来、神奈川県を中心に多くの物流倉庫の業務請負・スタッフ管理を行ってきました。2018年10月には都内初進出となる立川センターを開設。２０２０年には埼玉県新座市に大型物流センターの開設が決定しており、神奈川県中心の企業から新たなステージへと成長を始めています。グループ企業理念でもある『価値あるサービスを提供し、社会への貢献と社員の幸福を実現する』を基本に据え、今後も入庫・ピッキング・検品・流通加工・出庫作業など一連の物流業務を通じてムリ・ムラ・ムダを省き、高品質なサービスを提供します。,神奈川県横浜市西区みなとみらい2-3-5クイーンズタワーC10F,,,947,50百万円,,http://www.sunx-web.jp/,
2024-07-01,有限会社高村事業所,道路貨物運送業（宅配便・トラック運送など）,1,仮設機械・建設資材の運搬及びその他すべての貨物輸送,愛知県 小牧市 舟津877-1,1962,代表取締役 渡辺 勝弘,,300万円,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010642912/: 'NoneType' object has no attribute 'get',
2024-06-01,株式会社コスモスバス,道路旅客運送業,1,■事業内容：当社は設立から25年以上、船橋市・印西市周辺で貸切バスを運行している会社です。スクールバスや企業送迎、遠足・遠征の送迎を中心に、観光バスによるバスツアーも承っています。保有台数は千葉県内有数、車種（マイクロバス、中型・大型、リフト付き福祉車両など）も豊富に用意しています。,千葉県船橋市小室町3006,1997,,50,70百万円,49.0,http://www.kosumosu-bus.co.jp,
2024-08-01,株式会社みさきタクシー,その他,求人なし,,千葉県船橋市二和東6-29-29,1968,代表取締役 李 朗,,4 百万円,,"Failed to retrieve page, status code: 410",
2024-07-01,三和交通株式会社,道路旅客運送業,3,■事業内容：・一般乗用旅客自動車運送事業（タクシー）・一般貸切旅客自動車運送事業（貸切バス）・一般乗合旅客自動車運送事業（乗合バス）・訪問介護事業、居宅介護事業・運転管理請負業 他,宮崎県西都市御舟町1-83,1960,,200,30百万円,,http://www.30-gr.co.jp/,
2024-07-01,有限会社福岡陸送,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：・当社は、福岡・佐賀を中心とした自動車陸送のプロ集団。福岡、佐賀はもとより、全国で25年間にわたり新車・中古車の陸送をおこなってきました。新車・中古車をキャリアカーで陸送することが主な業務内容です。現在では、福岡・佐賀管内を自社輸送範囲としています。,福岡県糸島市末永422-1,2000,,17,5百万円,,https://fukuokarikusou.com,
2024-08-01,有限会社柳川観光バス,道路旅客運送業,求人なし,,福岡県柳川市東蒲池189-10,2001,代表取締役 近藤 勉,,3 百万円,,"Failed to retrieve page, status code: 410",
2024-07-01,株式会社宝生倉庫,倉庫業・梱包業,1,■事業内容： 食品工場の衛生管理食品工場特殊清掃、自動車部品工場排気ダクト清掃、消費電力削減室外機洗浄精米機械メンテナンス,福岡県筑後市西牟田6105,,,,,,https://kanegae.net/group/,
2024-07-01,株式会社シーエル,道路貨物運送業（宅配便・トラック運送など）,4,■事業内容：・一般区域貨物自動車運送事業・自動車運送取扱事業・物流センターの管理運営・物流事業情報の収集処理事業・物流システムの研究開発,福岡県福岡市博多区金の隈3-14-3,1997,,,40百万円,,http://www.cl-gp.co.jp/,
2024-07-01,羽田交通株式会社,道路旅客運送業,1,★14年連続業界No.1※の日本交通グループ★一般乗用旅客自動車運送事業※2023年 日経MJ調べ「第41回サービス業調査 ハイヤー・タクシー部門」,東京都大田区京浜島2-15-9,2003,代表取締役 武川 武志,200,1000万円,,https://haneda-kotsu.co.jp/,
2024-07-01,トキワ株式会社,倉庫業・梱包業,1,■検針・検品■シュリンク包装・加工■包装加工・作業■物流加工■化粧品包装,埼玉県八潮市木曽根1227-1,2003,代表者 那須野 智子,,1000万円,,http://www.tokiwa-k.com/outline/index.html,
2024-08-01,鶴丸総合サービス株式会社,海運業,1,■事業内容：クレーン業,福岡県北九州市若松区本町1-4-21,,,,,,なし,
2024-08-01,株式会社ヨコタエンタープライズ,道路貨物運送業（宅配便・トラック運送など）,99+,■事業内容■ヨコタエンタープライズは、「製造アウトソーシング事業」「物流事業」「ITエンジニアリング事業」の３つの柱で、サプライチェーンのあらゆる課題を解決できる企業を目指しています。・情報システム、ITネットワーク、組込・制御、各種システム開発・SI業務におけるシステム開発・機械設計、生産技術、生産設備保全・製造業、物流業のアウトソーシング事業・労働者派遣事業 (派)23-301875・有料職業紹介事業 23-ユ-301529・一般貨物自動車運送事業経営許可 中運自貨677号（平成17年9月29日許可取得）,愛知県名古屋市西区山木1-165ヨコタビル・リアル,1996,,900,47百万円,32.0,http://yokota-ent.com/,
2024-06-01,水島港国際物流センター株式会社,倉庫業・梱包業,1,■業務内容：（1）港湾施設の管理・運営 ・玉島ハーバーアイランド６号埠頭 国際コンテナターミナル ・玉島ハーバーアイランド４号埠頭 内貿ユニットロードターミナル ・玉島ハーバーアイランド７号埠頭 国際バルクターミナル ・塩生埠頭 国際バルクターミナル（2）倉庫、上屋、荷捌場、事務所、会議室等の賃貸及び管理・運営（3）水島港の利用促進に関する事業,岡山県倉敷市玉島乙島字新湊8262-1,2001,,10,792百万円,49.0,https://www.mizushima-faz.co.jp,
2024-07-01,MK西日本グループ合同募集（大阪エムケイ株式会社、関空エムケイ株式会社、神戸エムケイ株式会社、福岡エムケイ株式会社）,道路旅客運送業,1,＜各社共通＞ハイヤー、観光事業＜MK西日本グループ＞・大阪エムケイ株式会社・関空エムケイ株式会社・神戸エムケイ株式会社（グループ本部）・福岡エムケイ株式会社,兵庫県神戸市中央区港島8-11-2（神戸エムケイ本社 ※他3社の所在地は「勤務地欄」に記載）,,代表取締役社長 青木 義明 ＜各社共通＞,525,,,https://www.mk-group.co.jp/,
2024-07-01,株式会社ダイドウトランスプラネット,海運業,4,■事業内容： 港湾運送業、通関業、倉庫業、貨物自動車運送業、国際複合輸送業、貨物利用運送業,神奈川県横浜市中区本町2-14大同生命横浜ビル5F,1948,,90,100百万円,45.7,https://www.daido-trp.co.jp/,
2024-07-01,株式会社エヌ・ティ・ティ・ロジスコサービス,倉庫業・梱包業,5,■事業内容：・物流センタの管理運営・荷役作業請負・貨物運送取扱事業（関自取第37号）・その他前各号に付帯又は関連する一切の業務,東京都中央区日本橋2-1-3アーバンネット日本橋二丁目ビル4F,2000,,2275,50百万円,,https://www.nttlogisco.com/ls/,
2024-07-01,飛島コンテナ埠頭株式会社,倉庫業・梱包業,1,■事業内容： 1. コンテナ埠頭に係わる管理及び運営2. コンテナ埠頭に係わる施設の建設・改良及び管理・賃貸3. 荷役用運搬機器類の管理及び賃貸,愛知県海部郡飛島村東浜3-1-4,2003,,48,495百万円,,https://www.tcb-terminal.co.jp/,
2024-08-01,株式会社ワイエム交通,道路旅客運送業,2,■企業概要：当社は業界大手の日本交通グループに所属しています。13年連続業界売上トップクラスを記録している日本最大規模の基盤を活かして、通常のタクシーサービスだけでなく観光・介護・子育ての分野に特化した「エキスパートドライバーサービス」や、LINEやAKB48とのコラボレーション、大塚製薬の「ポカリスウェット」やファミリーマートとの連携など有名メディア・大物芸能人・大手有名企業と一緒に活躍することができます。会長川鍋を筆頭にこれからもサービス業界の先陣を切っていきます。,東京都江東区新木場1-6-11,2004,,150,40百万円,,https://ym-kotsu.co.jp/,
2024-07-01,有限会社ＪＴＣ,海運業,1,■事業内容：海外一貫輸送、港湾輸送、商用車駐車場、輸出荷役、保管倉庫等のコーディネート及び車両・フォークリフト・建設機械販売■同社について：全大陸・全世界の輸出入の取扱いが可能です。京浜港を起点とし、車種を問わず幅広く対応が可能です。また、商業車を中心とした優良車両の買取・販売や海上コンテナ用シャーシを中心とした駐車場の賃貸管理も行っております。,神奈川県横浜市中区かもめ町13,2004,,4,10百万円,,なし,
2024-08-01,株式会社昭友,倉庫業・梱包業,2,油槽所における石油類の保管及び構内作業並びに受注配船・配車等の入出荷業務,東京都世田谷区玉堤1-6-2,1971,代表取締役社長 中村 圭介,20,"1,000万円",,http://www.sho-yu.jp/,
2024-07-01,株式会社タカナワ,道路貨物運送業（宅配便・トラック運送など）,1,■企業概要： ”輸出入から国際物流までトータルでコーディネイト”弊社は、人と人、地域と地域を結ぶ輸送業者のプロとして、流通に関する問題点・課題などを共に解決できるようなサービスを提案します。■事業詳細：・輸送業務・輸出業務・輸入業務・国際物流業務・倉庫業務 など,福岡県北九州市門司区新門司北2-5-8,1993,,70,30百万円,,https://takanawa-tsl.com/,
2024-06-01,株式会社ニチレイロジグループ本社,道路貨物運送業（宅配便・トラック運送など）,1,ニチレイロジグループは、冷凍・冷蔵に特化した食品物流事業を展開し、国内最大の低温物流ネットワークを構築しています。保管事業（DC）・ネットワーク事業（TC・輸配送・物流コンサルティングである3PL）・海外事業（欧州・ASEAN・中国）を核として事業を行っており、日本のみならず世界の「食」を支えつづけています。,東京都千代田区神田三崎町3-3-23,2005,,4659,"20,000百万円",41.0,https://www.nichirei-logi.co.jp,
2024-07-01,エフシースタンダードロジックス株式会社,海運業,13,■事業内容：一般貨物自動車運送事業／貨物軽自動車運送事業／貨物運送取扱事業／鉄道、船舶および航空機による国際間複合輸送業務／物流情報の収集、処理ならびに販売に関する業務／輸出入手続の事務代行業／損害保険代理店業／通関業／前各号に附帯する一切の業務,大阪府大阪市中央区久太郎町2-4-11クラボウ・アネックスビル14F,2006,,175,50百万円,40.0,http://www.fcstandard.com/index.html,
2024-07-01,中部国際空港旅客サービス株式会社,航空運輸業,1,【中部国際空港「セントレア」で多様なサービスを提供】■ロビー売店・免税店などでの販売■案内カウンターやラウンジでの各種ご案内■損害保険代理業■外貨両替業 など＜グループ会社＞・中部国際空港株式会社・中部国際空港テクニカルコネクト株式会社・中部国際空港エネルギー供給株式会社,愛知県常滑市セントレア一丁目1番地 第2セントレアビル3階,2003,代表取締役社長 鈴木 健一,500,5000万円（中部国際空港株式会社 100％出資）,35.4,https://www.centrair.jp/corporate/recruit/pax/,
2024-07-01,株式会社ＳＥＡＬＳ,海運業,3,■事業内容国外への生産設備移転のコンサルティング業務国外への生産設備移転に付随する貿易・国際物流・エンジニアリングサービスの提供国際複合一貫輸送業務精密機械・工作機械・産業機械を中心とした貿易業務精密機械・工作機械・産業機械を中心としたサードパーティロジスティクス事業損害保険代理店業,神奈川県横浜市中区山下町23日土地山下ビル14階,2006,,79,99百万円,,https://seals-japan.co.jp/,
2024-08-01,ボックスチャーター株式会社,道路貨物運送業（宅配便・トラック運送など）,2,■会社概要について： 当社は、ヤマトホールディングスを含む大手運送会社16社の共同出資によって設立された会社です。メイン商品である「JITBOXチャーター便」の販売を軸に、フランチャイズシステムによるコンサルティング事業を行っています。,東京都千代田区岩本町2-1-15吉安神田ビル 2F,2002,,19,230百万円,41.5,http://www.jitbox.co.jp/,
2024-07-01,株式会社斉藤商事,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容：東京都、埼玉県を拠点とした大手コンビニの物流専門事業です。食料品の配送を主とし、コンビニエンスストアへの店舗配送を始めとして、各得意先様・センター間の配送及び店舗への納品業務等に携わっております。現在では、東京都・埼玉県の3拠点を中心に関東一円をエリアとした配送網を築き、荷主様のニーズに応えるべく、サービス体制を強化し業務を進めております。また、斉藤商事はトラック運送事業者の交通安全対策などへの事業所単位での取組みを評価し、一定の基準をクリアした事業所に与えられるGマークの取得事業所です。,埼玉県所沢市東所沢和田2-32-5,1978,,198,10百万円,,http://www.saito-shouji.co.jp/,
2024-06-01,株式会社コンシェルジュ,道路貨物運送業（宅配便・トラック運送など）,1,■生協関連の宅配・営業■一般貨物自動車運送業■物流センターの運営および管理の受託業務■店舗業務の受託■スーパーの店舗運営 ほか,大阪府和泉市テクノステージ2-1-10 大阪いずみ市民生協内,2004,代表取締役社長 相根 明広,2429,5045万円,30.0,http://www.co-concie.com/,
2024-06-01,株式会社クルーズ,道路貨物運送業（宅配便・トラック運送など）,3,■事業内容： クルーズは、青果流通のアースサイドグループに関連した青果専門の物流会社です。今までの青果物の流通過程において、『物流』とは単に荷物を運ぶだけの役割でした。しかし近年では、社会構造が急激に変化し、より複雑で高度化したバリューチェーンに対応する『総合物流機能』が求められています。私たちは青果物流を単に運ぶだけではなく、配送・保管・流通加工の機能を連動させ、これからの物流ニーズに対応できる次世代型物流システムの構築に挑戦します。クルーズの総合物流サービスは青果流通の中核である卸売市場や仲卸などの配送業務を中心に展開しています。,京都府京都市下京区中堂寺粟田町90KRP8号館,2002,,,20百万円,,http://www.cruise.co.jp/index.html,
2024-08-01,CJ Logistics Japan株式会社,航空運輸業,6,■事業内容： ・海上フォワーディング事務・航空フォワーディング事務,東京都港区西新橋2-7-4CJビル9F,2006,,41,490百万円,,なし,
2024-06-01,株式会社ゼクスト,道路貨物運送業（宅配便・トラック運送など）,1,■一般貨物自動車運送事業,神奈川県横浜市中区長者町8-135-303,2007,代表取締役 乙守 正樹,40,1800万円,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010440442/: 'NoneType' object has no attribute 'get',
2024-08-01,東洋交通株式会社,道路旅客運送業,2,■一般乗用旅客自動車運送事業,本社／東京都北区浮間5-4-51,1953,代表取締役社長 川鍋 一朗,630,1000万円,,https://www.toyo-kotsu.jp/,
2024-07-01,ＮＣＡＪａｐａｎ株式会社,航空運輸業,2,当社NCA Japanは、 NCA【日本貨物航空(株)】の100％出資会社として2006年に設立されました。【事業内容】■国内及び国際航空貨物・郵便等の取扱い事業 ◇貨物搭降載のプラン作成 ◇貨物に関わる各種書類の確認 ◇税関関連業務 ◇国際郵便業務 ◇上屋内スペース管理業務 ◇貨物の予約業務 ◇日本発貨物スペース販売業務■模擬飛行訓練装置の保守・管理事業◇模擬飛行訓練装置の機材・装備の保守整備作業◇機材部品管理◇認定維持作業,千葉県成田市成田国際空港内南部第3・4貨物ビル事務棟202号室,2006,,211,99百万円,33.0,https://www.ncajapan.co.jp/,
2024-08-01,株式会社明伸,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容：弊社は一般貨物と比べより精緻な技術や細やかな気遣いを求められる精密機械の輸送を主軸としながら、輸送のみならず設置までを一貫して受注することが強みです。おかげさまで多くのお客様より信頼いただき、今日まで成長をしてまいりました。,茨城県水戸市元石川町853,1995,,56,10百万円,52.0,https://meishin-inc.com/,
2024-07-01,株式会社Ｚ,道路旅客運送業,1,一般乗用旅客輸送事業(ハイヤー)グループ合計1108台※2024年6月現在★アルファードやハイエースグランドキャビン、メルセデスベンツなど全車ハイグレードで多彩な車両を取り揃え、お客様の多様なニーズにお応えしています。＜営業許可＞国土交通省 関自旅二第3244号一般乗用旅客自動車運送業,東京都中央区銀座8-3-10 トミタビル4F,2021,代表取締役 鈴木 嘉規,300,950万円,,https://www.z-lp-recruit.jp/,
2024-07-01,大東京自動車株式会社,道路旅客運送業,1,■一般乗用旅客自動車運送事業（ハイヤー・タクシー）■不動産賃貸および管理業,東京都世田谷区用賀2-27-1,1950,代表取締役 内山 尚幸,202,"1,000万円",,http://www.daitokyocars.jp/,
2024-07-01,株式会社カナメ・ホールディングス,航空運輸業,2,社長からのメッセージ① KANAMEホールディングスのビジョン1974年に物流業での創業より今年で50周年を迎えさせていただきました。食品の原料輸入、製造、販売、物流を一貫してグループで行う事により、皆様の食卓へ、安心・安全な商品をローコストでお届けする事でこれまで50年間ご愛顧いただいて参りました。カナメホールディングスグループはこれから製造部門は水産、惣菜製造の更なる進化、効率化、新たな商品開発を目指し、商社部門は今後多岐に渡るであろう様々な販売チャネルに対応し、また物流は全国展開の物流会社を目指し、人材部門においては来る国際化への対応をグループ内外で行って参ります。,京都府京都市南区上鳥羽金仏町17,2007,,972,77百万円,,https://kaname-holdings.co.jp/company/,
2024-08-01,株式会社山紀,道路貨物運送業（宅配便・トラック運送など）,3,■事業概要：一般貨物自動車運送業、自動車運送取扱事業、産業廃棄物収集運搬業、倉庫業（関交物第6382号）,神奈川県相模原市中央区上溝43,1988,,477,40百万円,,http://www.sanki-exp.jp/,
2024-08-01,ＬＸ　ＰＡＮＴＯＳ　ＪＡＰＡＮ株式会社,海運業,1,■事業内容について：・海運輸送、航空輸送、陸上・鉄道輸送、倉庫、通関,東京都千代田区大手町1-7-2東京サンケイビル,2002,,69,50百万円,,http://www.pantos.com/en/main.do?lang=en,
2024-06-01,アチハ株式会社,道路貨物運送業（宅配便・トラック運送など）,2,1923年創業、飛行機、鉄道、ロケットの部品や風車など“超大重量物”の輸送・建設のプロフェッショナルとして100年以上の歴史を誇ります。,大阪府大阪市住之江区南港中1-1-67,2000,,167,93百万円,40.5,http://www.achiha.co.jp/,
2024-07-01,コクヨサプライロジスティクス株式会社,倉庫業・梱包業,3,■事業内容： コクヨサプライロジスティクスは、コクヨグループのステーショナリー・通販事業における物流機能を担うとともに、培ったノウハウをグループ外のお客様にもソリューションとしてご提供させていただきます。・ステーショナリー物流事業におけるコクヨグループ内外のロジスティクス業務全般（物流システムメンテナンス・受注・在庫管理・運用管理・保管・荷役・物流加工）・ロジスティクスシステム構築の企画・提案■強み：商品の調達から販売までの物流を、国内外をまたぐ物流ネットワークで実現。また、コクヨグループならではの物流企画力で、様々なニーズにお応えします。,大阪府大阪市東成区大今里南6-1-1コクヨ本社ビル5F,2007,,225,100百万円,,https://www.kokuyo-supplylogistics.com/,
2024-08-01,有限会社Ｉ・Ｋ・Ｕ,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容：一般貨物自動車運送事業,宮城県仙台市若林区古城1-2-1-207,2003,,12,7百万円,,http://www.iku-sendai.co.jp/,
2024-07-01,株式会社ＪＲ東日本グリーンパートナーズ,倉庫業・梱包業,2,■制服管理事業（JR東日本社員の制服を倉庫で保管、在庫管理、配送・回収）■印刷サービス事業（JR東日本の事業所向けに名刺や氏名札の印刷、特殊加工、封入・梱包）■植栽管理事業（駅構内の植栽施設の維持管理）■メールセンター事業（JR東日本本社ビル内の事業用品の仕分け、発送）,埼玉県戸田市新曽847-5,2008,代表取締役 安彦 仁,98,1億円,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010691017/: 'NoneType' object has no attribute 'get',
2024-08-01,羽田空港サービス株式会社,その他,無,航空事業に対する地上支援業・派遣業／航空手荷物取扱業務（国際線カウンター内）／貨物搬送業務／手荷物仕分搬送業務（国内線・国際線）／国際貨物インサイド業務／空港関係会社派遣（ACX、OCS、ANAMSなど）／機内サービス品準備業務（国内線・国際線）／機内販売品セッティング業務（国際線）／給油業務（制限区域内）／送迎バス業務／食品運搬業務／旅客搭乗手続業務＜許可＞労働者派遣業 (派)13-302282 2024年5月doda掲載求人より引用,東京都大田区平和島6-1-1ＴＲＣアネックス 4Ｆ,2006,代表取締役 丸尾 紘治郎,,30 百万円,,"Failed to retrieve page, status code: 410",
2024-07-01,国際自動車株式会社,道路旅客運送業,1,◆旅客運輸事業（タクシー事業、ハイヤー事業、貸切バス事業、路線バス事業、シャトルバス事業）◆整備事業◆自動車管理請負事業◆自動車用品製造販売事業,東京都港区赤坂2-8-6 km赤坂ビル,1920,代表取締役会長 西川 洋志,,1億円,,https://www.km-group.co.jp/,
2024-07-01,ケリーロジスティクスジャパン株式会社,海運業,1,■事業内容：自社独自の集荷・配送、通関業務、経営、カスタマーサービスを行っております。,東京都品川区東品川2-2-4天王洲ファーストタワー24F,2011,,100,100百万円,,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社TMF,道路貨物運送業（宅配便・トラック運送など）,4,"■概要：同社は「モノ」の移動にまつわる幅広いサービスを提供し、2006年の設立以来多くのお客様から厚い信頼を寄せられています。福岡県と愛知県名古屋市に拠点をかまえ、幅広い地域・業種のお客様から年間2,500件を超えるご依頼をいただいております。",福岡県福岡市東区松島6-13-6,2006,,44,10百万円,,https://www.tmfactory.co.jp/,
2024-07-01,Ｒａｋｕｔｅｎ　Ｄｉｒｅｃｔ　Ｌｏｇｉｓｔｉｃｓ株式会社,道路貨物運送業（宅配便・トラック運送など）,8,■事業内容： 当社は、健康食品・医薬品などの通信販売サイト「楽天24」を運営している楽天グループ株式会社の100%連結子会社です。,東京都世田谷区玉川1-14-1,2009,,90,10百万円,47.0,なし,
2024-08-01,レント総合サービス株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■レンタル用産業機械、建設機械等の配送■車両陸送※一般区域貨物自動車運送事業 登録番号 第3750号,静岡県藤枝市横内849-1,1973,代表取締役社長 池ヶ谷 俊光,87,1000万円,,https://www.rent.co.jp/rent_sogos/,
2024-06-01,立正オートサービス株式会社,道路貨物運送業（宅配便・トラック運送など）,2,■事業内容： 自動車分解整備業（認証―大第9544号・指定―近指大第1526B号） 台替架装事業 自動車、自動車部品及びゴム製品販売の事業 損害保険代理店（三井住友海上保険他）EVANSウォーターレスクーラント 日本総販売代理店,大阪府堺市西区石津西町94-10,2002,,,10百万円,,http://risyo-as.co.jp/,
2024-08-01,株式会社エージーエル,道路貨物運送業（宅配便・トラック運送など）,4,■事業内容：海上輸送を中心に最先端のＩCＴ（情報通信技術）を駆使して、海外工場から日本の店頭までのスケジュールやコストを全体最適化する4PLを提供しています。4PLとは3PLをさらに高度化させたもので、自社の豊富な経験ノウハウから複数の物流手法を効果的に組み合わせ、ICTなどの高度な情報システムを活用し物流ソリューションパッケージを提案したり、総合コンサルテーション業務を請け負う形態です。同社は自社のアセット（資産）にとらわれることなく、様々な物流手法やパートナー企業の組み合わせにより、荷主企業にとって最もメリットのあるロジスティクスを構築します。,東京都港区元赤坂1-2-7赤坂Kタワー24F,2009,,8,10百万円,51.0,http://www.aglc.co.jp,
2024-07-01,アルピコホールディングス株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容：アルピコグループは、信州の交通、観光・レジャー、流通を中心に事業展開する生活関連企業グループです。■アルピコグループについて(1)運輸事業(2)流通事業(3)レジャー・サービス事業(4)不動産事業(5)その他サービス事業,長野県松本市井川城2-1-1,2008,,37,322百万円,48.0,http://www.alpico.co.jp/company/,
2024-07-01,株式会社インフォゲート,道路貨物運送業（宅配便・トラック運送など）,1,■事業内容一般貨物自動車運送事業、倉庫保管荷役事業福祉用具のレンタル・卸事業、オフィス家具やフィットネス機器の搬入・施工事業製品メンテナンス事業（メーカー・販社のアフターサービス事業）海外製オフィス家具の正規代理店として、コンシューマーサービス事業、オフィス家具販売事業,埼玉県さいたま市大宮区吉敷町1-109-6,2003,,203,100百万円,,http://igk.co.jp/,
2024-07-01,株式会社京浜トレーディング,道路貨物運送業（宅配便・トラック運送など）,1,■一般貨物自動車運送事業 ■第一種利用運送事業 ■倉庫業 ■通関業,神奈川県横浜市神奈川区新町２番地１０,,代表取締役 菊地 文明,110,"10,000千円",,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010766955/: 'NoneType' object has no attribute 'get',
