更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者
2024-07-01,株式会社第一リアルティ,不動産仲介,1,■企業概要：地元広島で50年もの実績を誇る総合不動産サービス企業、「みどりホールディングス」の一員の企業です。「みどりグループ」はグループ企業19社で構成されており、60年もの実績を誇るビル・マンション・公営住宅などの建物管理を中心に、介護、病院給食・院内レストラン、商業施設運営などを行っています。,広島県広島市中区大手町5-3-12,1984,,,10百万円,http://www.midori-gr.com/realty/index.html,
2024-07-01,エル建築企画株式会社,住宅設備・建材,1,■住宅用、太陽発電システムの販売、施工、管理■産業用、太陽発電システムの販売、施工、管理■アパートオーナー様向け、太陽発電システムの販売、施工、管理■総合建築工事業（新築、増改築、大型修繕等）■住宅リフォーム事業（屋根、外壁、バス、キッチン、トイレ、内装、エクステリア等）,【東京本店】東京都荒川区東日暮里5-26-1 大進第3ビル1Ｆ【神奈川本店】神奈川県川崎市高津区上作延533‐1‐1F【静岡本店】静岡県御殿場市萩原73‐1 YAGOビル1F,2015,,,,http://www.lkk-t.com/index.html,代表取締役 中村 烈
2024-07-01,株式会社小林組,サブコン,1,■事業内容： 鳶工事業 土木工事業 鋼構造物工事業 防水工事業（大阪を拠点に全国規模で事業を運営）,大阪府大阪市住之江区安立1-6-12,1997,31.5,8,10百万円,https://kobayashigumi01.com/,
2024-07-01,株式会社ケンエイテック,サブコン,1,■外壁改修、建築塗装、防水、その他リフォーム工事全般,大阪府大阪市平野区流町3-8-21,2006,,5,,https://kenei-tech.com/,代表取締役 佐藤 賢一
2024-06-01,株式会社オオサワ創研,内装・インテリア・リフォーム,2,広島県呉エリアリフォーム施工実績NO.1／今後5年以内に障がい者施設など15施設に拡大予定■事業内容住宅リフォーム（自然素材リフォーム・キッチン・お風呂・トイレ・内装・エクステリア）／外壁塗装／新築戸建て／不動産事業（不動産売買・不動産管理）■概要左官職人出身の大澤社長のもと、呉市など地域の職人さんと連携し変わらぬ高いクオリティのリフォームを行っています。弊社がリフォームを行った物件を見たり、口コミを聞いて来客される方もいらっしゃいます。,広島県呉市広文化町6-4,2008,41.1,26,3百万円,https://www.sooken.com/,
2024-08-01,株式会社クレディフォルム,不動産仲介,1,■不動産の売買・賃貸の仲介業務■不動産の管理・鑑定・査定・買取業務■内装リフォームの企画・提案業務■損害保険の斡旋業務 他,東京都中央区銀座6-12-15 いちご銀座612ビル4F,1996,,10,800万円,https://www.creditforme.co.jp/,代表取締役 井波 敬太
2024-08-01,株式会社マルギン,サブコン,1,■事業内容：櫻井の完全子会社です。櫻井の下請けという位置づけで、修繕を主とした塗装工事・内装工事業を展開しています。同社単独での営業実態はなく、櫻井の一部門を担っています。※仕事の規模により、櫻井で行うのか、同社で行うのかを決定しています（小規模を同社で担う）。,神奈川県横浜市港南区野庭町361-3,2006,,4,6百万円,なし,
2024-07-01,東海インプルＳＥ株式会社,設備管理・メンテナンス,1,■事業内容： 同社は関連会社に建築専門会社があり、建築の基本を押さえた視点から、対象となる建物を総合的に診断しつつ、安城市、刈谷市、知立市を中心に「住まい」「店舗」「事務所」「工場」などのリフォーム、修繕、改修等、最適な改修・修繕のご提案を行う事が可能です。また、多くの実積を元に、プランニングから図面作成、仕様選定、施工など、幅広いご要望にワンストップで対応させていただきます。1.建築物全般の増改築2.建築物全般のリフォーム3.建築物全般のメンテナンス4.外溝、エクステリアの設計・施工,愛知県安城市緑町1-25-1,2006,40.0,10,80百万円,https://www.tokai-se.com/,
2024-07-01,株式会社プレディアンス,不動産仲介,4,■事業内容・不動産分譲事業・不動産流通事業・不動産リノベーション事業,東京都渋谷区恵比寿1-24-4ASK Bld.5F,2012,27.8,20,9百万円,https://www.prediance.co.jp/,
2024-08-01,株式会社ダイスネクスト,建設コンサルタント,6,■事業内容1.BIM・CIMソフトによる建築工事の設計・施工・維持管理に係る各種図面の作成業務2.不動産販売広告等印刷物・デジタルコンテンツの企画、デザイン及び制作業務3.BIM・CIMソフトの導入支援及び操作技術の教育事業4.BIM・CIM運用マニュアルの策定及び教材制作等のコンサルティング業務5.BIM・CIM技術に係る教育動画コンテンツの制作、販売及びインターネット配信6.BIM・CIM用部品の構築及び維持管理業務7.BIM・CIM分野に関わる人財育成業務,東京都渋谷区千駄ヶ谷5-14-7,1996,35.0,134,40百万円,http://www.saikoro.co.jp/index.html,
2024-08-01,株式会社ＡｌｂａＬｉｎｋ,不動産仲介,7,■事業内容： 不動産買取業：当社では、様々な条件で売却をご検討されている不動産物件全般を、取り扱っております。どんな物件でもスピード買い取りするのがAlbaLinkの強みです。好条件での買取はもちろん、お客様のニーズに合わせた、最適な買取プランをご提案しております。,東京都江東区富岡2-11-18リードシー門前仲町ビル6F,2011,,104,24百万円,https://albalink.co.jp/,
2024-06-01,株式会社アドアセット,不動産管理,3,■事業内容： 1.不動産の売買・賃貸・仲介及びその斡旋並びに管理2.建築・土木工事の設計、施工、請負3.経営コンサルタント業4.損害保険代理業5.生命保険の募集に関する一切の業務6.住宅の増改築、建替え及び住宅リフォーム7.上記各号に付帯する一切の業務,東京都渋谷区恵比寿4-6-1MFビル2F,2011,,15,80百万円,https://www.ad-asset.co.jp/#ci,
2024-06-01,株式会社カネス杉澤事業所,設備管理・メンテナンス,1,■事業内容：土木工事、解体工事、軌道工事、路面清掃、除雪・排雪、産業廃棄物処理プラント■営業種目：・土木工事の設計施工管理・舗装工事の設計施工管理・建築工事の設計施工管理・産業廃棄物の中間処理業,北海道函館市西桔梗町863-1,,,45,50百万円,https://kanesu.net/group/kanesu,
2024-08-01,日本興志株式会社,設備管理・メンテナンス,30,【未来へ繋がる「街づくり」「モノづくり」「人づくり」】■未来に残る街づくり、モノづくり、人づくりに真剣に通り組む会社です。■社員とその家族、そして何よりも「お客様」との強い心の繋がりを大切に「街づくり」「人づくり」に取り組みます。■蓄積した実績とノウハウで、建物に関してワンストップで総合的にサポートいたします。,東京都板橋区常盤台2-15-9,2014,34.5,98,40百万円,https://www.nihonkoshi.co.jp/,
2024-07-01,株式会社エフジェイ道路,サブコン,2,■事業内容： ・各種舗装工事・土木工事業・一般貨物運送事業・産業廃棄物収集運搬業,北海道札幌市白石区東米里2195-11,2009,,,10百万円,http://www.fj-road.co.jp/,
2024-08-01,株式会社福岡地行,ディベロッパー,1,■分譲マンションの企画・開発・販売■分譲住宅の企画・開発・販売■中古不動産の買取・仲介・販売※宅建免許／福岡県知事免許（7）第12599号,福岡県福岡市中央区渡辺通4-1-36 BiVi福岡4階,1993,,,"6,500万円",https://www.jigyo.co.jp/,代表取締役 藤木 久臣
2024-07-01,株式会社ワイズデザイン建築設計室,住宅（ハウスメーカー）,2,■事業内容：（1）設計、監理・住宅の新築、増築、リフォーム、インテリアの設計／監理・集合住宅、店舗、商業施設、医療施設、オフィスビル等の企画／設計／監理・建築に関するトータルコンサルティング（2）設計、施工…新築、デザインリフォーム、リノベーションの設計施工（3）インテリアコーディネート…家具、照明、インテリア製品のトータルコーディネート、販売,大阪府大阪市中央区博労町1-7-11,1997,33.0,41,88百万円,http://www.ys-design.com/,
2024-06-01,株式会社エアーランドサービス,内装・インテリア・リフォーム,1,■事業内容： オフィス 店舗の企画・デザイン・設計・施工,東京都中央区京橋3-6-6エクスアートビル4F,1985,,,10百万円,https://air-landservise.com/,
2024-08-01,景域計画株式会社,建設コンサルタント,1,■ランドスケープ、都市、土木、建築に関する企画、調査、研究、教育、計画、設計、設計監理■生物多様性の保全、自然環境の保全活用に関する調査及びｺﾝｻﾙﾃｨﾝｸﾞ■地域活性化および観光振興に関するｺﾝｻﾙﾃｨﾝｸﾞ■地域における持続可能な社会形成に関する事業及びｺﾝｻﾙﾃｨﾝｸﾞ■上記各号に附帯関連する一切の事業,神奈川県横浜市中区本町一丁目5番地2-2D,2014,36.0,7,"1,000万円",https://keiiki.co.jp/,代表取締役 八色 宏昌
2024-08-01,ＫＲＳ株式会社,サブコン,6,■事業内容：建設足場組立などの事業を運営しております。,岐阜県土岐市泉町大富916-33,2014,34.0,39,20百万円,https://krsgroup.jp/,
2024-06-01,共立株式会社,住宅設備・建材,3,■事業内容：・当社は2024年で創業64年目を迎える、住宅設備機器、上下水道資材、土木資材等の販売活動を行う専門商社です。・上下水道資材および住宅設備資材の専門商社として、快適な住環境づくりをトータルでサポートしています。,山形県山形市蔵王松ケ丘1‐1-12,2014,41.0,44,50百万円,http://www.kyouritsu-g.co.jp/,
2024-08-01,ユーエイチテクノ株式会社,設備管理・メンテナンス,1,■事業概要マンションやビル、数多くの建物が増えていく時代の中で、人々が暮らしていくためにエレベータやエスカレータ。そんなエレベータ、エスカレータを人々安心して安全にご利用していただけるように、メンテナンス、改修工事を行っております。お客様に安心安全にご利用いただける様に定期的な点検、メンテナンス内で見つかった不具合箇所、交換が必要な部品取替、リニューアルが必要になったエレベータ・エスカレータの改修工事を行っております。弊社は一般なエレベータ、エスカレータ、工場や倉庫で使用される貨物、自動車用エレベータ、100メートル近くのエスカレータを手掛けています。,愛知県名古屋市緑区作の山町93,2014,,10,2百万円,https://uhtechno.jp/,
2024-08-01,株式会社ＣＯＭ’Ｓ,建築設計事務所,3,■事業内容： 主に商業施設を中心に調査・設計・施工監理まで一貫して事業を行っております。地域としては主に関東が中心ですが、全国エリアより案件を受注しています。最近ではアジア（現在は主に中国）でも案件を受注しており出張が発生する場合があります。2020年11月より大阪支店開設,東京都中央区日本橋茅場町2-14-5石川ビル6F,2014,40.0,8,5百万円,http://the-coms.com/,
2024-08-01,日本ロテック株式会社,住宅設備・建材,5,■事業内容： ・一般住宅外構エクステリア工事（土留め・ブロック・駐車場土間コンクリート・フェンス・カーポート・門扉・ウッドデッキ・物置・他）・駐車場アスファルト舗装工事（ライン・車止め工事・月極看板・他）・宅地造成工事（24条工事・位置指定道路・U字側溝・法面工事・他）・造園工事、解体工事、基礎工事・内外装リフォーム、増改築、塗装工事・自然エネルギー発電事業、運営、監理、施工・不動産賃貸事業及び管理業務,宮城県仙台市泉区八乙女中央2-5-7,2011,36.0,21,20百万円,https://www.nihonrotec.jp/,
2024-08-01,株式会社東北構造社,建設コンサルタント,3,■事業内容：測量・建設コンサルタント・補償コンサルタント・地質調査,宮城県仙台市青葉区本町2-2-3鹿島広業ビル,1994,46.0,103,50百万円,https://kozosha.jp/,
2024-06-01,株式会社アシスト,サブコン,2,■事業内容：内装工事（軽鉄・ボード貼り工事・クロス・床工事）耐火被覆工事（マキベエ）遮熱工事（リフレクティックス）,愛知県豊川市御津町御幸浜一号地2-26,1995,36.1,20,80百万円,http://www.s-assist-r.com/,
2024-07-01,株式会社ｇｒｅｅｎ建築工房,内装・インテリア・リフォーム,1,＼リノベーション物件がTV番組で紹介／◎リノベーション◎新築・リフォーム◎店舗改装◎ライフスタイル提案型イベント事業◎不動産仲介・売買【許可】■一般建設業／大阪府知事許可（般ー6）第141227号■二級建築士事務所／大阪府知事登録（は）第8716号■宅地建物取引業者／大阪府知事（1）第62172号,大阪府枚方市堤町10-24 枚方鍵屋別館3F,2012,32.0,17,,https://greenkk.com/,代表取締役 松村 貫十
2024-06-01,大組鋼材株式会社,サブコン,1,■事業内容： 鉄骨鉄筋工事業大工工事業とび・土木工事,岡山県岡山市東区瀬戸町笹岡802-1,2011,,15,3百万円,なし,
2024-08-01,株式会社サントップ,設備管理・メンテナンス,2,■事業内容：建築物環境衛生総合管理業、建築物飲料水貯水槽清掃業、建築物ねずみこん虫等防除業、警備業、一般廃棄物収集運搬業、造園、緑化事業並びに植物の育成、管理、販売、清掃用品、園芸用品及び日用雑貨品の販売、土地・建物の売買、交換、賃借の仲介並びに管理,岡山県倉敷市老松町2-13-30,1993,,185,10百万円,http://www.santop-k.jp/,
2024-07-01,桜マテリアル株式会社,サブコン,1,■事業内容： 土木工事業／建築工事業／解体工事業／中古自動車部品及び中古車の販売並びに輸出入貿易業／ブロック、煉瓦、タイル工事業／硝子屑、製鋼原料、非鉄金属、製紙原料その他屑物一式の買取販売及び委託販売／構築物及び機械設備等の設置工事並びに解体・撤去工事,徳島県阿南市見能林町大作半17-1,2014,,5,40百万円,https://www.mk-sakura.com/content3.html,
2024-08-01,株式会社三我,設備管理・メンテナンス,2,・電気通信工事の設計・施工請負・モバイル工事の設計・施工・請負・ソリューション工事の設計・施工・請負・土木工事の設計・施工・請負・一般電気工事の設計・施工・請負,神奈川県横浜市金沢区幸浦2-21-3,,42.0,113,4000万円,https://www.t-sanga.com/,代表取締役 羽立 曉顕
2024-08-01,株式会社ルームコンサルティング,不動産仲介,3,■事業内容： 不動産売買仲介事業不動産買取り再販事業不動産投資事業賃貸仲介・管理事業アパート・マンション建築コンサル事業,鹿児島県鹿児島市荒田1-40-14President荒田八幡2F,2014,32.0,27,9百万円,https://www.room-consul.co.jp/contents/company.html,
2024-07-01,株式会社セントラルブリジック,内装・インテリア・リフォーム,2,【事業内容】土木工事業、建築工事業、とび・土工工事業、塗装工事業、防水工事業、内装仕上工事業。当社はビルや工場の原状回復工事、改修工事を中心に事業を展開しております。水回り、防水、内装、間仕切り、外壁などのトラブルなどに対応しており建物を長く使って頂けるようにメンテナンス業務を実施しております。,愛知県春日井市細木町2-78-2,2014,,7,10百万円,https://centralbrigic.com/,
2024-06-01,株式会社ヒビヤ設計,建築設計事務所,1,＜企業概要＞：当社は、愛知県を中心に設計デザインを提供する設計事務所です。16年前に個人で創業した事業を2015年に法人化し現在に至っています。事業主や個人のお客様に、新築の店舗や住宅の設計サービスを行っています。■特徴：事務所開設より岡崎市内、愛知県内はもとより、県外でも多数の医院、クリニック、店舗等の設計実績があります。,愛知県岡崎市材木町2-29,2014,51.0,1,1百万円,https://hibiyasekkei.com/,
2024-06-01,株式会社アイプラス設計事務所,建築設計事務所,2,■事業内容： ・【設計業務】改修および新築に伴う建築設計、構造設計、設備設計、耐震補強設計などを行います。・【監理業務】工事を行う上での、品質管理、工程管理、各種検査立会い、引渡立会いなどを行います。・【調査業務】建物の劣化度調査、建築物等現況実測調査、敷地測量、地質調査などを行います。,大阪府大阪市中央区常盤町1-4-12常盤セントラルビル7F,2014,,12,4百万円,https://ai-plus.jp/,
2024-08-01,株式会社意匠計画Ｈｏｒｉｇａｍｉ,建築設計事務所,1,■事業内容： 住宅の新築・リフォーム・リノベーション・アパレル・美容院・飲食業・物販店などの店舗新設・増設・改装工事■経営理念自分の好きなこと・できることで、自分以外の人の幸せをつくる。,香川県高松市多肥上町1467-4,,,,500百万円,https://ishou-h.com/,
2024-08-01,トゥインクルワールド株式会社,内装・インテリア・リフォーム,9,■事業内容：・大規模改修工事・塗装工事、防水工事、シーリング工事・サイディング工事、屋根工事、板金工事・雨漏り修繕工事、雨樋工事 他,大阪府大阪市淀川区西宮原1-8-10,2011,,70,100百万円,http://www.twinkle-world.co.jp/,
2024-08-01,エムズ技研株式会社,建築設計事務所,2,■事業内容：〇設計業務・鋼製橋梁の設計に関する全て…概略設計、基本設計、詳細設計・付属物の設計…伸縮装置、落橋防止構造、変位制限構造など、特殊な検査路、その他・既設橋梁の耐震補強・補修・既設成果品の照査修正〇製図業務・鋼製橋梁の主構造図および付属物全般・既設成果品の照査修正〇数量計算書作成業務：上記に関連する数量計算書作成,大阪府堺市北区長曽根町3047-16,2001,,12,3百万円,https://www.ms-giken.co.jp/,
2024-08-01,株式会社キタムラ建設,建築設計事務所,3,■事業内容： 1.総合建設業(一級建築士事務所)2.宅地建物取引業＜総合建設業＞ホテル・レジャー施設・アミューズメントなど様々な建築を行います。設計から施工までトータルプランとしてご提案させて頂き、不動産の取得から設計・施工・メンテナンスまでお客様の思いをカタチにし、サポート致します。＜不動産開発＞テナントビル・マンション、商業施設など様々な不動産をプロデュース。不動産開発は開発用地を取得し、新築マンション・テナントビル・商業施設など収益不動産の建設・分譲のプロデュースを致します。,大阪府大阪市中央区博労町4-4-1,2014,,38,50百万円,https://kitamura-cc.co.jp/index.php,
2024-08-01,大木建設株式会社,ゼネコン,14,■事業内容総合建設業・建築、土木等建設工事の請負・建築、土木等建設工事の設計監理・不動産の売買、賃貸・前各号に附帯関連する一切の業務・PC事業,東京都江東区亀戸4-22-1,1945,,209,489百万円,https://www.ohki.jp/ohki-company-guide,
2024-07-01,株式会社アセッツブレイン,不動産金融,2,■当社について：私たちは不動産を所有されるすべての企業、オーナーの代理人として、アセットマネジメント・媒介サービス・不動産鑑定・調査CREサービス（企業保有不動産）を提供いたします。また、私たちは資本関係、利害関係を持たない独立した企業であり、公平中立でコンプライアンスに則った取引を行います。■事業内容： ・アセットマネジメント（不動産投資顧問サービス）・媒介サービス・不動産鑑定・時価評価調査・CREサービス（企業保有不動産）,東京都千代田区神田神保町1-11-1いちご神保町ビル10F,2014,47.0,11,200百万円,https://www.assetsbrain.co.jp/,
2024-07-01,シーエスコンサルタント株式会社,建設コンサルタント,2,■事業内容： 道路構造物設計〔函渠，擁壁，アンダーパス〕地下構造物設計〔共同溝，特殊人孔，地中線管路〕河川･港湾構造物設計〔護岸，樋門･樋管，防潮堤等港湾施設〕下水道設計〔管路施設基本および詳細設計(開削工法、推進工法、シールド工法、管更生)〕仮設構造物設計〔仮橋・仮桟橋、各種土留工〕地盤解析・軟弱地盤対策〔2次元FEM解析・斜面安定計算・沈下計算・地盤改良計画〕施工計画及び積算〔施工計画、工程計画、積算業務〕,埼玉県さいたま市南区南浦和2-39-16第五大雄ビル5F,2005,47.0,15,10百万円,https://www.cs-con.co.jp/,
2024-08-01,ＭＪ　ＴＯＫＹＯ株式会社,不動産管理,2,●不動産自社分譲事業●不動産仲介業●中古マンションリノベーション事業●戸建､マンション売買サイト｢家やすっ！｣の運営●不動産メディア｢家やすっ！の教え｣の運営宅地建物取引業者免許東京都知事（3）第91462号,東京都文京区本郷3-43-16 コア本郷ビル1階,2008,30.0,8,450万円,https://www.mjtokyo.co.jp/,代表者 原田 智成
2024-07-01,樽居設備株式会社,サブコン,2,■事業内容給排水・衛生・空調設備設計施工,大阪府八尾市渋川町6-1-5,2005,46.0,,20百万円,なし,
2024-07-01,株式会社エイシン,設備管理・メンテナンス,5,■事業内容： ・内装解体工事、原状回復工事（主に百貨店、商業施設の内装解体工事）・産業廃棄物処分業（中間処理）・収集運搬業・内装工事・店舗の企画、設計、制作、施工・アスベスト関連工事・産廃ネットワーク 大阪、東京、名古屋,大阪府大阪市北区曽根崎新地2-6-24MF桜橋2ビル8F,1990,,59,20百万円,https://ashin.jp/company/,
2024-08-01,株式会社マルヨシ,住宅設備・建材,1,■事業内容：金属工事・金属建物工事 及び 製作金物マンションや大型商業ビルのアルミ手摺をはじめ門扉やスパンドレル・外構フェンス等の建築金物の設計・制作・施工を行っています。,埼玉県草加市両新田西町411-2,2009,,26,10百万円,https://www.maruyoshi.co/,
2024-05-01,日本エアメンテナンス株式会社,設備管理・メンテナンス,1,【1946年創業の進和テック株式会社関連会社/安定性◎/福利厚生充実】■事業内容： 進和テック株式会社の関連会社としてエアフィルターの整備・点検・保守などのメンテナンス業務を担当している企業です。関連会社には一般空調から産業空調の各種空気清浄装置の製造ならびに新製品の開発に注力している日本エアフィルターがあります。販売の進和テック、製造の日本エアフィルター、保守の日本メンテナンスとの三位一体で、各協力会社との連携しながらエアフィルターを中心とした空調全般の取引拡大を目指している成長企業。▼沿革・関連会社参照https://www.shinwatec.co.jp/,東京都中野区本町1-32-2,1989,,13,30百万円,https://www.shinwatec.co.jp/company/affiliated_company/,
2024-07-01,株式会社アイムホーム,住宅（ハウスメーカー）,3,■事業内容： 埼玉県東松山市で「平屋専門店 ヒラヤラボ」として新築注文住宅の施工、販売を承っております。,埼玉県東松山市大字石橋360,2011,44.0,8,5百万円,https://hiraya-lab.com/,
2024-08-01,株式会社ネクスト・リアルプラン,不動産仲介,1,■事業内容： 不動産売買・不動産賃貸・不動産管理建替え・リフォ一ム・住宅ロ一ン相談相続税や固定資産税等の税金に関する相談,埼玉県さいたま市浦和区前地2-9-9プルメリア前地102,2007,49.0,5,70百万円,https://www.next-rp.co.jp/,
2024-07-01,株式会社アイビック,建築設計事務所,4,■事業内容： 1.注文住宅の販売、設計、施工（県内著名な建築士と作り上げるオンリーワンの住まい）2.一般建築（ビルや病院、倉庫など）3.リフォーム4.不動産の開発販売、仲介、斡旋,大分県大分市寺崎町2-3-6,2000,46.2,75,90百万円,https://ibic-inc.com/,
2024-06-01,株式会社大原組,住宅設備・建材,2,■事業内容：・土木業・建築業・不動産業■事業の特徴：（1）総合建設業 公共施設や病院、介護施設、マンション、店舗等あらゆる建築物を手がけ、土地探しから資金計画までを総合的にアドバイスを行い、地域に根ざした住み良い街づくりを目指し、地域発展に寄与しています。（2）建築設計 顧客とのヒアリングをもとに、最適なプランをご提案しています。（3）不動産業 不動産の総合コーディネーターとして、不動産売買仲介から不動産賃貸仲介・管理・物件開発事業・新築・リフォーム、営繕・修繕まで豊かな住生活をサポートしています。,岡山県岡山市南区当新田128-2,2014,35.2,25,40百万円,http://ooharagumi.co.jp/,
2024-06-01,株式会社デ・リード,不動産管理,2,■事業内容： 1. プロパティマネジメント事業2. 不動産賃貸事業3. 分譲マンション管理事業4. 不動産の売買、仲介、管理に関する事業5. 不動産等に関するコンサルティング事業6. 土地有効活用に関連するコンサルティング及び建築工事・土木工事の設計、建設請負、監理7. 各前号に附帯または関連する一切の業務,京都府中京区三条通烏丸西入御倉町85-1,2014,45.0,21,90百万円,http://delead.jp/,
2024-06-01,株式会社ＲＯＯＭ　ＳＴＹＬＥ,不動産仲介,1,■事業内容：・売買仲介業・賃貸仲介業・リノベーション大規模修繕の企画・賃貸物件管理業・損害保険・少額短期保険代理業・事務所テナント仲介・広告代理業・電気通信事業 （ F-28-875 ）・賃貸向け家具販売■企業理念・目的：「人と人をつなぐ」未来へつなぐ。オシャレな賃貸で、自分だけの空間を。,広島県広島市中区河原町1-26,2014,30.0,7,500百万円,https://room-style.jp/,
2024-08-01,株式会社エスケートラスト,内装・インテリア・リフォーム,1,■事業内容：内装工事業／修繕工事業／揚重工事業■当社について：2009年設立。静岡県沼津市に本社を置き、内装工事業・修繕工事業・揚重工事業を手掛けています。業務の割合は、荷揚げ(揚重)5割・内装施工3割・建物修繕2割となっております。建築現場にトラック等で運搬してきた商品を現場状況に合わせ臨機応変に対応し、安全・迅速・丁寧に業務を遂行。安全性と対応力を常に追求し、確かな技術と知識でお客様へサービスを提供しています。,静岡県田方郡函南町肥田849-15,2009,40.5,10,10百万円,https://sktrust.co.jp/,
2024-08-01,株式会社新東京防災,設備管理・メンテナンス,無,■消防設備、防犯設備、電気設備に関わる工事・保守点検業務及び各種用品の販売 2024年5月doda掲載求人より引用,東京都目黒区青葉台4-7-7住友不動産青葉台ヒルズ 6Ｆ,1994,,,20 百万円,"Failed to retrieve page, status code: 410",代表取締役 齋藤 恭志
2024-07-01,おおはる商産株式会社,不動産仲介,1,■土地の売買・賃貸■マンション、戸建ての売買・賃貸■収益物件の売買・仲介■倉庫・店舗・駐車場の運営※ＬＩＸＩＬ不動産ショップ加盟店です,愛知県海部郡大治町大字三本木字寒宿39番1,2014,,11,500万円,https://ooharushousan.com/,代表取締役 相原 仁
2024-08-01,ネクストイノベーション株式会社,住宅（ハウスメーカー）,36,■事業内容:グループ事業内容/戸建住宅の新築・建替事業/戸建住宅の分譲事業/戸建住宅の増改築事業/外構事業/特建事業（RC造・鉄骨造）不動産売買仲介業者/確認申請サポート事業/訪問看護事業/スティールファブリケーション/幼児教育事業/金融・保険事業,東京都新宿区西新宿1-6-1,2014,39.0,250,20百万円,http://www.nextinnovation.co.jp/,
2024-08-01,株式会社シンエイテクノ,サブコン,4,■事業展開：【土木】上下水管渠布設工事／排水路改良工事／橋梁・耐震補強工事／舗装工事／河川改修工事／外構工事／左官工事(土間コンクリート・ブロック）／造成工事／安全施設工(フェンス・ガードレール等）／各種型枠工事／解体工事／港湾工事／その他土木工事全般【工務】プラント定修工事全般／重量物・機器据付工事／各種足場工事／鉄骨建方／機械仕上げ工事／各種配管工事／給排水設備工事／メンテナンス工事／製缶／旋盤／各種塗装工事【環境】炭化事業／水処理事業／海外事業【不動産】土地販売仲介／その他不動産関係全般【建築】新築工事／リフォーム工事／耐震診断／防蟻工事／エクステリア工事／その他建築工事全般,三重県三重県四日市市日永2-1-10,1989,36.6,36,20百万円,http://shineitechno.co.jp/,
2024-07-01,有限会社ケイアンドエス,サブコン,1,当社は、鉄骨建設における施工図・加工図の設計・製作監理、施工管理を中心に事業展開する会社です。■事業概要：・鉄骨建設の設計：ゼネコンや鉄工所から依頼を請けて鉄骨建設に伴う施工図や加工図を設計を行います。設計後は、鉄骨の製作監理や施工管理も担っております。・飲食業：ＯＷＬ（スナック）・美容業：エイティヘアー（美容院）・各種事務代行業※鉄骨事業：当社売上の70％を占めます。※今後は鉄骨事業と美容事業をさらに拡大させていく見込みです。,愛知県名古屋市中川区高畑1-213,2002,32.0,12,4百万円,なし,
2024-07-01,株式会社東海クリエイティブ,建設コンサルタント,1,■事業内容：店舗、マンションなどの建設工事事業、マンションなどの買取・再販事業,愛知県名古屋市守山区鳥神町85,2013,30.0,5,20百万円,https://www.tokaicreative.com/,
2024-07-01,日本サイン株式会社,内装・インテリア・リフォーム,3,■事業内容： ・サイン事業：サインシステム、デジタルサイネージサイン・広告事業：交通広告、屋外広告、イベント等のプロモーションなど,大阪府大阪市西区立売堀2-1-9日建ビル6F,1975,48.0,49,99百万円,http://www.sign.co.jp,
2024-08-01,有限会社アース,サブコン,1,事業概要：耐火被覆工事・外壁工事,神奈川県横浜市南区井土ヶ谷中町157ダイアパレス井土ヶ谷206,2004,44.0,7,300万円,http://www.as-ltd.jp/,取締役 荒牧 耕嗣
2024-07-01,株式会社Ｙ’ｓＴｅｃｈ,プラントメーカー・プラントエンジニアリング,1,■事業内容： プラントエンジニアリング・プラント配管設計／製図・情報処理（各種データベース、ソフト開発・運営・管理）・機器又は配管の三次元設計／製図・CAEによる各種計算／解析／耐震計算（配管・機器）・一般オフィス資料作成／エンジニアリング資料整理・資料（図面等）電子化・各種画像処理 ／エンジニアリング翻訳（英語、中国語）等・設備トラブル調査／解析／コンサルティング／ドローンを用いた点検業務（空撮・水中）・工事計画／監理／品質管理／施工管理・人材派遣,大阪府富田林市南旭ヶ丘町9-22,2010,37.0,27,10百万円,https://ystech-eng.jp/,
2024-07-01,有限会社アイワ工業,プラントメーカー・プラントエンジニアリング,1,■事業内容： ・機械器具設置工事・プラント工事の設計及び施工、並びに据付工事・建築一式工事・鋼構造物工事業,山口県宇部市厚南北3-14-1,1988,,15,3百万円,https://aiwa-kg.com/company/#profile,
2024-07-01,栗ビル株式会社,ディベロッパー,6,■事業内容： ・デザイナーズマンション、デザインオフィス及びハイグレード賃貸マンションの開発業・デザイナーズマンションの企画、運営、土地活用、コンサルタント業・不動産賃貸業、及び管理業・輸入建材販売業・タイムパーキング業 ■特徴（TOPICS）： 弊社は、デザイナーズマンションの開発と管理を30年以上、行ってきました。この間に築いた実績をもとに、今後10年間においては、今までにない大規模な事業展開を計画、実行していきます。具体的には、デザイナーズマンションだけではなくデザインホテル、デザイン複合ビルなど、デザインに特化したものを開発していきます。,愛知県小牧市大字岩崎1940,1990,35.0,16,44百万円,http://www.jpestate.com/,
2024-07-01,株式会社グラウンズウェル,ディベロッパー,1,■不動産開発事業■資産活性化事業■住宅分譲販売事業■不動産小口投資商品販売事業＜グループ会社＞株式会社 GSホールディングス株式会社 GSリアルエステート＜関連会社＞AIUEO STUDIO 株式会社株式会社 大森真樹建築設計事務所株式会社 KSアーキテクツ,東京都渋谷区神宮前4-32-12 ニューウェイブ原宿4F,2014,37.0,,1億円,https://www.groundswell.co.jp/,代表取締役 徳山 真樹
