更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者
2024-07-01,株式会社フェニックス管理,不動産管理,31,■当社およびグループ企業概要Gr内に複数社の関連企業を有する不動産企業Gr「フェニックスGr」の中核会社である当社。管理物件はほぼ大阪市内の好立地物件であり、総数約200棟（約9000室）。その内8割はグループ会社にて所有しています。上記のような安定した物件基盤をもとに、主として賃貸マンションの維持・管理を手がけています。グループ内各社においては、不動産の所有・売買等、不動産に関わる総合サービスを展開する他、航空機リース・太陽光発電など、多彩な事業を行っています。直近では管理受託課を2019年5月より発足し、他オーナーや法人に対して管理受託の営業を開始しました。,大阪府大阪市中央区博労町3-5-1,2013,31.3,80,20百万円,http://www.fhx.jp/,
2024-06-01,株式会社ＴＲＣワークシステム,プラントメーカー・プラントエンジニアリング,1,【事業内容】電気設備工事／空調設備工事／給排水設備工事／事業企画～開発～最適化～運営支援 / CSR・CSV,広島県三原市深町1295-1,1988,,32,24百万円,http://www.trc-ws.co.jp/,
2024-07-01,株式会社ヨシタニ空調,住宅設備・建材,4,■会社概要・当社は、2008年設立、宇都宮市に本社を構え、商業施設、大型ビルから一般のご家庭まで、空調設備に関するあらゆるご相談に対応している空調設備会社です。■事業内容・空調機/太陽光発電/エコキュート/IHクッキングヒーター/床暖房/住宅設備機器/その他（エアコン薬液分解洗浄）,栃木県宇都宮市御幸ケ原町147-1,2008,,7,5百万円,https://yoshitani-kucho.jp/,
2024-08-01,株式会社フィード,不動産仲介,28,■事業内容：不動産開発・売買・仲介、不動産リノベーション事業、建設事業、インテリア事業,東京都港区麻布台1-11-9,2007,,50,99百万円,http://fido-co.com,
2024-08-01,株式会社アスト,建設コンサルタント,1,■事業内容：コンサルタント業務（橋梁、構造物設計、道路設計、河川、砂防設計、上下水道設計 等）測量業務、点検、調査業務、地質調査業務、照査業務、民間業務,大分県臼杵市大字二王座389-1,2005,,17,10百万円,http://astcon.jp/,
2024-08-01,フクシコンサルタント株式会社,建設コンサルタント,3,■事業内容： 土木構造物の計画・設計■ビジョン： 鉄道構造物・道路構造物などの社会資本の調査・計画・設計を通じて21世紀の未来を創造するスペシャリストです。 ■特徴（TOPICS）： 鉄道の高架橋や耐震補強並びに、それらに付随する構造物の設計計画を得意とします。その他として一部、下水道の再構築設計や河川護岸等の計画設計を業務としています。,東京都中央区日本橋大伝馬町13-15,1967,44.0,15,35百万円,http://www.fukushi-c.co.jp/,
2024-08-01,株式会社カネックス,住宅（ハウスメーカー）,2,■同社の事業内容：カネックスは、元プレハブメーカー「カネフジハウス」の住宅事業部から1990年、住宅の専門メーカーとして独立した会社です。現在は、創業以来60年を越える株式一部上場住宅メーカー、ヤマダ・エス・バイ・エルの山形地区の代理店として営業をしています。注文住宅・アパート・医院・建築全般・増改築工事・不動産仲介を行っています。,山形県山形市北町3-9-15,,,15,30百万円,http://www.sxl-kanex.jp/,
2024-08-01,株式会社プレジオ,ディベロッパー,12,■事業内容・建設業及び土木建築工事・建築のデザイン、設計、施工管理・不動産総合コンサルティング、不動産の総合デベロップメント■会社の特徴：不動産コンサルティング事業を展開するプレジオグループ。2000年の設立以来、グループ会社の株式会社ベイシスと共に収益不動産のディベロッパー、コンサルタントとして、着実に業績を伸ばしています。そんな中で当社は2008年、主に単身者向けの賃貸マンション『PREGIO』の製造メーカーとしてスタートしました。数年後には上場も視野に事業展開。事業拡大の組織体制強化として新たにメンバーも積極募集中です。,大阪府大阪市中央区南船場1-18-11SRビル長堀12F,2008,,97,50百万円,https://pregio.co.jp/,
2024-06-01,アパルトマンイクシーズ株式会社,不動産管理,2,■事業内容： 土地活用提案、レンタルボックス（月極収納）運営事業、コインパーキング運営事業、時間貸し駐輪場運営、駐車場関連機器販売、バイクガレージ販売■事業詳細：・賃貸・マンスリーマンション、レンタルボックスの運営及び斡旋・空地・空き部屋・空き駐車場などの不動産で困りのオーナーへの提案業務・法人顧客への借上げ社宅の斡旋・遊休不動産の有効活用の提案・時間貸駐車場の運営・保守・管理 ※当社は不動産関連を中心に事業展開してきましたが、今後は不動産業の枠に捉われず、物販事業や飲食事業、WEBマーケット構築などにも積極的に取り組んでいきます。,大阪府吹田市垂水町3-33-17アパルトマンイクシーズ本社ビル,2010,29.0,75,10百万円,http://aprt.jp/,
2024-07-01,株式会社ベイシス,ディベロッパー,7,■事業内容： 不動産の総合コンサルティング不動産の総合デベロップメント各種事業用不動産の運営管理不動産の売買、賃貸及びその仲介信託受益権販売及び仲介M&A・企業再生事業シニア事業,大阪府大阪市中央区南船場1-18-11SRビル長堀13F,2000,,40,50百万円,https://basis.co.jp/,
2024-07-01,矢萩エレベータ株式会社,設備管理・メンテナンス,1,【東芝パートナー企業】■エレベータ・エスカレータの整備工事■リニューアル工事■メンテナンス＜建設業許可＞国土交通大臣許可（般-2）第25868号＜営業エリア＞東京・神奈川・埼玉・群馬・栃木・新潟・長野,■本社 埼玉県北本市山中1-228■東京支店 東京都文京区大塚6-11-8■北関東支店 埼玉県戸田市笹目4-35-16■神奈川支店 神奈川県横浜市西区浅間町1-11-8,1978,,51,1000万円,https://www.yahagi-ele.jp/,代表取締役社長 矢萩 和男
2024-06-01,株式会社エス・ケイ・ディ,サブコン,1,■事業内容： ・環境ソリューション事業 （LEＤ照明の提案・設計、省エネ空調設備の提案、涼霧システムの提案、その他企業向け省エネ商材の販売）・ECO事業（LED照明設備工事、省エネ空調設備工事、電気自動車急速充電装置工事）・セキュリティ事業（防犯カメラ等のセキュリティ機器、放送・防災設備の提案及び設置工事）・通信事業（ビジネスフォン販売・取付工事、インターネット関連、LAN／TEL構築工事、光ケーブル融着／設置工事）・マンション弱電工事（マンション用電話／LAN／インターホン／その他弱電設備工事、光ケーブル融着工事）,埼玉県久喜市栗原2-16-4,2002,40.0,30,30百万円,http://skd-group.co.jp,
2024-08-01,アサヒサンダイン株式会社,サブコン,2,■当社について：当社は創業から建設業に携わってきました。地域の人々の暮らしを支える会社として社会に貢献することを理念としています。公共事業から民間の建築物の設計、改修、メンテナンスを一貫して行うことができるのが、私たちの強みです。,熊本県熊本市東区小山町1647-1,1971,,5,10百万円,http://asahi-sandaine.jp/,
2024-06-01,キノエネ工務店株式会社,住宅（ハウスメーカー）,1,■戸建の企画・設計・施工・販売■不動産業■建設業■設計業,兵庫県西宮市甲子園三保町5-14,1995,,30,"1億1,933万円（グループ合計）",http://yellgroup.jp/,代表取締役 新井 智久
2024-07-01,株式会社電研エンジニアリング,設備管理・メンテナンス,1,当社は関西地区の工場やビル、自治体を中心とした様々な電気設備のメンテナンス案件に対応してまいりました。受変電設備の各種試験・点検において高度な技術力と実績がございます。電気設備の安全な運用には、当社が担う専門性の高い各種受変電設備の法定点検はなくてはならないサービスです。それはまた、現場での技術者による手作業が必須なものであり、今後技術の進化をもってしても変わるものではありません。,大阪府大阪市北区大淀南1-11-13,1985,,13,10百万円,https://www.denken-eng.co.jp/,
2024-06-01,株式会社ブランチ・オフィス,不動産金融,1,■事業内容1.不動産の仕入及び企画販売2.不動産の保有及び管理3.不動産コンサルティング※主に権利調整を得意としています。■経営ビジョンこつこつこつこつこつこつこつ 自分の為、仲間の為、ありったけの力を苦しみも喜びも共有し 深刻にならず真剣になり毎朝スキップしながら会社に向かおう 永遠に,北海道札幌市中央区北四条西5-1-3,2012,37.0,14,20百万円,なし,
2024-07-01,株式会社小杉設美,設備管理・メンテナンス,5,■事業内容：上下水指定工事店【新築・アパート・マンション・リフォーム・ビル改修などの水廻り工事】2011年創業から私たち小杉設美は多くの新築やリフォームを手掛けてきました。私たち小杉設美は「どんな小さな工事でも美しく責任をもって仕事をする」また、「楽しみながら成長していく」を理念としています。埼玉県越谷市を中心に大手ハウスメーカー様数社と提携し、施工している水道工事会社です。リフォームからアフターケアまで、水廻りのことなら小杉設美にお任せください。,埼玉県越谷市大字北川崎740-1,2011,40.0,23,,https://kosugisetsubi.com/,
2024-07-01,株式会社トヨテックマシン,プラントメーカー・プラントエンジニアリング,3,■企業概要：2011年7月よりトヨクニグループ企業となり、本社を熊本県八代市に構えています。主にプラント部門を取り扱いし、高い技術と経験豊富なスタッフを配し、充実した工場設備でお客様の様々なご要望にお応えしています。設計から製作・施工まで一貫した体制で取り組んでいます。■事業内容： ・砕石プラント、砂利プラント、砂プラント、汚水処理プラントの設計・施工・補修 ・各種破砕機新中古機関連部品販売、据付、修理,熊本県八代市敷川内町951,1987,,27,85百万円,https://toyokuni.ne.jp/group/tym/,
2024-07-01,株式会社GUIS,建築設計事務所,2,【事業内容】■設計事業（意匠設計、設備設計、省エネ計算、CASBEE、オフィスレイアウト作成、パース図作成）■IT事業（Web開発・制作）,愛知県名古屋市千種区池下町2-15ハクビ池下ビル7F,2010,,21,10百万円,http://www.guis.co.jp/index.html,
2024-06-01,栄友建設株式会社,サブコン,3,■事業内容：大手ゼネコンの1次下請けとして、ビル新築・改修工事を手掛けています。内装、仕上工事、解体工事、外壁補修工事等、建築工事一式に対応しています。■同社の特徴：大手ゼネコンとの取引がメインとなり、堅調に業績推移しています。品質管理等の技術力に定評があり、オフィスビル、美術館、空港関係の改修工事等、難度の高い仕事を受注してきたことが同社の評価に繋がっています。,千葉県千葉市中央区本町3-1-3,1981,,13,30百万円,https://eiyu-kensetsu.jp/,
2024-07-01,株式会社パナドーム,内装・インテリア・リフォーム,2,【概要】CONCENT(レンタルスペース)CONCENT不動産(グループ会社)パナプラス薬局(薬局)エイジフリーショップ(在宅介護)OUCHI.CLINIC(ホームメンテナス)NONOJI(パン屋)NONOJI THE SCONE(スコーン専門店),愛知県岡崎市六名新町10-12,1985,,69,10百万円,https://www.panadome.com,
2024-05-01,株式会社大洋,不動産仲介,2,■事業内容：・不動産事業不動産売買・仲介・斡旋・再生流動化・環境事業土壌汚染・アスベスト・ダイオキシン・調査、対策工事・解体事業建築・土木解体工事・杭撤去工事・リサイクル事業製鋼原料・鋳物原料・非鉄原料加工処理,茨城県水戸市千波町1950ウエーブ21ビル3F A,1983,,30,50百万円,https://www.taiyo-group.com/,
2024-08-01,株式会社アドバンテージ・アール・エー,不動産仲介,11,■事業内容：・私たちは、新築マンションの販売事業を中心に、開発事業／派遣事業／流通事業をトータル的にプロデュースするスペシャリスト集団です。売る／買うがつねにWinWinであるように、セールを科学し、セールスにイノベーションを起こします。,東京都千代田区紀尾井町4-1ニューオータニビジネスコート8F,2010,,62,100百万円,http://ara-web.jp/,
2024-08-01,有限会社東浜興業,サブコン,5,■事業内容： 土木工事一式、舗装工、しゅんせつ工事、水道工事、管工事、造園工事、港湾工事■特徴（TOPICS）： 昭和58年創業以来、土木工事、建築工事全般を取扱う総合建設業者として事業展開しております。「安心、安全と信頼」をいただける施工とアフターサービスに心掛けています。,宮崎県日南市南郷町榎原丙1194-1,,,11,,https://r.goope.jp/higashihama,
2024-07-01,株式会社小俣電設工業,サブコン,1,＜事業内容＞水道・温泉・電気・土木・地熱発電設備・設計・施工,大分県別府市大字南立石395-19,1983,,10,20百万円,なし,
2024-06-01,本多エンジニアリング株式会社,プラントメーカー・プラントエンジニアリング,1,■企業概要食品・医薬プラント設計ならびにソフトウェア開発を手掛けるエンジニアリング会社です。■事業内容(1)産業設備に関する設計、調達、施工、試運転ならびにメンテナンスの総合エンジニアリング(2)産業設備に関する調査、立案、計画ならびにコンサルテーション(3)産業設備に関する省力、自動化、制御システムの開発・設計 等,神奈川県横浜市泉区上飯田町1091-4,1995,42.0,15,10百万円,http://www.honda-engineering.co.jp/,
2024-08-01,株式会社ミライズ,サブコン,1,■事業内容： 建築物工事の設計・施工、建物の大規模、小規模改修の設計・施工,岐阜県羽島郡笠松町米野309-1,2013,47.0,1,20百万円,https://www.miraizu-co.jp/,
