更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名
2024-08-01,株式会社ＤＥＮＫＥＮ,サブコン,求人なし,,長崎県長崎市北陽町934-6,1988,代表取締役 林田 修,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,パナソニックデバイスＳＵＮＸ九州株式会社,設備管理・メンテナンス,求人なし,,鹿児島県南さつま市加世田武田15220-1,1983,代表取締役 服部 真之,86 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社沖技,建設コンサルタント,求人なし,,沖縄県浦添市勢理客4-17-11リウエンリースビル 4Ｆ,1978,代表取締役 平良 聡,17 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,福田機械株式会社,サブコン,求人なし,,岩手県盛岡市菜園2-6-9,1951,代表取締役 福田 祐之,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,厚生ビル管理株式会社,設備管理・メンテナンス,求人なし,,秋田県秋田市保戸野すわ町6-16,1967,代表取締役 横田 敦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,中西工業株式会社,サブコン,求人なし,,群馬県伊勢崎市今井町732-1,1962,代表取締役 中西 栄介,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,信建総合設備株式会社,サブコン,求人なし,,群馬県高崎市貝沢町625,1985,代表取締役 三森 悟,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,関東工営株式会社,住宅設備・建材,求人なし,,茨城県水戸市石川1-4009-7,1953,代表取締役 谷津 邦夫,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,綜通株式会社,不動産仲介,求人なし,,東京都中央区八丁堀2-20-8八丁堀綜通ビル 3Ｆ,1941,代表取締役 後藤 謙明,"2,500 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社北山創造研究所,建築設計事務所,求人なし,,東京都港区南麻布3-2-3ハウス仙台坂上 1Ｆ・2Ｆ,1965,代表取締役 北山 孝雄,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社太平鉄工所,サブコン,求人なし,,東京都板橋区舟渡2-7-2,1953,代表取締役 樋口 茂太,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社内外電業社,サブコン,無,,東京都大田区大森中1-7-13,1938,代表取締役 谷口 孝司,97 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三栄通信工業株式会社,サブコン,求人なし,,東京都品川区南大井6-7-10,1963,代表取締役 手塚 通広,39 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,藤原電工株式会社,設備管理・メンテナンス,求人なし,,東京都北区中里2-17-10,1970,代表取締役 田邊眞左彦,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ヨックモックホールディングス,不動産管理,求人なし,,東京都千代田区九段北1-8-10住友不動産九段ビル,1984,代表取締役 藤縄 武士,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社フォーシーカンパニー,建設コンサルタント,求人なし,,東京都千代田区神田小川町1-3-1ＮＢＦ小川町ビルディング 2Ｆ,2000,代表取締役 中澤 博司,41 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社サンコー,設備管理・メンテナンス,求人なし,,富山県富山市元町2-5-1,1984,代表取締役 稲波 良孝,32 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,土牧電機株式会社,サブコン,求人なし,,福井県福井市大願寺2-6-24,1947,代表取締役 西村 綾仁,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社泰洋電機,設備管理・メンテナンス,求人なし,,和歌山県日高郡みなべ町東吉田78-3,1993,代表取締役 松本 弘平,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,河井林産株式会社,住宅（ハウスメーカー）,求人なし,,岡山県津山市川崎112-1,1951,代表取締役 岡 悠紀好,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社三和ドック,設備管理・メンテナンス,求人なし,,広島県尾道市因島重井町600,1961,代表取締役社長 寺西 秀太,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社竹内,内装・インテリア・リフォーム,求人なし,,広島県廿日市市梅原1-4-39,1973,代表取締役 竹内 朗,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,森信建設株式会社,ゼネコン,求人なし,,広島県広島市中区富士見町15-1森信第二ビルロジェ富士見町 2Ｆ,1955,代表取締役 森信 秀樹,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社和孝,内装・インテリア・リフォーム,求人なし,,埼玉県所沢市北原町916,1982,代表取締役 上野 孝二,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,オーヤラックスクリーンサービス株式会社,設備管理・メンテナンス,求人なし,,東京都調布市富士見町4-16-4,1967,代表取締役 髙澤 由光,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,不二家テクノサービス株式会社,建築設計事務所,求人なし,,東京都文京区大塚2-15-6,1994,代表取締役 日野 和明,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社カーザミカワ,住宅設備・建材,求人なし,,愛知県岡崎市吹矢町88,1942,代表取締役 市川 守彦,26 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東海交通機械株式会社,設備管理・メンテナンス,求人なし,,愛知県名古屋市中村区名駅南1-23-27新笹島ビル 6Ｆ,1976,代表取締役 上野 雅之,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,パブリック株式会社,内装・インテリア・リフォーム,求人なし,,愛知県名古屋市中川区福船町5-2,1978,代表取締役 大嶋 秀紀,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社地域総合計画,ディベロッパー,求人なし,,長野県須坂市大字野辺1354-1,1979,代表取締役 野平 芳一,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,金森建設株式会社,ゼネコン,求人なし,,長野県大町市大町白塩町1252-5,1955,代表取締役 金森 次郎,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,中林建設株式会社,サブコン,求人なし,,静岡県三島市谷田雪沢173-2,1950,代表取締役 佐野 竜司,98 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,立華株式会社,設備管理・メンテナンス,求人なし,,静岡県富士市本市場422-1,1971,代表取締役 池田 勝弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社テクノシステム,サブコン,求人なし,,静岡県浜松市中央区田尻町97-3,1990,代表取締役 下玉利 淳也,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エクノスワタナベ,サブコン,求人なし,,静岡県藤枝市緑町1-5-10,1960,代表取締役 渡邉 哲朗,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三星工業株式会社,サブコン,求人なし,,岐阜県各務原市金属団地105,1966,代表取締役 岩井 康志,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社日写,住宅設備・建材,求人なし,,岐阜県岐阜市早田本町3-62,1971,代表取締役 伊藤 宏幸,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,石川設電株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,岐阜県不破郡垂井町綾戸545,1968,代表取締役 石川 時久,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社林電機商会,サブコン,求人なし,,岐阜県多治見市京町1-134,1989,代表取締役 林 浩司,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東海メンテナンス株式会社,設備管理・メンテナンス,求人なし,,三重県津市久居中町251-1,1994,代表取締役 西山 耕司,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大昭産業株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,兵庫県尼崎市東七松町2-2-10,1967,代表取締役 山口 節夫,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,旭中央株式会社,不動産仲介,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 建物管理事業建物警備事業資産マネジメント事業不動産事業建築リフォーム事業インテリア・テキスタイル・インドアグッズ事業 2023年2月doda掲載求人より引用,大阪府吹田市江坂町1-23-43ファサード江坂ビル 6Ｆ,1973,代表取締役 日野岡 信一朗,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,トリガイ電機株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,大阪府大阪市東住吉区住道矢田5-8-7,1997,代表取締役 鳥飼 紀久夫,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社信生電機サービス,設備管理・メンテナンス,求人なし,,愛知県名古屋市西区長先町346-1,1980,代表取締役 高辻 信人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,計測ソフト開発株式会社,建設コンサルタント,求人なし,,東京都調布市佐須町1-15-1,1988,代表取締役 小林 洋介,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三弘電設株式会社,設備管理・メンテナンス,求人なし,,広島県広島市西区高須3-5-6,1980,代表取締役 宮本 博幸,27 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社北武蔵調査測量設計事務所,建築設計事務所,求人なし,,埼玉県熊谷市新島413-5,1977,代表取締役 今井 一昭,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社長岡工業所,設備管理・メンテナンス,求人なし,,埼玉県川口市大字安行領根岸2559-72,1972,代表取締役 長岡 敦,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ドテヤマビジネス,内装・インテリア・リフォーム,求人なし,,兵庫県神戸市兵庫区中道通3-2-10土手山ビル,1952,代表取締役 廣江 修仁,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社松原工事事務所,建築設計事務所,求人なし,,愛知県名古屋市天白区植田山3-1806,1972,代表取締役 加藤 信治,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,エス・ケイ・エンジニアリング株式会社,ゼネコン,求人なし,,埼玉県三郷市戸ケ崎4-410,1993,代表取締役 阿部 正,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社日本ホップス,内装・インテリア・リフォーム,求人なし,,東京都板橋区幸町38-1ツルオカハイツ 101,1980,代表取締役 鶴岡 孝,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エル・シー・エー,建設コンサルタント,求人なし,,東京都町田市森野1-25-5博信ビル 1Ｆ,1996,代表取締役 西岡 秀雄,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日光電機株式会社,サブコン,求人なし,,大阪府堺市堺区中之町東3-2-9,1948,代表取締役 石本 平八郎,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社建物診断センター,土地活用,求人なし,,東京都中野区本町2-1-1ＴＡＫＥ―1ビル,1986,代表取締役 幡井 健治,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社叶建装,内装・インテリア・リフォーム,求人なし,,東京都足立区西加平1-2-39,1998,代表取締役 平松 利明,98 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社コスモエンジニアリング,サブコン,求人なし,,東京都江戸川区東葛西4-11-12,1988,代表取締役 座安 博史,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,千代田電気株式会社,サブコン,求人なし,,東京都中央区銀座2-14-5,1963,代表取締役 福井 清太,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社晴電舎,住宅設備・建材,求人なし,,愛知県安城市福釜町鴻ノ巣2-3,1978,代表取締役 加藤 泰司,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社坂間電機商会,サブコン,求人なし,,東京都墨田区本所1-19-2坂間ビル,1969,代表取締役社長 坂間 雷太,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,アサヒドラフトマーケティング株式会社,設備管理・メンテナンス,無,樽生ビール販売器具のメンテナンスおよびアサヒグループ（各種飲料の製造・販売）商品の案内＜事業所＞沖縄除く全国46都道府県 2024年5月doda掲載求人より引用,東京都大田区平和島5-6-1アサヒビール平和島ビル 7Ｆ,1988,代表取締役 上野 雅宏,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東京メルテック空調株式会社,設備管理・メンテナンス,求人なし,,東京都中野区中央1-38-1住友中野坂上ビル 13Ｆ,1991,代表取締役 山本 敬士,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社武蔵高圧技研,設備管理・メンテナンス,求人なし,,東京都東村山市青葉町1-13-7,1980,代表取締役 軸薗 勝久,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,木内ポンプ株式会社,設備管理・メンテナンス,求人なし,,大阪府茨木市永代町4-105阪急駅前永代ビル,1969,代表取締役 木内 利幸,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ノワテック,住宅設備・建材,求人なし,,埼玉県深谷市長在家975-1,1983,代表取締役 水上 真紀,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大喜電気工業株式会社,設備管理・メンテナンス,求人なし,,千葉県流山市青田516-1,1975,代表取締役 喜井 剛彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,志幸技研工業株式会社,サブコン,求人なし,,東京都荒川区西尾久5-7-12,1981,代表取締役 吉川 裕,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東上ビルヂング株式会社,不動産管理,求人なし,,埼玉県川越市脇田本町15-13,1977,代表取締役 鈴木 孝明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社名渡山鉄工,ゼネコン,求人なし,,沖縄県中頭郡西原町字小那覇541-1,1993,代表取締役 名渡山 兼一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社環境科学研究所,土地活用,求人なし,,茨城県北茨城市磯原町磯原1564-4,1981,代表取締役 黒羽 敦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社インテリアミワ,サブコン,求人なし,,大阪府八尾市刑部4-364-16,1982,代表取締役 巳波 一雅,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社シーズ環境開発,建築設計事務所,求人なし,,広島県広島市安佐南区西原7-5-20比良ビル 301,1994,代表取締役 森田晋介,31 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,スズテック株式会社,設備管理・メンテナンス,求人なし,,福島県白河市昭和町105-1,1999,代表取締役 鈴木 富幸,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社田中計装工業,プラントメーカー・プラントエンジニアリング,求人なし,,福島県いわき市平中神谷字大年60-2,1986,代表取締役 田中 貴章,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,協和設計株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,神奈川県横浜市中区相生町6-104-2横浜相生町ビル 7Ｆ,1988,代表取締役 山本 環,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,関東メジャー株式会社,設備管理・メンテナンス,求人なし,,神奈川県川崎市麻生区上麻生3-16-8,1981,代表取締役 千田 友和,19 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,アルファテック株式会社,サブコン,求人なし,,神奈川県相模原市中央区淵野辺本町4-26-6,1989,代表取締役 木村 怜,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,重信通信工業株式会社,サブコン,求人なし,,鹿児島県鹿児島市伊敷台4-34-10,1974,代表取締役 重信 洋平,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本電気計器検定所,設備管理・メンテナンス,無,,東京都港区芝浦4-15-7,1964,理事長 豊木 則行,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ジャパンウォーター,プラントメーカー・プラントエンジニアリング,求人なし,,東京都新宿区神楽坂2-16-1軽子坂田中ビル 1Ｆ,2000,代表取締役 岡野谷真助,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東京都住宅供給公社,不動産仲介,無,■賃貸住宅および関連施設の管理事業■賃貸住宅および関連施設の建設事業■公営住宅などの管理受託事業 2024年4月doda掲載求人より引用,東京都渋谷区神宮前5-53-67コスモス青山,1920,理事長 中井 敬三,105 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社エックス都市研究所,建築設計事務所,求人なし,,東京都豊島区高田2-17-22目白中野ビル 6Ｆ,1971,代表取締役 大野 眞里,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,名古屋高速道路公社,建設コンサルタント,求人なし,,愛知県名古屋市北区清水4-17-30名古屋高速道路公社黒川ビル,1970,理事長 松井 圭介,"326,639 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,有限会社末広水質,設備管理・メンテナンス,求人なし,,埼玉県桶川市大字加納1737-2,1993,代表取締役 秋山 輝明,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,南総電機株式会社,サブコン,求人なし,,千葉県木更津市請西1-10-28,1957,代表取締役 近藤 雅文,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アースワークス,サブコン,求人なし,,山梨県甲府市相生2-9-14,1990,代表取締役 岩本 弘毅,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,田尻機械工業株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,北海道札幌市中央区北三条東8-8,1960,代表取締役社長 田尻 耕一,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ＰＦＡ,設備管理・メンテナンス,求人なし,,埼玉県坂戸市千代田5-7-1,1995,代表取締役 飯島 芳紀,353 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社地域未来研究所,サブコン,求人なし,,大阪府大阪市北区堂島1-5-17堂島グランドビル 2Ｆ,1994,代表取締役 赤田 浩志,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,北九州埠頭株式会社,設備管理・メンテナンス,求人なし,,福岡県北九州市門司区本町2-10サンリヤン門司港 2Ｆ,1957,代表取締役 上田 浩,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,中部公営事業株式会社,設備管理・メンテナンス,求人なし,,岐阜県羽島郡岐南町平成1-41,1973,代表取締役 米澤 正昭,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ミトウイング,設備管理・メンテナンス,求人なし,,茨城県水戸市田谷町1824-16,1985,代表取締役 小嶋 弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社パワーケーブル,設備管理・メンテナンス,求人なし,,岡山県岡山市南区箕島2573-1,2001,代表取締役 神原 隆弘,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社アミック,建築設計事務所,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 石油精製・化学工場の圧力容器などの非破壊検査事務所ビル、共同住宅などの建築物調査(耐震診断、ガイドライン調査など)橋梁・トンネル・道路照明などの土木構造物点検 2022年6月doda掲載求人より引用,神奈川県横浜市鶴見区鶴見中央4-36-1ナイス第2ビル 5Ｆ,1997,代表取締役 長岡 康之,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社豊浦環境管理センター,設備管理・メンテナンス,求人なし,,山口県下関市豊浦町大字黒井2121-1,1982,代表取締役 山田 幹二,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,宮城配電工亊株式会社,サブコン,求人なし,,宮城県仙台市宮城野区扇町5-8-40,1967,代表取締役 畠山 俊弥,25 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大手町建物管理株式会社,設備管理・メンテナンス,求人なし,,東京都千代田区九段南3-9-15銀泉九段南ビル 2Ｆ,1994,代表取締役 奥野 文彦,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社綜合テクノ,サブコン,求人なし,,福岡県北九州市八幡東区前田2-3-18,1982,代表取締役 栗田 政廣,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社環境技研,設備管理・メンテナンス,求人なし,,東京都杉並区南荻窪4-11-10西央ビル 2Ｆ,1974,代表取締役 古畑 大志,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,エースコン工業株式会社,サブコン,求人なし,,静岡県静岡市葵区田町2-76-2望月ブロック工業（株） 1Ｆ,1972,代表取締役 望月 智史,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社石井鐵工所,プラントメーカー・プラントエンジニアリング,求人なし,,東京都中央区月島3-26-11,1919,代表取締役社長 石井 宏明,"1,892 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,スタンダード
2024-08-01,有限会社ミリオン設備,設備管理・メンテナンス,求人なし,,埼玉県蕨市塚越5-16-11パールハイムわらび 1Ｆ,1991,取締役 荒井 大輔,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,おべ工業株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,愛媛県新居浜市菊本町2-14-1,1961,代表取締役 尾部光太郎,78 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社三和商会,サブコン,求人なし,,福井県坂井市三国町南本町1-2-51,1986,代表取締役 角谷 雅和,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社水文環境,建設コンサルタント,求人なし,,東京都千代田区神田平河町1第三東ビル 205,1992,代表取締役 池内 博,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,北陸電気工事株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,富山県富山市小中269,1944,代表取締役社長 山崎 勇志,"3,328 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,プライム
2024-08-01,ユーディーエンジニアリング株式会社,サブコン,求人なし,,山口県宇部市あすとぴあ4-2-6,2002,代表取締役 伊藤 康浩,72 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社こうそく,建築設計事務所,求人なし,,長野県長野市青木島町大塚1113,1970,代表取締役 塩見 健太郎,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社工材社,サブコン,求人なし,,福岡県北九州市門司区大里東口3-10,1948,代表取締役 竹村 圭一,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社石井設計,建築設計事務所,求人なし,,群馬県前橋市本町1-1-3ＡＭＤ本町 2Ｆ,1971,代表取締役 石井 繁紀,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
