更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,上場市場名,平均年齢,従業員数,資本金,企業URL
2024-08-01,株式会社いすや,葬儀,求人なし,,福岡県朝倉市甘木1961-5,1976,代表取締役 馬場 昭典,,,,10 百万円,
2024-08-01,株式会社ジェイエイいとしま,葬儀,求人なし,,福岡県糸島市前原東2-7-6,1994,代表取締役 山﨑 重俊,,,,80 百万円,
2024-08-01,有限会社ボイスメッセンジャー,ブライダル・ウェディング,求人なし,,愛知県名古屋市千種区今池2-1-19,1996,代表取締役 荒川 薫,,,,3 百万円,
2024-08-01,有限会社広禮式典,葬儀,求人なし,,東京都新宿区市谷甲良町2-19,1998,取締役 貫井 広子,,,,3 百万円,
2024-08-01,株式会社ブライダルスポツト,ブライダル・ウェディング,求人なし,,福井県福井市若杉1-1301,1982,代表取締役 西村 豊人,,,,10 百万円,
2024-08-01,株式会社博善社,葬儀,求人なし,,山形県山形市桜田東2-13-18,1973,代表取締役 沖本 善昭,,,,10 百万円,
2024-08-01,株式会社田中セレモニー,葬儀,求人なし,,東京都品川区小山4-8-14ハイム田中,1985,代表取締役 田中 和幸,,,,10 百万円,
2024-08-01,永桶祭典株式会社,葬儀,求人なし,,東京都大田区中馬込1-11-16,1998,代表取締役 永桶 孝,,,,10 百万円,
2024-08-01,株式会社イトー,葬儀,求人なし,,東京都葛飾区新小岩1-48-8イトービル 6Ｆ,1972,代表取締役 伊藤 雅良,,,,10 百万円,
2024-08-01,有限会社島田富義葬祭式典,葬儀,求人なし,,東京都葛飾区亀有3-14-10,1975,代表取締役 島田 富義,,,,3 百万円,
2024-08-01,株式会社ルーデンスコーポレーション,ブライダル・ウェディング,求人なし,,東京都立川市泉町935-1,1982,代表取締役 大野 和俊,,,,10 百万円,
2024-08-01,株式会社日典,葬儀,求人なし,,東京都三鷹市上連雀9-1-8リバーサイド川瀬 1Ｆ,1979,代表取締役 内田 一成,,,,10 百万円,
2024-08-01,玉川石材工業株式会社,葬儀,求人なし,,東京都府中市紅葉丘2-29-7,1943,代表取締役 宮本 修一,,,,12 百万円,
2024-08-01,株式会社田代家,葬儀,求人なし,,東京都小金井市前原町1-8-3,1956,代表取締役 田代 尚重,,,,10 百万円,
2024-08-01,有限会社緑葬儀社,葬儀,求人なし,,東京都西東京市田無町5-7-51村田ビル 1Ｆ,1983,取締役 村田 志保,,,,12 百万円,
2024-08-01,有限会社鈴木葬儀店,葬儀,求人なし,,神奈川県横浜市鶴見区矢向5-6-24,1966,代表取締役 鈴木 秀一郎,,,,3 百万円,
2024-08-01,有限会社ウェディングベル,ブライダル・ウェディング,求人なし,,兵庫県姫路市東延末2-62ソギハラビル 1Ｆ,1991,代表取締役 福本 喜則,,,,5 百万円,
2024-08-01,株式会社シルバーデンタルラボラトリー,ブライダル・ウェディング,求人なし,,埼玉県さいたま市緑区原山2-22-5,1973,代表取締役 桑鶴 祐介,,,,10 百万円,
2024-08-01,株式会社フォスコーポレーション,ブライダル・ウェディング,求人なし,,静岡県浜松市中央区三島町1451,1973,代表取締役 藤田 伸吾,,,,10 百万円,
2024-08-01,株式会社花豊,葬儀,求人なし,,大阪府大阪市東淀川区下新庄5-16-23,1975,代表取締役 中原 秀樹,,,,10 百万円,
2024-08-01,株式会社村上音楽事務所,ブライダル・ウェディング,無,,東京都品川区西五反田5-1-3ヘリオスビル 8Ｆ,1985,代表取締役 村上 吉光,,,,10 百万円,
2024-08-01,株式会社アオ企画,ブライダル・ウェディング,求人なし,,東京都世田谷区松原6-23-14ファレＡＯ 1Ｆ,1963,代表取締役 太田 幸一,,,,10 百万円,
2024-08-01,有限会社鈴木葬儀社,葬儀,求人なし,,東京都杉並区和泉1-1-14代田橋鈴木ビル 2Ｆ,1999,代表取締役 鈴木 晴之,,,,3 百万円,
2024-08-01,ウィルライフ株式会社,葬儀,求人なし,,東京都港区港南1-2-70品川シーズンテラス 7Ｆ,2000,代表取締役 増田 進弘,,,,29 百万円,
2024-08-01,株式会社京典,葬儀,求人なし,,東京都小平市小川西町4-33-20,1970,代表取締役 猪熊 勇次郎,,,,10 百万円,
2024-08-01,株式会社ベルコ東山口,ブライダル・ウェディング,求人なし,,山口県周南市大内町1-6,1999,代表取締役 岡田 公雄,,,,10 百万円,
2024-08-01,株式会社都島葬祭,葬儀,求人なし,,大阪府大阪市都島区都島本通2-16-8,1994,代表取締役 北田 享二,,,,10 百万円,
2024-08-01,有限会社アイフラワー貿易,ブライダル・ウェディング,求人なし,,静岡県浜松市中央区東伊場1-14-5,1993,取締役 松本 善弘,,,,10 百万円,
2024-08-01,株式会社雅,葬儀,求人なし,,愛知県高浜市沢渡町4-1-3,1993,代表取締役 神谷 直樹,,,,3 百万円,
2024-08-01,株式会社典禮社,葬儀,求人なし,,兵庫県豊岡市上陰147-4,1993,代表取締役 田中 利明,,,,10 百万円,
2024-08-01,株式会社日の出ガレージ,葬儀,求人なし,,北海道札幌市豊平区豊平四条3-1-12,1962,代表取締役 松井 義宣,,,,35 百万円,
2024-08-01,有限会社クオリティープラザ,ブライダル・ウェディング,求人なし,,東京都千代田区岩本町2-5-12神田ポンピアンビル 1Ｆ,1998,代表取締役 坂野 嘉彦,,,,5 百万円,
2024-08-01,日本幸建株式会社,ブライダル・ウェディング,求人なし,,東京都稲城市矢野口1297,1994,代表取締役 藤﨑 鐘泰,,,,10 百万円,
2024-08-01,株式会社ハセガワエスティ,ブライダル・ウェディング,求人なし,,東京都渋谷区東2-6-16Ｓ．Ｔ．フォレスト Ｂ1～2Ｆ,2000,代表取締役 河村 五代子,,,,15 百万円,
2024-08-01,株式会社牧野総本店,ブライダル・ウェディング,求人なし,,東京都港区高輪1-21-1,1963,代表取締役 豊島 文子,,,,25 百万円,
2024-08-01,有限会社大江葬儀社,葬儀,求人なし,,富山県魚津市新金屋2-11-7,1971,代表取締役 大江 忠男,,,,4 百万円,
2024-08-01,有限会社セレモニーアート,葬儀,求人なし,,東京都北区堀船3-35-1,1996,代表取締役 寺山 裕俊,,,,3 百万円,
2024-08-01,有限会社統美,葬儀,求人なし,,東京都足立区青井2-16-2,1999,代表取締役 染谷 幸宏,,,,3 百万円,
2024-08-01,五十鈴典礼株式会社,葬儀,求人なし,,東京都大田区西蒲田6-20-3,1998,代表取締役 鈴木 栄司,,,,10 百万円,
2024-08-01,株式会社コムウェル,ブライダル・ウェディング,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 【会員事業】冠婚葬祭互助システムの会員営業・管理関連事業【ブライダル事業】ご婚礼、七五三・成人式・卒業式等の衣装のレンタルスタジオ運営、ブライダルプロデュース関連事業【セレモニー事業】葬祭施行関連事業【新規事業】民間緊急搬送、旅客輸送関連事業、ライフサポート事業（リハビリ型デイサービス）【グループ会社】■株式会社コムウェルメモリアル（セメタリー事業） 2021年12月doda掲載求人より引用,東京都杉並区阿佐谷南3-6-1,1990,代表取締役 山川 寅彦,,,,30 百万円,
2024-08-01,株式会社中央セレモニー,葬儀,求人なし,,東京都豊島区巣鴨3-30-8101,1992,代表取締役 大杉 実,,,,10 百万円,
2024-08-01,株式会社興和社,葬儀,求人なし,,東京都中野区白鷺2-45-1ファインビレッジ白鷺 1Ｆ,1994,代表取締役 椙原 修治,,,,10 百万円,
2024-08-01,阿見葬祭株式会社,葬儀,求人なし,,茨城県稲敷郡阿見町大字荒川本郷2032-347,2002,代表取締役 葛川 みゆき,,,,10 百万円,
2024-08-01,株式会社蓮華,葬儀,求人なし,,茨城県筑西市門井1428-1,1986,代表取締役 髙宮暁伸,,,,10 百万円,
2024-08-01,株式会社ユニオン・トレード,葬儀,求人なし,,栃木県宇都宮市駒生町1417-17,1994,代表取締役 鈴木 一雄,,,,87 百万円,
2024-08-01,株式会社光耀社,葬儀,求人なし,,神奈川県川崎市高津区溝口3-16-28,1984,代表取締役 獅子野 英三,,,,15 百万円,
2024-08-01,株式会社花恒,葬儀,求人なし,,埼玉県東松山市箭弓町1-2-4,1991,代表取締役 横川 洋子,,,,10 百万円,
2024-08-01,有限会社デイ葬儀社,葬儀,求人なし,,埼玉県熊谷市銀座3-65,1990,代表取締役 出井 計多,,,,7 百万円,
2024-08-01,プラザオオノ有限会社,葬儀,無,,埼玉県北本市山中1-115,1998,代表取締役 會森 里織,,,,3 百万円,
2024-08-01,株式会社岡部葬祭,葬儀,求人なし,,埼玉県深谷市山河1288-1,2000,代表取締役 稲村 正宏,,,,3 百万円,
2024-08-01,株式会社パールトータルサービス,葬儀,求人なし,,埼玉県深谷市田中2065,1970,代表取締役 大畑 宅美,,,,60 百万円,
2024-08-01,株式会社朱輝,ブライダル・ウェディング,求人なし,,山梨県富士吉田市大明見4-10-28,1984,代表取締役 會田 時子,,,,10 百万円,
2024-08-01,神誠商事有限会社,ブライダル・ウェディング,求人なし,,静岡県周智郡森町森1728-1栄,1981,代表取締役 神馬 貴哲,,,,3 百万円,
2024-08-01,株式会社東海写真技研,葬儀,求人なし,,愛知県名古屋市熱田区幡野町2-13,1967,代表取締役 山田 恭敬,,,,10 百万円,
2024-08-01,株式会社アビコセレモア,葬儀,無,,千葉県我孫子市我孫子1-14-10,1990,代表取締役 秋山 尊,,,,30 百万円,
2024-08-01,株式会社江戸川,葬儀,求人なし,,千葉県松戸市五香1-1-21,1992,代表取締役 金子 美代子,,,,10 百万円,
2024-08-01,株式会社濃飛葬祭,葬儀,求人なし,,岐阜県美濃加茂市本郷町6-7-30,1983,代表取締役 鈴木 哲馬,,,,10 百万円,
2024-08-01,株式会社天満花重,ブライダル・ウェディング,求人なし,,大阪府大阪市北区天神橋3-4-6花重ビル 1Ｆ,1973,代表取締役 寺井 宏次,,,,10 百万円,
2024-08-01,レーベン館株式会社,ブライダル・ウェディング,求人なし,,大阪府大阪市北区西天満4-2-14北区西天満ビル 2Ｆ,2002,代表取締役会長 扇 徹,,,,10 百万円,
2024-08-01,有限会社関井葬儀社,葬儀,求人なし,,大阪府大阪市城東区成育1-2-21,1992,代表取締役 関井 稔,,,,30 百万円,
2024-08-01,株式会社宮口石材商店,葬儀,求人なし,,千葉県松戸市河原塚400-8,1970,代表取締役 宮口 博,,,,24 百万円,
2024-08-01,株式会社富久屋貸衣裳店,ブライダル・ウェディング,求人なし,,大阪府大阪市天王寺区石ケ辻町18-26,1977,代表取締役 津郷 泰冨,,,,10 百万円,
2024-08-01,株式会社華かんざし,ブライダル・ウェディング,求人なし,,大阪府大阪市平野区平野南3-6-23,2000,代表取締役 飯田 正道,,,,10 百万円,
2024-08-01,株式会社水口,ブライダル・ウェディング,求人なし,,神奈川県川崎市川崎区渡田3-2-16,1995,代表取締役 峰吉 麻利亜,,,,13 百万円,
2024-08-01,株式会社星陵葬儀社,葬儀,求人なし,,神奈川県横浜市保土ケ谷区岩井町380ハーレ横濱 1Ｆ,1994,代表取締役 中臣 盛雄,,,,10 百万円,
2024-08-01,ふじみ式典株式会社,葬儀,求人なし,,神奈川県大和市深見西7-3-25,1990,代表取締役 中村 義雄,,,,14 百万円,
2024-08-01,有限会社山水社,葬儀,求人なし,,福岡県春日市惣利6-127,1992,代表取締役 岩永 賢治,,,,3 百万円,
2024-08-01,株式会社仁平,葬儀,求人なし,,大阪府堺市南区美木多上105,1996,代表取締役 中井 良德,,,,10 百万円,
2024-08-01,株式会社メモワージュ,葬儀,求人なし,,奈良県天理市前栽町72-1,1996,代表取締役 山中 弘行,,,,10 百万円,
2024-08-01,株式会社おの佛宝堂,葬儀,求人なし,,奈良県北葛城郡広陵町馬見北4-15-10,1982,代表取締役 斧 宏次,,,,10 百万円,
2024-08-01,有限会社御所公益舎,葬儀,求人なし,,奈良県御所市110-1,2001,代表取締役 茅早 光二,,,,3 百万円,
2024-08-01,株式会社オレンジライフ,葬儀,求人なし,,和歌山県有田郡有田川町大字野田187,1992,代表取締役 上野山 栄作,,,,10 百万円,
2024-08-01,株式会社イースター式典社,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◆葬祭業 2023年7月doda掲載求人より引用,兵庫県尼崎市杭瀬本町1-2-5グラシアスコート 3Ｆ,1997,代表取締役 稲生 健志,,,,3 百万円,
2024-08-01,株式会社タイザン,葬儀,求人なし,,佐賀県武雄市北方町大字大崎1351-1,1982,代表取締役 本山 みゆき,,,,10 百万円,
2024-08-01,有限会社あらき石材,葬儀,求人なし,,熊本県熊本市東区健軍2-19-13,2001,代表取締役 荒木 正人,,,,5 百万円,
2024-08-01,有限会社平田葬祭,葬儀,求人なし,,福島県石川郡平田村大字鴇子字三合161,1990,代表取締役 阿部 勝美,,,,6 百万円,
2024-08-01,株式会社セレモヤマトいわき,葬儀,求人なし,,福島県いわき市平字城東一丁目3-1,1996,代表取締役 和田 武士,,,,10 百万円,
2024-08-01,株式会社トモヱ葬祭,ブライダル・ウェディング,求人なし,,岡山県岡山市南区新保1132-5,2011,代表取締役 藤井 彰人,,,,1 百万円,
2024-08-01,株式会社メモリアホールディングス,葬儀,無,,岐阜県大垣市小野3-47-1,2002,代表取締役 松岡 正泰,,,,60 百万円,
2024-08-01,有限会社アルティマ,冠婚葬祭業界,求人なし,,岡山県倉敷市浦田2550-6,2001,代表取締役 鍛冶 春枝,,,,20 百万円,
2024-08-01,株式会社ミケランジェロ,ブライダル・ウェディング,求人なし,,東京都港区南青山6-7-7ファーロ南青山402,1995,代表取締役 マイケル マーナー,,,,50 百万円,
2024-08-01,社会福祉法人相模福祉会,葬儀,求人なし,,神奈川県相模原市中央区清新8-3-19,1975,理事長 竹内 圭介,,,,19 百万円,
2024-08-01,株式会社すいれん,葬儀,求人なし,,三重県松阪市曽原町395-1,2007,代表取締役 江口 留美子,,,,4 百万円,
2024-08-01,株式会社やまそう,ブライダル・ウェディング,求人なし,,福岡県飯塚市鯰田2324-1,1999,代表取締役 植村 政人,,,,45 百万円,
2024-08-01,株式会社親愛,葬儀,求人なし,,埼玉県草加市氷川町2139-18,1999,代表取締役 黒川 和彦,,,,10 百万円,
2024-08-01,株式会社守山葬祭,葬儀,求人なし,,滋賀県守山市守山6-19-28,2013,,,,,3 百万円,
2024-08-01,長浜セレモニー株式会社,葬儀,求人なし,,滋賀県長浜市加納町341-5,2001,代表取締役 松村 隆雄,,,,25 百万円,
2024-08-01,株式会社シュッティヤナセ,ブライダル・ウェディング,求人なし,,東京都渋谷区東3-24-7,1997,代表取締役 栁瀬貢一,,,,10 百万円,
