更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,上場市場名,平均年齢,従業員数,資本金,企業URL
2024-08-01,株式会社ユーヤン,葬儀,求人なし,,愛知県名古屋市中川区南脇町3-26,1999,代表取締役 小泉 広高,,,,10 百万円,
2024-08-01,双葉株式会社,ブライダル・ウェディング,求人なし,,愛知県名古屋市守山区新守西1014,1989,代表取締役 大河芳洋,,,,10 百万円,
2024-08-01,株式会社公益社,葬儀,求人なし,,滋賀県彦根市西今町939,1950,代表取締役 木川 英樹,,,,30 百万円,
2024-08-01,株式会社八光社,葬儀,無,,大阪府大阪市住吉区山之内5-3-43,1983,代表取締役 渡邊 健太郎,,,,10 百万円,
2024-08-01,株式会社京阪互助センター,ブライダル・ウェディング,求人なし,,大阪府大阪市北区長柄西1-6-14,1971,代表取締役 齋藤 強,,,,100 百万円,
2024-08-01,株式会社マリーロード,ブライダル・ウェディング,求人なし,,和歌山県和歌山市湊御殿2-5-1,1986,代表取締役 奥村 貢,,,,10 百万円,
2024-08-01,株式会社エターナルガーデン,ブライダル・ウェディング,求人なし,,広島県福山市南町12-9,1969,代表取締役 藤井 利通,,,,17 百万円,
2024-08-01,株式会社ビッグアップル,ブライダル・ウェディング,求人なし,,愛媛県松山市千舟町5-7-6,2000,代表取締役 森山 みどり,,,,10 百万円,
2024-08-01,株式会社えひめセレモニー,葬儀,無,■互助会事業全般■会員向けイベント開催・会報誌発行 2023年10月doda掲載求人より引用,愛媛県伊予市下吾川1854-2,1973,代表取締役 福岡 正人,,,,30 百万円,
2024-08-01,株式会社アンヘル,ブライダル・ウェディング,求人なし,,福岡県福岡市中央区高砂2-11-5エステートモア平尾センティモ2,1989,代表取締役 久保山 壽治,,,,10 百万円,
2024-08-01,株式会社まつだ,ブライダル・ウェディング,求人なし,,福岡県糟屋郡志免町志免東3-14-18,1990,代表取締役 門田 典子,,,,20 百万円,
2024-08-01,田中葬祭株式会社,葬儀,求人なし,,熊本県熊本市中央区妙体寺町8-9,1975,代表取締役 田中 勇次,,,,10 百万円,
2024-08-01,株式会社板倉会館,ブライダル・ウェディング,求人なし,,北海道深川市三条6-7,1980,代表取締役 板倉 大,,,,10 百万円,
2024-08-01,公益財団法人日立平和台霊園,葬儀,求人なし,,茨城県日立市諏訪町1030,1969,代表理事 深谷 雅美,,,,,
2024-08-01,株式会社いしかわ葬祭,葬儀,求人なし,,石川県能美市福島町ナ1,2011,,,,,5 百万円,
2024-08-01,株式会社セレクト,ブライダル・ウェディング,求人なし,,山梨県甲府市川田町アリア206,1990,代表取締役 広瀬 匠海,,,,40 百万円,
2024-08-01,株式会社ジェイエイやすらぎセンター,葬儀,求人なし,,愛知県大府市吉田町六枚畑15,1996,代表取締役 伊藤 晋次,,,,14 百万円,
2024-08-01,株式会社麻植衣裳店,ブライダル・ウェディング,求人なし,,京都府京都市上京区元誓願寺通堀川西入南門前町432,1961,代表取締役 麻植 誠司,,,,10 百万円,
2024-08-01,ワタベウェディング株式会社,ブライダル・ウェディング,無,【総合ブライダル企業】■海外挙式サービス事業及び挙式参加者を対象とした旅行事業■挙式施設運営などの国内挙式サービス事業■ウェディングドレスなどの製造販売事業■婚礼関連衣裳、成人式、各種パーティなどのフォーマル衣裳のレンタル事業■衣裳に美容・着付・写真撮影をセットした衣裳と写真の総合サービス事業■国内での結婚式場相談、結婚式のプロデュースや披露宴の企画演出など、挙式関連サービス事業 2023年12月doda掲載求人より引用,京都府京都市上京区烏丸通丸太町上る春日町427-3,1964,代表取締役 社長執行役員 宮瀬 昌行,,,,100 百万円,
2024-08-01,株式会社ベルマリエ,葬儀,求人なし,,京都府京丹後市峰山町菅578-1,1987,代表取締役 安達 佳徳,,,,45 百万円,
2024-08-01,一般社団法人全日本冠婚葬祭互助協会,葬儀,求人なし,,東京都港区西新橋1-18-12ＣＯＭＳ虎ノ門 6Ｆ,1973,会長 山下 裕史,,,,,
2024-08-01,株式会社レクストあいち,葬儀,求人なし,,愛知県名古屋市西区那古野2-7-20,1973,代表取締役 金森 弘晃,,,,50 百万円,
2024-08-01,株式会社ジェイエイ大井川葬祭サービス,葬儀,求人なし,,静岡県島田市御仮屋町7493-2,1999,代表取締役 丸山 富士夫,,,,50 百万円,
2024-08-01,株式会社レクスト知多,葬儀,求人なし,,愛知県半田市宮本町6-215-1,1969,代表取締役 角田 三郎,,,,50 百万円,
2024-08-01,マミーサービス株式会社,葬儀,求人なし,,埼玉県さいたま市北区宮原町2-44-1,1999,代表取締役 石村 聡也,,,,90 百万円,
2024-08-01,株式会社佐藤商店,葬儀,求人なし,,宮城県東松島市矢本字河戸16,1955,代表取締役 佐藤 重人,,,,10 百万円,
2024-08-01,トランスパシフィックエデュケーションネットワーク株式会社,ブライダル・ウェディング,求人なし,,東京都渋谷区西原3-43-5,1989,代表取締役 加藤 康子,,,,10 百万円,
2024-08-01,株式会社シルクロード,葬儀,求人なし,,茨城県土浦市虫掛3656,1995,代表取締役 久保 賢太,,,,10 百万円,
2024-08-01,株式会社イズミヤ,葬儀,求人なし,,茨城県土浦市荒川沖412,1989,代表取締役 和泉 宏弥,,,,7 百万円,
2024-08-01,株式会社青山,葬儀,求人なし,,茨城県つくばみらい市小張1704-1,1994,代表取締役 彦坂 宏依,,,,10 百万円,
2024-08-01,株式会社ハート,葬儀,求人なし,,千葉県船橋市駿河台1-27-1,1999,代表取締役 林 勇樹,,,,50 百万円,
2024-08-01,株式会社シモカワ,葬儀,求人なし,,千葉県船橋市薬円台5-37-5,1971,代表取締役 矢持 くめ子,,,,10 百万円,
2024-08-01,株式会社メモリアル・パーク熊本,葬儀,求人なし,,熊本県熊本市西区上熊本3-12-18,1986,代表取締役 湯田 和,,,,10 百万円,
2024-08-01,株式会社おかもと,葬儀,求人なし,,栃木県河内郡上三川町大字上蒲生4,1992,代表取締役 岡本 昌乃,,,,10 百万円,
2024-08-01,株式会社光雲堂,葬儀,求人なし,,埼玉県草加市青柳3-29-1,2005,代表取締役社長 大岩 孝福,,,,10 百万円,
2024-08-01,ＡＵＳＴＹ　ＰＴＹ　ＬＴＤ株式会社,ブライダル・ウェディング,無,,東京都渋谷区神宮前4-21-7エスパス表参道 2Ｆ,2004,代表取締役 音場 修,,,,10 百万円,
2024-08-01,株式会社シー・エス・シー,葬儀,求人なし,,東京都武蔵野市中町2-17-15,1986,代表取締役 熊川 新悟,,,,10 百万円,
2024-08-01,株式会社公善社,葬儀,求人なし,,神奈川県海老名市中新田2-5-7,1968,代表取締役 本多 秀幸,,,,12 百万円,
2024-08-01,株式会社こすもす,葬儀,求人なし,,長野県上田市岩下475-1,1988,代表取締役 小野 将司,,,,10 百万円,
2024-08-01,株式会社ジェック,ブライダル・ウェディング,求人なし,,東京都港区三田3-1-11エック三田ビル 6Ｆ,1988,代表取締役 名倉 和宏,,,,10 百万円,
2024-08-01,株式会社はなせ,ブライダル・ウェディング,求人なし,,兵庫県尼崎市杭瀬本町1-8-13,1981,代表取締役 矢部 晃,,,,10 百万円,
2024-08-01,株式会社ジェイエイ葬祭,ブライダル・ウェディング,求人なし,,兵庫県豊岡市立野町16-38,1998,代表取締役 尾崎 正明,,,,15 百万円,
2024-08-01,株式会社三晃,葬儀,求人なし,,東京都府中市緑町2-20-10,1992,代表取締役 須藤 光忠,,,,12 百万円,
2024-08-01,株式会社報恩八田,葬儀,求人なし,,青森県八戸市大字十三日町21,1973,代表取締役 八田 守立,,,,50 百万円,
2024-08-01,株式会社メモリアル,葬儀,求人なし,,群馬県みどり市大間々町大間々202,1994,代表取締役 増田 宣圭,,,,65 百万円,
2024-08-01,株式会社アズマ,ブライダル・ウェディング,求人なし,,東京都台東区竜泉2-13-10三ノ輪ビル 5Ｆ,1951,代表取締役 早川 祥司,,,,10 百万円,
2024-08-01,有限会社マエノ,葬儀,求人なし,,東京都品川区南品川1-9-3,1996,取締役 前野 卓司,,,,3 百万円,
2024-08-01,株式会社一公社,葬儀,無,,東京都目黒区八雲3-28-17,1973,代表取締役 河岡 恭子,,,,10 百万円,
2024-08-01,有限会社村上商店,葬儀,求人なし,,東京都新宿区余丁町6-23村上ビル 1Ｆ,1959,代表取締役 村上 雄一,,,,10 百万円,
2024-08-01,ベル株式会社,葬儀,求人なし,,東京都渋谷区本町1-17-12リッツ初台ビル 5Ｆ,2002,代表取締役 橋本 国彦,,,,50 百万円,
2024-08-01,株式会社笹川,葬儀,求人なし,,東京都豊島区西池袋3-30-3西池本田ビル 5Ｆ,2000,代表取締役 笹川 昌寛,,,,10 百万円,
2024-08-01,株式会社いたの,ブライダル・ウェディング,求人なし,,富山県高岡市横田町1-2-2,1988,代表取締役 板野 吉秀,,,,70 百万円,
2024-08-01,株式会社三愛,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 冠婚葬祭業､各種イベント会場の設営､その他附帯関連する業務 2022年3月doda掲載求人より引用,富山県滑川市下島13,2002,代表取締役 山岸 慶治,,,,60 百万円,
2024-08-01,株式会社大井,葬儀,求人なし,,富山県高岡市戸出町3-10-5,1985,代表取締役 大井 博樹,,,,54 百万円,
2024-08-01,株式会社和敬,葬儀,求人なし,,埼玉県さいたま市緑区東浦和4-13-24,1995,代表取締役 冨樫 孝,,,,10 百万円,
2024-08-01,株式会社クリスタル,葬儀,求人なし,,滋賀県東近江市今町960-1,2000,代表取締役 井ノ口 章善,,,,50 百万円,
2024-08-01,株式会社パステル,葬儀,求人なし,,滋賀県草津市上笠4-3-17,1994,代表取締役 田中 進,,,,15 百万円,
2024-08-01,株式会社花長,葬儀,無,,大阪府大阪市此花区梅香3-23-9,1998,代表取締役 菅原 元哉,,,,10 百万円,
2024-08-01,株式会社一平,葬儀,求人なし,,愛知県小牧市常普請2-130,1970,代表取締役 丹羽 和也,,,,10 百万円,
2024-08-01,株式会社新生社,葬儀,求人なし,,大阪府堺市堺区戎之町西1-1-30加藤均ビル Ｍ3,1960,代表取締役 加藤 浩輔,,,,10 百万円,
2024-08-01,株式会社平安,ブライダル・ウェディング,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 【創業51年、神戸でシェアトップクラスの安定企業】■葬祭事業 2023年2月doda掲載求人より引用,兵庫県神戸市中央区栄町通7-1-4,1974,代表取締役 河村 隆,,,,50 百万円,
2024-08-01,株式会社片山葬祭,葬儀,求人なし,,兵庫県淡路市黒谷1482,1996,代表取締役 辻本 和也,,,,10 百万円,
2024-08-01,株式会社ブライダルハウスツツミ,ブライダル・ウェディング,求人なし,,福岡県久留米市通町104-5,1970,代表取締役 堤 浩一,,,,30 百万円,
2024-08-01,株式会社平安閣エヌピーオー互助会,葬儀,無,■冠婚葬祭に関する予約会員の勧誘 ■冠婚葬祭「セリエンス」の運営 ■互助会のサービスの一環として地域支援活動、レストラン事業も行っています。 2024年1月doda掲載求人より引用,福岡県久留米市螢川町10-1,2000,代表取締役 木下 素直,,,,50 百万円,
2024-08-01,株式会社薬師,葬儀,求人なし,,埼玉県さいたま市岩槻区大字南辻114,1997,代表取締役 齋藤 寿光,,,,20 百万円,
2024-08-01,有限会社極楽屋,葬儀,求人なし,,岐阜県瑞浪市土岐町7157-4,2005,代表取締役 水野 恭平,,,,3 百万円,
2024-08-01,株式会社あすわ,葬儀,求人なし,,京都府京都市伏見区桃山筒井伊賀東町47-3シャトー桃山 1Ｆ,1989,代表取締役 廣瀬 幸男,,,,10 百万円,
2024-08-01,有限会社ハシモト葬祭,葬儀,求人なし,,神奈川県平塚市花水台12-11,1999,代表取締役 橋本 真司,,,,3 百万円,
2024-08-01,株式会社中田葬儀社,葬儀,求人なし,,高知県高知市本町1-3-13,1963,代表取締役 中田 公一,,,,10 百万円,
2024-08-01,株式会社今長仕出しセンター,葬儀,求人なし,,青森県つがる市森田町森田駒ケ渕9-4,1991,代表取締役 今 淳一,,,,10 百万円,
2024-08-01,双葉トータルケア株式会社,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 湯灌(ゆかん)サービス (葬儀・葬祭関連業）私たち双葉トータルケア株式会社は、湯かんサービスに特化した事業を行っており、全国にサービス網を展開。長年受け継いできた確かな技術で、時代の変化や多様化するニーズにお応えしています。 2021年8月doda掲載求人より引用,愛知県名古屋市守山区新守西1015,1992,代表取締役 大河 芳洋,,,,10 百万円,
2024-08-01,株式会社花祭壇,ブライダル・ウェディング,求人なし,,宮城県仙台市青葉区中山4-14-35,1996,代表取締役 曳地 礼,,,,100 百万円,
2024-08-01,株式会社仙台バンケットクリエイション,ブライダル・ウェディング,求人なし,,宮城県仙台市青葉区中央3-1-14中央古久根ビル 5Ｆ,1977,代表取締役 清水 基正,,,,10 百万円,
2024-08-01,株式会社セレモニー鳳凰殿,ブライダル・ウェディング,求人なし,,愛知県清須市一場福島1244-1,1998,代表取締役 八木 敏江,,,,50 百万円,
2024-08-01,有限会社マインドサービス,ブライダル・ウェディング,求人なし,,山形県新庄市大字鳥越字栗田3835,1992,代表取締役 齋藤 猛,,,,3 百万円,
2024-08-01,株式会社逓信,ブライダル・ウェディング,求人なし,,愛知県名古屋市熱田区花表町20-35,1988,代表取締役 住吉 紀宥,,,,30 百万円,
2024-08-01,有限会社シャンベルク・ヤマ,ブライダル・ウェディング,求人なし,,長野県安曇野市豊科南穂高374-2,1997,代表取締役 遠山 一行,,,,3 百万円,
2024-08-01,株式会社アンブレイド,ブライダル・ウェディング,求人なし,,神奈川県小田原市栄町2-4-30,2000,代表取締役 吉村 幸造,,,,10 百万円,
2024-08-01,株式会社ブライダルハウス,ブライダル・ウェディング,求人なし,,静岡県富士市日乃出町148-2,1985,代表取締役 山本 英正,,,,20 百万円,
2024-08-01,有限会社小山葬祭センター,葬儀,求人なし,,静岡県駿東郡小山町菅沼644-6,1997,代表取締役 岩田 光志,,,,3 百万円,
2024-08-01,株式会社出雲殿,葬儀,求人なし,,静岡県浜松市浜名区平口442,2000,代表取締役 鈴木 悦也,,,,40 百万円,
2024-08-01,常盤葬祭有限会社,葬儀,求人なし,,東京都板橋区南常盤台1-36-8,1953,代表取締役 大村 浩一,,,,5 百万円,
2024-08-01,株式会社さがみくみあいサービス,葬儀,無,■葬祭サービス事業 2024年4月doda掲載求人より引用,神奈川県高座郡寒川町宮山115-1,1989,代表取締役 鈴木 潔,,,,30 百万円,
2024-08-01,有限会社セレモたなか,葬儀,求人なし,,岐阜県可児郡御嵩町中12,2001,代表取締役 田中 一仁,,,,3 百万円,
2024-08-01,株式会社エイ・エフ・ジー,ブライダル・ウェディング,求人なし,,京都府京都市中京区西ノ京南大炊御門町10,1991,代表取締役 齋藤 多惠,,,,26 百万円,
2024-08-01,株式会社公益社,葬儀,求人なし,,愛媛県伊予市下吾川1854-2,1965,代表取締役 福岡 正人,,,,30 百万円,
2024-08-01,株式会社ライフネット,葬儀,求人なし,,北海道岩見沢市四条東14-1,1972,代表取締役 新道 いくみ,,,,30 百万円,
2024-08-01,株式会社室蘭典礼社,葬儀,求人なし,,北海道室蘭市本輪西町3-2-10,1969,代表取締役 土生 健,,,,10 百万円,
2024-08-01,有限会社白畑葬儀仏具店,葬儀,求人なし,,岩手県岩手郡岩手町大字江刈内第9地割7,1989,代表取締役 白畑 寛昭,,,,8 百万円,
2024-08-01,株式会社高重葬祭,葬儀,求人なし,,広島県竹原市中央2-15-6,2013,代表取締役 髙重 嘉治,,,,5 百万円,
2024-08-01,株式会社加登トウキョウ,葬儀,求人なし,,大阪府大阪市淀川区西中島5-9-22,1998,代表取締役 加登 隆太,,,,10 百万円,
2024-08-01,株式会社きびたき,ブライダル・ウェディング,求人なし,,大阪府大阪市北区長柄西1-6-14,1999,代表取締役 末方 元,,,,20 百万円,
2024-08-01,有限会社小山祭典具,葬儀,求人なし,,栃木県小山市神鳥谷2-32-12,1973,代表取締役 奥澤 亮,,,,7 百万円,
2024-08-01,株式会社フォーシスアンドカンパニー,ブライダル・ウェディング,無,○婚礼衣装の企画・製造販売事業○コンサルティング事業（金融支援業務・婚礼受注支援）○ヘアメイク事業○婚礼写真・映像事業「フォーシスメディアージュ」○フォトウェディングサービス事業「フォトマリアージュ」○フラワー・デコレーション事業「フラワーデザイン」○リゾート挙式事業○演出事業○ワイン・シャンパン事業「ヴィノラム」○「神社結婚式振興会」の和婚サイト運営事業 2023年12月doda掲載求人より引用,東京都渋谷区神宮前6-25-14ＪＲＥ神宮前メディアスクエアビル 4Ｆ,1995,代表取締役社長 三輪 泰央,,,,50 百万円,
2024-08-01,株式会社花福,葬儀,無,■葬儀の施行■「家族葬ホールみくにの里」「花福十八条ホール」の運営■その他、葬儀施行と施設運営に関する業務全般 2024年3月doda掲載求人より引用,大阪府大阪市淀川区西三国4-9-4,2000,代表取締役 福田 純平,,,,5 百万円,
2024-08-01,株式会社アイティウェディングドットコム,ブライダル・ウェディング,求人なし,,大阪府大阪市北区天神橋5-7-24,2000,代表取締役 宮里 武司,,,,60 百万円,
2024-08-01,有限会社ながたに生花,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■葬祭事業■生花販売事業 2023年2月doda掲載求人より引用,奈良県五條市本町1-5-15,1996,代表取締役 長谷 真人,,,,3 百万円,
2024-08-01,有限会社松井葬儀社,葬儀,求人なし,,千葉県佐倉市新町5,1989,代表取締役 海保 大亮,,,,10 百万円,
2024-08-01,有限会社フローラル,ブライダル・ウェディング,求人なし,,京都府京都市西京区大原野石見町218-3,2001,取締役 北村 均,,,,3 百万円,
2024-08-01,株式会社１１７メンバーズ,ブライダル・ウェディング,求人なし,,兵庫県姫路市古二Ｆ町63,1965,代表取締役 山下 裕史,,,,50 百万円,
2024-08-01,キクヤ株式会社,葬儀,求人なし,,兵庫県丹波篠山市東岡屋295,1987,代表取締役 遠山 雅治,,,,10 百万円,
2024-08-01,有限会社三谷葬儀社,葬儀,求人なし,,東京都中央区月島3-7-7,1985,代表取締役 三谷 久夫,,,,8 百万円,
2024-08-01,株式会社三特興業社,葬儀,求人なし,,東京都中央区日本橋茅場町2-17-3504,1953,代表取締役 小泉 哲也,,,,10 百万円,
2024-08-01,株式会社マグリット,ブライダル・ウェディング,求人なし,,岡山県岡山市北区丸の内1-5-8,2000,代表取締役 羽原 俊秀,,,,99 百万円,
2024-08-01,株式会社ムサシノパーク,葬儀,求人なし,,東京都港区南青山5-4-27Ｂａｒｂｉｚｏｎ104 403,1952,代表取締役 松山 さち子,,,,20 百万円,
2024-08-01,有限会社ヴァンベール,ブライダル・ウェディング,無,,広島県広島市西区横川町1-3-10,2001,取締役 若山 智志,,,,3 百万円,
2024-08-01,有限会社ナガタ葬祭,葬儀,求人なし,,香川県小豆郡土庄町馬越甲1139-1,1998,代表取締役 長田 穣,,,,3 百万円,
2024-08-01,有限会社泉屋,葬儀,求人なし,,東京都墨田区八広5-12-13,1967,代表取締役 泉 幸延,,,,3 百万円,
2024-08-01,株式会社細谷本店,葬儀,求人なし,,東京都墨田区東向島6-2-13,1981,代表取締役 細谷 晶,,,,10 百万円,
2024-08-01,有限会社宇土市民斎場,葬儀,求人なし,,熊本県宇土市本町3-17,1997,代表取締役 金田 武,,,,3 百万円,
2024-08-01,すみやセレモニー株式会社,葬儀,求人なし,,東京都目黒区祐天寺2-10-3,1990,代表取締役 松田 賢一,,,,10 百万円,
2024-08-01,株式会社門脇,葬儀,求人なし,,東京都目黒区目黒本町4-14-14,1962,代表取締役 門脇 啓之,,,,10 百万円,
2024-08-01,有限会社藤屋式典,葬儀,求人なし,,東京都大田区萩中3-1-2,1967,代表取締役 村岡 康二,,,,3 百万円,
2024-08-01,有限会社曽根葬祭,ブライダル・ウェディング,求人なし,,東京都世田谷区下馬4-2-12,1992,取締役 曽根 宏明,,,,5 百万円,
2024-08-01,マキノ祭典株式会社,ブライダル・ウェディング,求人なし,,東京都杉並区宮前3-5-5,1973,代表取締役 牧野 和明,,,,10 百万円,
2024-08-01,有限会社加賀屋葬儀社,葬儀,求人なし,,東京都杉並区成田東5-19-8,1986,代表取締役 金井 清美,,,,10 百万円,
2024-08-01,株式会社愛典福島屋,葬儀,求人なし,,東京都杉並区荻窪2-23-12,1967,代表取締役 小暮 大明,,,,20 百万円,
2024-08-01,有限会社いちのへ葬祭,葬儀,求人なし,,岩手県二戸郡一戸町高善寺字大川鉢12-2,2002,代表取締役 及川 健太郎,,,,21 百万円,
2024-08-01,有限会社フローラ二十一,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■冠婚葬祭業べルコ、ベルクラシック、アールベルアンジェグループ代理店■生命保険募集みどり生命保険取扱い代理店 2022年4月doda掲載求人より引用,北海道札幌市白石区菊水三条5-4-10,2002,代表取締役 畑中 祥平,,,,3 百万円,
2024-08-01,株式会社島村葬儀社,ブライダル・ウェディング,求人なし,,東京都葛飾区金町6-1-14,1958,代表取締役 島村 利一,,,,13 百万円,
2024-08-01,株式会社ひのき葬祭,葬儀,求人なし,,東京都北区志茂3-11-5,1986,代表取締役 小川 貴史,,,,10 百万円,
2024-08-01,有限会社松石商店,葬儀,求人なし,,東京都荒川区東尾久6-16-22,1966,代表取締役 松石 洋輔,,,,3 百万円,
2024-08-01,株式会社エチュード,葬儀,求人なし,,東京都国分寺市本多5-4-5,2001,代表取締役 井口 朗,,,,10 百万円,
2024-08-01,有限会社花庄,ブライダル・ウェディング,求人なし,,東京都板橋区南町45-4,1985,代表取締役 中貫 恒雄,,,,3 百万円,
2024-08-01,株式会社リンクス,葬儀,求人なし,,愛知県名古屋市中村区上ノ宮町2-31,2002,代表取締役 平野 哲也,,,,3 百万円,
2024-08-01,宗教法人梅旧院,葬儀,求人なし,,大阪府大阪市天王寺区夕陽丘町1-18,1953,代表役員 鎌原 泰彦,,,,,
2024-08-01,有限会社網代屋葬儀社,葬儀,求人なし,,東京都葛飾区高砂5-35-11,1960,代表取締役 網代 一男,,,,3 百万円,
2024-08-01,有限会社竹田花香社,葬儀,求人なし,,奈良県橿原市小綱町374,1981,代表取締役 竹田 延夫,,,,10 百万円,
2024-08-01,多摩中央葬祭株式会社,葬儀,求人なし,,東京都立川市錦町4-8-3,1979,代表取締役 森山 泰文,,,,10 百万円,
2024-08-01,愛泉総合企画株式会社,葬儀,求人なし,,東京都国分寺市戸倉2-25-2,1996,代表取締役 武田 武志,,,,10 百万円,
2024-08-01,有限会社西武葬祭,葬儀,求人なし,,東京都福生市大字熊川761-4,1981,代表取締役 石井 章弘,,,,3 百万円,
2024-08-01,有限会社フローリスト泉華,ブライダル・ウェディング,求人なし,,神奈川県横浜市中区山下町28-2ライオンズプラザ山下公園 304,1989,代表取締役 上村 彰宏,,,,10 百万円,
2024-08-01,株式会社東條造花店,葬儀,求人なし,,新潟県妙高市朝日町2-1-25,1974,代表取締役 加藤 修央,,,,20 百万円,
2024-08-01,株式会社森葬儀店,葬儀,求人なし,,愛知県名古屋市東区泉2-12-3,1976,代表取締役 森 慎一郎,,,,10 百万円,
2024-08-01,有限会社貝田商店,葬儀,求人なし,,愛知県碧南市住吉町3-18,1983,代表取締役 貝田 隆彦,,,,3 百万円,
2024-08-01,株式会社ほくせい,葬儀,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■葬祭業・法要事業・冠婚事業■貸衣装・写真事業■印刷事業■運送業■人材派遣業■贈答品事業■生花販売業・仏具販売業■式典業・貸ホール業・イベント運営、設営■福祉事業■会館設計、デザイン■人材育成事業・経営コンサル■民俗文化研究事業■リース業 2022年2月doda掲載求人より引用,三重県桑名市大字志知865,1974,代表取締役 加藤 久智,,,,10 百万円,
2024-08-01,株式会社日本葬儀社,葬儀,求人なし,,大阪府寝屋川市桜木町7-9,1972,代表取締役 井上 喜良,,,,10 百万円,
2024-08-01,株式会社花音,葬儀,求人なし,,大阪府高石市高師浜3-6-3,1991,代表取締役 井上寬通,,,,10 百万円,
2024-08-01,有限会社東阪社,葬儀,求人なし,,大阪府東大阪市昭和町1-6,1990,代表取締役 和合 真揮,,,,5 百万円,
2024-08-01,株式会社甲子園花力,ブライダル・ウェディング,求人なし,,兵庫県西宮市甲子園口6-18-15,1970,代表取締役 山口 佳宏,,,,10 百万円,
2024-08-01,フロービス株式会社,葬儀,求人なし,,広島県竹原市竹原町3984,1991,代表取締役 福本 博之,,,,3 百万円,
2024-08-01,株式会社桶幸ウチダ造花,葬儀,求人なし,,徳島県鳴門市撫養町南浜字東浜484,1976,代表取締役 内田 稔,,,,71 百万円,
2024-08-01,道前総業有限会社,葬儀,求人なし,,愛媛県西条市玉之江549,1982,代表取締役 丹下 虎雄,,,,4 百万円,
2024-08-01,有限会社松山葬祭,葬儀,求人なし,,愛媛県松山市来住町644-1本山マンション 201,1996,代表取締役 本山 賀壽滿,,,,8 百万円,
2024-08-01,熊本県儀式共済株式会社,葬儀,求人なし,,熊本県熊本市中央区国府1-12-15,1984,代表取締役 畑尾 一心,,,,10 百万円,
2024-08-01,株式会社大和葬祭センター,葬儀,求人なし,,神奈川県川崎市宮前区小台2-19-17,1974,代表取締役 荻野 健治,,,,10 百万円,
2024-08-01,アスコテクニカ株式会社,ブライダル・ウェディング,求人なし,,大阪府大阪市中央区南船場4-4-10辰野心斎橋ビル 6Ｆ,2003,代表取締役 文 弘宣,,,,60 百万円,
2024-08-01,有限会社ライフ栃木サービス,葬儀,求人なし,,栃木県宇都宮市豊郷台2-10-2,1999,代表取締役 熊坂 治光,,,,3 百万円,
2024-08-01,有限会社セレモニーマルヤマ,葬儀,求人なし,,東京都葛飾区青戸3-33-18,1982,取締役 丸山 寛,,,,3 百万円,
2024-08-01,有限会社北陸ペットサービス,葬儀,求人なし,,富山県富山市西荒屋3-2,1990,取締役 宮嶋 博悦,,,,10 百万円,
2024-08-01,株式会社紅葉山葬儀社,葬儀,求人なし,,大阪府吹田市元町27-3,1961,代表取締役 小森 和信,,,,12 百万円,
2024-08-01,株式会社富士葬祭,葬儀,求人なし,,沖縄県那覇市田原3-8-3,1998,代表取締役 宮里 勇輝,,,,3 百万円,
2024-08-01,株式会社西谷造花店,葬儀,求人なし,,青森県平川市原大野43-1,1986,代表取締役 西谷 孝雄,,,,10 百万円,
2024-08-01,有限会社えぼし葬祭,葬儀,求人なし,,群馬県高崎市中里見町418-1,1974,代表取締役 清水 敏彦,,,,3 百万円,
2024-08-01,熊木式典株式会社,葬儀,求人なし,,埼玉県戸田市本町2-13-12,1974,代表取締役 熊木 雄太郎,,,,10 百万円,
2024-08-01,有限会社アサカサポート,葬儀,求人なし,,埼玉県三郷市高州1-35,1987,代表取締役 浅賀 惠美子,,,,25 百万円,
2024-08-01,株式会社プランテック,ブライダル・ウェディング,求人なし,,東京都渋谷区神宮前5-42-6,1996,代表取締役 吉田 修治,,,,10 百万円,
2024-08-01,株式会社溝口祭典,葬儀,無,,東京都八王子市元横山町2-14-19,1985,代表取締役 溝口 勝巳,,,,10 百万円,
2024-08-01,有限会社川崎屋葬祭具店,ブライダル・ウェディング,求人なし,,神奈川県横浜市神奈川区六角橋2-15-20,1964,代表取締役 鈴木 崇彦,,,,3 百万円,
2024-08-01,株式会社友善社,葬儀,求人なし,,神奈川県横浜市西区浜松町14-8,1957,代表取締役 宮崎 衆一,,,,10 百万円,
2024-08-01,横浜祭典株式会社,ブライダル・ウェディング,無,,神奈川県横浜市旭区本村町45-2,1999,代表取締役 石田 広行,,,,15 百万円,
2024-08-01,株式会社大真,葬儀,求人なし,,大阪府大阪市旭区太子橋2-3-33,1992,代表取締役 佐藤 政之,,,,10 百万円,
2024-08-01,株式会社大阪葬祭,葬儀,求人なし,,大阪府豊中市庄内栄町5-5-22,1991,代表取締役 延野 眞弓,,,,10 百万円,
2024-08-01,株式会社ヤマモト典礼,葬儀,求人なし,,香川県三豊市山本町辻1606-1,1992,代表取締役 大木 彰人,,,,10 百万円,
