更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,上場市場名,代表者
2024-07-01,六甲電子株式会社,受託加工業（各種加工・表面処理）,10,■概要：自動車のエアバッグや新幹線に搭載されるセンサー部分の半導体の製造・加工を行っております。同社が扱っているのは、マイコンやLSI、メモリではなく大量生産が難しいパワー半導体の加工です。そのため、一度受注すると恒常的に受注が見込まれます。また、SiCを扱っており、新幹線のセンサや、電気自動車など、これからニーズが高まる製品のコアの技術になります。またサファイアは、スマートフォンなどの家電制御などスマートハウスづくりに欠かせない素材となっており、長期的に受注が見込まれています。その中で同社は大手企業である顧客の厳しい目にもかなう高い品質の製品を提供し続けています。,兵庫県西宮市中島町8-5,1983,,55,30百万円,http://www.rokkodenshi.com/,,
2024-07-01,キクチコールドヘッター株式会社,機械部品・金型メーカー,5,"■事業内容： 自動車・産機・建機・建築部材の冷間鍛造（パーツフォーマー）加工冷間鍛造、多段パーツフォーマーにて約2g～1,000gまでと幅広い製品圧造に対応しています。殊に長いストロークの必要なパイプ形状の製品に対応出来る特徴があります。冷間加工での形状作りにおいて可能な限り機械加工を少なくするよう考え、VA/VEを絡めた提案型の開発も進めています。又、御要望が有れば機械加工・表面処理を含めた完成形まで対応致します。自動車・オートバイ、農機・産機、建機・部材などの、複雑で難しい形状の製品にも対応しています",愛知県高浜市新田町3-1-26,1972,,70,10百万円,https://kch-t.co.jp/,,
2024-06-01,さぬき麺機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■企業概要・製麺機の製造・販売 店舗用小型機、工場用量産設備の設計と製造・製麺機の導入サポート・麺学校の運営 麺学校(讃岐うどん、ラーメン、そば)製麺製法指導・麺の商品開発サポート,香川県三豊市高瀬町下勝間148-3,1971,,37,,https://www.menki.co.jp/,,
2024-07-01,Ｆ．Ｂ　Ｂｉｓｏｎ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： ・その他の輸送用機械器具製造業■取扱製品・農業用特殊車両、産業用特殊車両、小型自動車関連部品■概要：特殊車輛のあらゆるニーズに、迅速かつ的確に応えます。企画提案から設計、製造・組立まで、一貫した社内プロデュース体制を敷き、豊富な経験に基づく確かな技術と斬新なアイデア、そしてきめ細かなサポート体制で、少量多品種・短納期・ローコストなど、特殊車輌への様々なニーズに迅速かつ的確に対応いたします。,香川県三豊市高瀬町下麻1064-1,1976,43.0,60,20百万円,https://www.fukumotobody.jp/,,
2024-07-01,スター電器製造株式会社／SUZUKID（スズキッド）,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,自社ブランド【SUZUKID】（スズキッド）の小型溶接機・切断機・変圧器及び溶接周辺部材の開発・製造・販売～ 溶接シーンに新しいスパークを ～創業60年以上、バブル崩壊・リーマンショック・コロナ禍でも大きな影響を受けず、着実に成長してきました。◆グッドデザイン賞 2020年度 受賞◆「100V専用 インバータノンガス半自動溶接機アーキュリー80 ノヴァ」,神奈川県藤沢市南藤沢17-15 三井住友海上藤沢ビル3F,1960,,54,4000万円,https://suzukid.co.jp/,,代表取締役社長 鈴木 穰
2024-08-01,日本ギア工業株式会社,機械部品・金型メーカー,1,■事業内容:産業機械製品の設計・製造・販売・メンテナンス【1.バルブアクチュエータ】 バルブアクチュエータは、流体流量を制御するバルブ開閉システムです。 電力、上下水道、石油、ガスなど国内・海外の多くのインフラ施設に採用されおり、顧客ニーズにより柔軟なカスタマイズが可能です。【2.ジャッキ】 1970年、国内初のシリーズ化を実現。 国内市場においてトップクラスのシェアがあり、歯車づくりで培った技術力、特殊なオーダーへの対応力が評価されています。,東京都港区西新橋1-7-14京阪神虎ノ門ビル2F,1938,45.1,355,"1,388百万円",http://www.nippon-gear.jp/,スタンダード市場,
2024-08-01,松本金属株式会社,機械部品・金型メーカー,6,■事業内容・複合加工製品の設計、開発、製造・精密板金、金属プレス加工、ダイカスト、樹脂成型品、表面処理、溶接、組立・建築関連製品、金物の設計、開発、製造、販売・住宅、ビル設備関連製品などの受託生産・空調配管用化粧ダクト、被覆配管セット、業務用空調設備加工、組立・住宅建材商品、部品および金具類の加工、組立・プレハブユニット製作、官公庁関連装備品、家電製品加工組立・クリーンルーム用アルミダイカスト床材加工・車両、機械設備用金属加工品、看板、サイン部材の製作,兵庫県西宮市西宮浜4-6-8,1966,,63,50百万円,http://www.matukin.net/,,
2024-08-01,東京ラヂエーター製造株式会社,自動車部品メーカー,6,■事業内容：東京ラヂエーター製造社は、設立85年を迎える歴史ある自動車・建設機械向け部品メーカーです。ラジエーターをはじめ、大気汚染物質の減少に寄与する環境対応製品も各種製造しており、地球環境保全にも大きく貢献しています。また、国内のみならず、中国、タイ、インドネシアにも拠点を置き、顧客サービスを充実させております。,神奈川県藤沢市遠藤2002-1,1938,42.0,525,"1,317百万円",https://www.tokyo-radiator.co.jp/,スタンダード市場,
2024-06-01,株式会社イナダ,自動車部品メーカー,1,■事業内容：産業用特殊運搬車輌製造、クレーン部品製造、バッテリー製造販売、総合音楽事業,香川県三豊市豊中町笠田笠岡3915-3,1958,,60,20百万円,http://www.inadainc.co.jp/,,
2024-06-01,東亜機工株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業概要：現・代表取締役社長の実父である初代・田淵国広氏は衛生用品の国内大手メーカー「ユニ・チャーム」に長らく勤務し培った技術力やノウハウを活かし、昭和４４年ナプキン等の製造機械の設計製作販売を生業として創業、以来「世に役に立つもの、お客様が待っているものを第一に考えモノ作りを行っていく」ことを経営方針に掲げ当地にあって半世紀以上にも亘る歩みを積み重ね、今では香川県を代表する機械製作会社へと拡大・発展を遂げています。,香川県三豊市豊中町上高野4158-1,1974,,18,10百万円,http://www.toakikoh.co.jp/,,
2024-06-01,小川精機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：小型エンジンの製造・販売■製品情報：飛行機用エンジン：グローエンジン（2ストローク、4ストローク（多気筒、単気筒））、ガソリンエンジン（2ストローク、4ストローク）その他のエンジン：ヘリ用グローエンジン、ヘリ用ガソリンエンジン、カー用エンジン、マリーン用エンジン他：モーター＆ESC、パーツ＆アクセサリー、GLOW PLUG（グロープラグ）、NITRO-X（グロー燃料）,大阪府大阪市東住吉区今川3-6-15,1941,47.0,59,90百万円,https://www.os-engines.co.jp/index_j.htm,,
2024-06-01,コスモ・イーシー株式会社,アミューズメント・エンタメ・ゲームメーカー,3,■事業内容： ・アミューズメント事業電子機器のソフトウェア及びハードウェアの研究開発及び製造販売、保守自動化機器(紙幣識別装置/両替機/紙幣搬送システム等)の研究開発、製造販売/保守 遊技場に対する内装工事の請負、部備品の販売遊技機(パチンコ等)の販売 等・スポーツ事業会員制ゴルフクラブに特化したコンサルティングを展開関連企業が運営するゴルフ場の会員権販売代理、会員への入会後のサポート等を行う,東京都台東区東上野2-13-12,1987,,220,100百万円,http://www.cosmo-ec.co.jp/,,
2024-08-01,伊藤金属工業株式会社,自動車部品メーカー,3,■事業内容：各種自動車部品の製造オイルノズル、ボルトユニオンユニオン、オイルチェックバルブドレンコック、ユニオンパイプ,愛知県知多郡東浦町大字緒川字姥池100,1947,39.0,254,50百万円,http://www.itoukinzoku.co.jp/,,
2024-08-01,加藤鋼材株式会社,受託加工業（各種加工・表面処理）,1,■事業内容： 1.鋼材販売 (特殊鋼全般、非鉄金属) 2.超硬･セラミック･その他3.切削加工 4.熱処理、表面処理 5.金属粉末（積層造形用）6.製品販売,大阪府大阪市東住吉区今川7-14-6,1955,,36,10百万円,https://www.katoukouzai.co.jp/,,
2024-07-01,株式会社ノリタケＴＣＦ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,～ 東証プライム上場のノリタケグループ / EV向け製品やカーボン製品など新素材の生産を支える生産設備メーカー ～■事業内容：国内外のエンジニアリング製造設備・各種工業炉の機械設計、製造、販売及びメンテナンスを一貫した建設工事(1)装置事業各種工業炉（電気炉、ガス炉）焼成炉／乾燥炉／高純化炉／炭化炉、廃棄物再生炉、計測設備及び炉用各種部品の設計、製造、販売(2)メンテナンス工事業・各種窯炉・工業炉、焼成炉の築炉・補修・改造工事及び乾燥昇温作業、レキュペレーター装置の設計・製作・各種耐火物及びセラミックパーツ、ガスバーナー、H・Vバーナー、応用機器の製造・販売,愛知県刈谷市小垣江町下藤7-7,1968,,66,180百万円,https://www.noritake.co.jp/tcf/,,
2024-07-01,新光電子株式会社,電子部品メーカー,8,■会社内容： 同社は1974年に設立された光半導体部品のメーカーです。発光・受光素子、フォトインタラプタなどの光複合部品といったフォトセンサの自社開発・製造・販売を行っています。光学、電気回路、メカなどの専門技術をもつエンジニアが、お客様独自のニーズに合ったカスタム製品を開発・製造しています。同社の光センサは金融金銭機器、アミューズメント、OA機器、交通機器、医療・分析機器など身近に存在するアプリケーションに使用されており、世界中で活躍をしています。また日亜化学工業の正規代理店、ＦＡＵＬＨＡＢＥＲ社の正規代理店でもあります。,神奈川県小田原市南鴨宮2-29-30,1974,41.0,105,20百万円,http://www.shinkoh-elecs.jp/,,
2024-08-01,山内工業株式会社,受託加工業（各種加工・表面処理）,3,■事業内容：製缶・配管・仕上工事・重量物運搬・据付工事・クレーン作業一式,愛媛県新居浜市新田町3-7-13,1955,44.0,46,10百万円,https://yamauchi-kougyo.jp/,,
2024-07-01,コムコ株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,～国内外の幅広い大手製造メーカーに納入される世界的設備メーカー～■事業内容：国内・海外向け熱交換器生産ラインやパイプ加工関連設備等の開発・製造・販売,愛知県豊田市高岡町松葉92-1,1965,37.0,122,100百万円,https://www.comco.com/,,
2024-08-01,近藤工業株式会社,自動車部品メーカー,20,～自動車メーカー各社の部品製造加工を事業の核として、自動車業界から立体駐車場建設、環境機器製造等、多岐にわたる事業を展開しています～■会社概要：アイシングループをはじめ、各社の自動車部品を主体とした製造メーカーです。また、自走式立体駐車場設計施工の建設・パーキング事業、カーポート、ガレージ製造販売のエクステリア事業、各種脱臭装置、プラント、印刷関連機器製造販売の環境機器事業など、多岐にわたる事業を展開してます。,愛知県豊田市高丘新町天王11,1962,,298,48百万円,http://www.kogyo.kondo.co.jp,,
2024-07-01,株式会社愛新鉄工所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：・大型クレーンの走行装置、吊装置、安全装置の製造・プラント装置のメンテナンス（主にバルブやシリンダ）・プラント装置の設計、製造,愛媛県新居浜市清水町12-50,1940,41.3,30,10百万円,https://www.aishin-web.jp/,,
2024-07-01,株式会社興新設計,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容： ◇請負設計業務…製鉄から半導体まで、様々な生産現場で必要とされる機械・設備の設計に携わっています。※製鉄･非鉄機械､製紙機械､FA設備･自動化機械､半導体･液晶製造装置､プラント､工作機械､その他各種機械･設備。◇派遣業務…労働者派遣事業【派38-300158】 設計業務遂行上の必要に応じて、短期、長期に関わらず顧客メーカーへ人材を派遣し、顧客との意思疎通を図り、「もの作り」の知識を深め、設計技術の向上に努めています。◇その他の業務…3Dモデリング／解析、CADデータ化、その他設計補助作業。,愛媛県新居浜市久保田町2-1-67,1970,44.8,44,16百万円,http://koshin-n.co.jp/,,
2024-07-01,株式会社近藤工作所,機械部品・金型メーカー,2,■事業内容：当社は機械加工やバルブ製造・整備を通して化学工場や製紙工場など各種プラントが安全に安定して操業できるための下支えをしている会社です。近隣で当社と同じ整備ができる会社はなく、大手メーカーと強固な取引関係を築いています。・機械加工部門 高低圧各種バルブ製作および修理 その他機械加工・商事部門 各種バルブ、クリンルーム用エアフィルタ販売,愛媛県新居浜市西連寺町2-7-29,1971,,12,10百万円,https://kondoukousakusyo.com,,
2024-06-01,株式会社技研製作所,建設機械・その他輸送機器メーカー,30,■事業内容：・無公害工法／産業機械の研究開発および製造販売ならびにレンタル事業・土木建築その他建設工事全般に関する業務ならびにコンサルタント業務・土木施工技術／工法の研究開発・上記に関する海外事業,高知県高知市布師田3948-1,1978,34.5,691,"8,958百万円",http://www.giken.com/ja/,プライム市場,
2024-08-01,神星工機株式会社,自動車部品メーカー,8,■企業理念：「信頼・信用・信念」を拠り所に、公正、健全な事業活動を推進しています。■事業内容：オートマチック車のシフトレバー、シートベルト部品、スイッチ製品を製造する自動車部品メーカーです。高級車向けの採用実績が多く、部品から完成品まで一貫したものづくりを得意とします。またタイに海外拠点があり国内への逆輸入、及びタイから各国へ輸出拡大中です。,愛知県豊田市幸町公文所10-1,1976,41.0,143,42百万円,https://www.shinsei-koki.co.jp/,,
2024-06-01,有限会社津田製作所,半導体メーカー,2,■事業内容： 各種装置の修理、保守、延命プリント基板の設計・製作・実装・組み立て・検査各種電子機器の製造・組み立て・検査金属、樹脂の設計・加工各種機構部品の設計・加工各種治具、工具の設計・製造・販売■特徴： 当社はプリント基板のー貫生産を行っている会杜です。少数精鋭でオンリーワン企業を目指しております。【経営理念】 至誠を尽くして社会に貢献する【経営方針】 利益を追求して全社員の幸福を実現する お客様にとって なくてはならない会社をめざす お互いを尊重し 生きがいのある会社を目指す【企業目標】 地域一番の優良企業を目指す,神奈川県小田原市下大井457,1972,47.0,60,10百万円,https://www.tudass.co.jp/,,
2024-08-01,株式会社ユイ工業,機械部品・金型メーカー,4,■当社について： 地球上に暮らす私たちにとって天然資源はかけがえのない財産であるという考えの下、当社は1970年の設立以来、循環型社会構築のために様々な機械の技術開発や設計、製造を行い主にリサイクル処理場や不燃物処分場などで使用されるプラント用機械を製造してまいりました。これからも地域と社会に貢献できる企業であり続けたいと願い時代が求めるニーズや環境・産業機械への期待に応える企業を目指していきます。■事業内容：・製缶組立・メンテナンス・機械加工・機械設計・電気設計,高知県高知市一宮南町1-8-37,1970,,15,20百万円,https://yui-kogyo.com/,,
2024-08-01,有限会社豊和製作所,機械部品・金型メーカー,1,■事業内容：精密板金加工業（業務用冷蔵庫や半導体製造装置の部品加工）当社は、大分県佐伯市にて精密板金加工業を営む会社です。「精密板金加工」と言われる薄い金属板を高精度に加工する加工法で、主に業務用冷蔵庫や半導体製造装置に使用される部品を製造しています。当社の部品は、取引先を通じて全国有数の大手機械メーカーや大手半導体製造装置メーカーの製品の一部となって多くのお客さまのもとに届いています。,大分県佐伯市臼坪23-16,1990,,25,3百万円,"Failed to retrieve page, status code: 410",,
2024-07-01,株式会社オオツカデイゼル,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容： 船舶ディーゼルエンジンの製造、メンテナンスを手掛けています。【設計・製造】・常用・非常用ディーゼル発電機の製造・排水機用ディーゼルパワーユニットの製造・ディーゼル消火ポンプの製作・船舶主機関・船用ディーゼル発電機の製造【メンテナンス】・船舶上架修理（運輸局許可 999t引き揚船台×1基・499t×1基）・船舶・陸上内燃機関修理検査工事（運輸局公認サービスステーション）・ディーゼルエンジン・ガスエンジン・発電機のメンテナンス,大分県大分市西新地1-1-32,1931,,55,10百万円,https://otsuka-diesel.co.jp/,,
2024-07-01,シーレックス株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業概要：シール・ラベル、ビジネスフォーム・特殊電気部材の製造・販売及びラベリングシステムの製造・販売をしています。主要な取引先としては、ライオン、資生堂、アサヒビール、サッポロビール、参天製薬、パナソニック、三菱鉛筆等があり、これらの企業と信頼関係を元に安定した事業運営をしています。,東京都台東区柳橋2-19-6,1960,42.0,456,260百万円,https://www.sealex.com/,,
2024-06-01,株式会社藤田製作所,機械部品・金型メーカー,1,■事業内容：銑鉄鋳物、機械加工、鋼構造物製作、一般産業機械部品製作■取扱製品：減速機用ハウジング、減速機用外カバー、減速機用枠、産業機械用キャリア、建設機械用アクスルハウジング、水処理用ケーシング,愛媛県西条市ひうち西ひうち3-10,,,65,90百万円,http://www.fujitam.co.jp/index.html,,
2024-08-01,鬼頭工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■会社概要：自動車設備に強みをもつ優良企業です。設備メーカーとしてトヨタ自動車との創設以来の信頼関係を築き、安定的な事業拡大を続けております。■事業内容：自動車生産設備の製造販売【製品例】全自動溶接システム・マルチ・ロボット溶接システム、シーム溶接システム・工業用ロボット・ロボットティーチング・試作治具・プレス型部品・一般洗浄システム・精密洗浄システム、各種組付システム・搬送システム など,愛知県豊田市細谷町5-16,1951,38.4,246,40百万円,http://kitomac.jp/,,
2024-08-01,横山興業株式会社,自動車部品メーカー,3,■事業内容：・自動車事業…自動車シート向け製品の金属プレス加工、溶接加工・建材事業…建築資材の加工および販売（主として屋根材、壁材及び雨どい）・太陽光発電事業…自家消費型太陽光、カーボンニュートラル・商品企画室…金属製品（自社ブランドBIRDY.）の企画設計、製造および販売、卸売,愛知県豊田市千石町1-11-1,1957,41.0,200,40百万円,https://yokoyama-co.com,,
2024-07-01,株式会社メイドー,自動車部品メーカー,1,～1950年設立の老舗自動車部品メーカー。冷間鍛造技術を武器に「ねじ」を通じて自動車づくりを支えています～■事業概要：自動車用の高張力ボルト、ナット、冷間鍛造部品の製造■主要製品：ボルト・ナットを中心に1万点にも及ぶ自動車のエンジン、シャーシなどの重要部位などにも使用される高張力ボルト、ナットおよび冷間鍛造部品を製造しております。,愛知県豊田市三軒町4-5,1924,33.0,1430,50百万円,http://www.meidoh.co.jp,,
2024-07-01,第一電機測器株式会社,計測機器・光学機器・精密機器・分析機器メーカー,3,■業務内容：・各種自働化設備・自動制御装置・生産指示システム・周波数解析・各種計測装置・検査機器・制御盤・配電システム・各種電気機器,愛知県豊田市田茂平町新子438-1,1957,43.0,38,19百万円,https://www.daiichidenki.co.jp/,,
2024-08-01,刈鈑工業株式会社,自動車部品メーカー,1,■事業内容：自動車部品製造（シート部品、ドア部品）,愛知県豊田市若林西町広崎35,1949,41.0,123,47百万円,"Failed to retrieve page, status code: 410",,
2024-07-01,イマノ自動車株式会社,受託加工業（各種加工・表面処理）,1,■車検／整備／点検／板金塗装／保険・指定整備工場・代車無料貸し出し・名義変更等の各種手続代行＜グループ会社＞・トヨタ中央自動車学校・イマノ産業株式会社（通称：TC交通）,愛知県豊田市細谷町7丁目27番地,1951,,50,5000万円,https://www.imano-g.com/,,代表取締役社長 今野 泰孝
2024-07-01,株式会社ME-TOYO,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：・設計…綿密な打ち合わせと提案により「欲しかった」を設計・製作…協力会社網を備えた幅広い技術力（食品向け等ステンレス設備にも対応）・据付…時間帯や日程等の高い対応力・改造／代理店販売…信頼と豊富な経験で応える末永い付き合い,愛知県豊田市駒場町元城90,1956,,35,72百万円,https://www.me-toyo.co.jp/,,
2024-07-01,株式会社アイサク,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：各種産業用機械の設計・製造――――――――――――――・大型プレス自動化装置・冷間鍛造順送用ナックルリンクプレス・各種FAシステムその他、プレーン・トロリー、機械保守部品の製造,愛知県豊田市広久手町7-7,1946,48.0,60,61百万円,https://www.aisaku.jp,,
2024-08-01,株式会社ユニティ,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,1,■事業内容：～照明PB商品企画、照明プラン、販売、施工、メンテナンスまで一気通貫のサービスを全国展開しています～照明器具、電材製品の販売及び取付工事請負電気用品安全法に基づく製造事業および輸入事業業など営業所／国内に34ヶ所、海外に2ヶ所展開しています。,東京都台東区柳橋1-1-12マキリバーサイドビル4F,1971,,,65百万円,https://www.lighting-unity.co.jp/,,
2024-08-01,伊丹ダイキン空調株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,4,■概要：伊丹ダイキン空調は、エアコンディショニング技術を軸に、2つの事業分野で社会に貢献しています。・食品冷凍・冷蔵システム： 食のおいしさを成り立たせている条件の1つで、なくてはならないものが鮮度です。同社は、製造・加工、物流、小売販売の各流通段階において食品の鮮度維持・管理に欠かせない冷凍・冷蔵システムを提供しています。,兵庫県伊丹市北本町1-1,1947,40.7,57,40百万円,http://www.itamidaikin.co.jp/business.html,,
2024-05-01,佐々木製鑵工業株式会社,造船・重工業,1,"【事業内容】建築構造用鋼管の製造・販売として、近畿一円で唯一の15,000トンプレスを有し、円形鋼管・角型鋼管の生産技術に優れている。（過去に、東京スカイツリー・あべのハルカスへの納品実績有り）",兵庫県伊丹市東有岡5-47,1935,30.0,66,120百万円,http://www.sasakiseikan.co.jp/,,
2024-08-01,野場電工株式会社,自動車部品メーカー,1,■企業概要：現会長が「電子製品が重要な役割を担う新しい時代の到来」を見据え、当社を創業いたしました。 自動車業界における新たなニーズに対応するため、電子制御機器の設計・開発を行うノックス電子を1995年に設立しました。この2つの会社から成るNOBAグループでは、現在、太陽光発電システムのモニタリング機器やシニア用電動カーのコントローラーなど幅広い分野で、次世代のものづくりに取り組んでいます。,愛知県豊田市吉原町下細池70-1,1975,38.0,251,10百万円,http://www.noba.co.jp/,,
2024-06-01,日空工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,■概要：創業70年の含浸(真空)装置ニッチトップレベルの技術力と実績を有する真空機械・装置メーカー。創業当時、大手自動車メーカーの製造ラインで使用される真空装置の導入を皮切りに業界内で着実に信用を得てきた企業です。現在は、自動車、医療業界を中心として全産業からの技術要望について、次々と実現をさせています。※トヨタ自動車社との共同開発で世界で初めて「インライン式真空含浸装置」を開発して「真空」技術を使用した総合化学プラント用装置部門で、高く評価されています。,兵庫県伊丹市東有岡2-25,1951,44.0,60,47百万円,http://www.nicum.co.jp/,,
2024-07-01,株式会社日栄機工,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：・自動車部品製造用各種専用機 ・各種圧入機、組付機 ・各種搬送装置 ・工作用機械メンテナンス、改造 ・各種省人化装置 ・機械設計・製造、管理 ・電機自動制御装置設計、製造,愛知県豊田市竜神町東名45,1973,,42,10百万円,http://nichieikikou.co.jp/,,
2024-08-01,株式会社ホンダカーズ中央愛媛,自動車（四輪・二輪）メーカー,2,■事業内容： 新車販売、中古車販売、車検・点検・整備・修理、自動車損害保険代理業、リース、部品用品。■ビジョン： 当社は、社員の夢の実現に向け、地域に貢献し社会から期待され信頼される存在をめざします。自動車の販売・整備を通じて、質の高い商品とサービスを提供することで強固な経営体質を創りあげていきます。■組織風土： 基本理念に従い以下の基本方針を定めます。1. 全てのお客様に喜びを提供します2. 個人を尊重し希望と誇りを持てる会社を目指します3. 地域を大切にし共に成長できる関係を目指します4. 人と社会と環境へ配慮しコンプライアンスを遵守します,愛媛県大洲市東大洲1182-1,1970,42.8,62,10百万円,なし,,
2024-07-01,和合精機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,12,■事業内容：産業用機械及び装置の設計、製作、販売／産業用機械及び装置の改造、改善、修理／生産ライン構築に伴う機械工事及び関連工事,愛知県豊田市保見町南山205,1979,43.0,22,10百万円,http://www.wagoseiki.co.jp/,,
2024-07-01,櫻井工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容：産業用機械および設備の設計・制作櫻井工業株式会社は、1977年の創業以来、主に自動車メーカー向けの設備設計・製造を生業として事業を行っている会社です。打合せ／設計／部品製作／組立・検査・試運転／工事・取り付けまでワンストップで対応が可能であることに加え、長年にわたり培ったノウハウを活かしお客様の求めるコストや品質、安全性、耐久性を実現できる「ものづくり」に取り組んでおります。■取扱品目プレス間搬送装置・搬送設備・工作機械間搬送装置・プレス品搬入出用ハンド・付帯設備工事,愛知県豊田市西中山町又吉洞8-12,1977,49.0,22,14百万円,http://www.sakuraikk.co.jp/,,
2024-08-01,株式会社タイチク,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,6,■事業内容：誘導溶解炉及び誘導加熱装置関係の設計・制作、販売からメンテナンス、アフターフォローまでのサービスを一貫して担当しています。,兵庫県伊丹市岩屋2-1-17,1969,48.0,90,30百万円,https://www.taichiku.co.jp/,,
2024-08-01,株式会社エリア,半導体メーカー,2,■事業内容：・半導体検査装置のプログラム開発・半導体検査装置の基板及び機械の設計・製造・半導体の量産試験・電子製造機器の開発・販売・技術サポート・企業向け研修、セミナー及びこれに関する出版の企画、立案、実施・労働者派遣事業（派４４-３００２０２）,大分県杵築市大字日野1669-9,1993,44.2,33,100百万円,http://www.elia-jp.com/,,
2024-07-01,株式会社アレクソン,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,2,■事業概要・ネットワーク・セキュリティ関連機器および関連ソフトウェア・サービスの企画、開発、製造、販売・電子機器・LPWA機器・ソフトウェア等の開発受託・OEM/ODM・胸骨圧迫トレーナー、オゾンガス発生装置などの環境医療関連機器の開発、製造、販売■強みネットワークセキュリティ関連機器 の企画・開発発に強みを持っており、UTMを始めサーバーなど様々な製品を開発しております。,大阪府大阪市中央区安土町1-8-6大永ビル4F,1971,42.0,60,101百万円,http://www.alexon.co.jp/,,
2024-08-01,松岡捻子株式会社,金属・製綱・鉱業・非鉄金属メーカー,無,■金属切削加工業■ガス、水栓金物製造業■建築金物製造業 2024年6月doda掲載求人より引用,大阪府大阪市西成区松2-8-37,1961,,,10 百万円,"Failed to retrieve page, status code: 410",,代表取締役 松岡 雅彦
2024-08-01,株式会社桜井鉄工所,受託加工業（各種加工・表面処理）,3,■事業内容：同社が手がけるのは、超大型の壁紙、硝子、フィルムなどを成形するロールや様々な機械に使われる超大型のモーターやシャフトなどの高性能回転体製品です。お客様から材料を支給していただき、それを図面通りの形に仕上げます。当社が加工を手掛ける製品は、他社では敬遠されるような難しいものばかりです。製鉄、製紙、化学、食品、エネルギーなど分野は多岐にわたり、超大型の産業ロールからミクロの領域まで「丸モノ」加工の技術力を強みに、今では“西のサクライ”として業界で確固たる地位を確立。,大阪府大阪市西成区南津守5-4-9,1941,45.0,38,36百万円,https://www.sakurai-gr.co.jp/,,
2024-07-01,株式会社交通電業社,電子部品メーカー,3,■事業内容： 電車・バス用LED／LCD表示器、各種サービス機器、モニタ装置、その他産業用各種表示器の製造販売,大阪府大阪市平野区西脇2-12-26,1949,45.0,43,10百万円,"Failed to retrieve page, status code: 410",,
2024-06-01,エヌジーケイ・フィルテック株式会社,計測機器・光学機器・精密機器・分析機器メーカー,2,■事業内容： 分離膜の総合エンジニアリングメーカーとして、セラミック膜・有機膜の各々の特長を生かし多種多様なニーズに対して最適な分離膜システムを設計・製造・販売しています。【営業品目】セラミック膜・セラミック膜装置、医薬用水設備、純水・超純水設備、超純水帯電防止器、メンテナンス、バリデーション支援日本ガイシ社とアルバック関連企業の共同出資により誕生。膜分離の総合エンジニアリングメーカーとしてセラミック膜、有機膜の特徴を生かし最適な膜ろ過装置を設計/製造。,神奈川県茅ヶ崎市萩園2791,1991,38.4,114,50百万円,https://www.ngk-nft.co.jp/info/outline/,,
2024-08-01,パスカル株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,12,■事業内容：ファクトリーオートメーション機器およびシステムの開発・製造・販売自動車やデジタル家電、情報通信機器など、日本の工業製品の優秀さ、特に品質の高さは世界中が認めるところとなっています。この日本の「ものづくり技術」を支えているのが、精度の高いFA（ファクトリーオートメーション）機器や工作機械であり、さらにそのFA機器、工作機械を構成する製品の数々です。同社は、兵庫県伊丹市を本拠地として、国内はもとより世界の様々なメーカーの生産ラインで活躍するFA機器や工作機械の「サポート機器」を専門に手がけているメーカー。,兵庫県伊丹市鴻池2-14-7,1974,,400,"1,200百万円",http://www.pascaleng.co.jp/,,
2024-08-01,株式会社日洋工業,金属・製綱・鉱業・非鉄金属メーカー,求人なし,,愛知県安城市城ケ入町団戸173-5,1982,,,13 百万円,"Failed to retrieve page, status code: 410",,代表取締役 名知 龍児
